,business_id,state,category,recal_stars
8796,5Dccw539NNtnyCgTu5ed5A,NV,Chinese,3.963636363636364
8851,E7VRsyNQWPteH6_qI4j7bw,NV,Vegetarian,3.8524590163934422
8912,3QcTqsdxQBlSndBdMJBRhQ,NV,American (New),3.2962962962962963
8939,Sovgwq-E-n6wLqNh3X_rXg,NV,Mexican,4.143939393939394
9071,S1Gpj_cqlEzitBCGAXj5aA,NV,Indian,3.1842105263157894
9109,VfFHPsPtTW4Mgx0eHDyJiQ,NV,Italian,3.4418604651162785
9152,tcfL9_Qe-12eX4rdmK_6XA,NV,Asian Fusion,3.2253521126760565
9223,pzIcN449xQWWyPWsmj10OA,NV,American (Traditional),3.0
9229,pHJu8tj3sI8eC5aIHLFEfQ,NV,Italian,3.848314606741573
9407,SzBpr6or7BQcjc-e3ARLjw,NV,Breakfast & Brunch,4.085714285714285
9442,MohTx0z3LnzAnr0bIsstHQ,NV,American (New),4.090909090909091
9453,vOfz55MmWgjNQ3BA2PnhgQ,NV,American (Traditional),3.981132075471698
9559,WcGKG8_rDVBVx6lSTlWiDA,NV,Mexican,3.1666666666666665
9571,emCZVTnhkDEQUaAz5wJq1w,NV,American (Traditional),2.05
9591,nFR7dDedxRuBeZz_6Cdalg,AZ,Breakfast & Brunch,3.525
9631,BcW7Z9lPmOB_8eS2lEuOqQ,NV,Steakhouses,4.128205128205129
9709,A5Rkh7UymKm0_Rxm9K2PJw,NV,Seafood,4.035714285714286
9877,1DP5vHxJzCDbgawv0WC3yA,NV,Diners,4.094488188976378
10004,EHDcxAlrrP4VPiZuQlrIrg,NV,Mexican,2.6
10009,hDlRzzxfVkVNjnveJ8sLmg,NV,American (New),3.9032258064516134
10040,sOYsxYYFl03PhHmz_rBDZQ,NV,American (New),4.078125
10168,GI-CAiZ_Gg3h21PwrANB4Q,NV,American (Traditional),4.2622222222222215
10393,lOQPeguczAueJnLmDUTfGg,NV,Mexican,4.117647058823529
10495,lMYs3z3Y7977TVMn6OWObA,NV,American (Traditional),4.065573770491803
10556,3ajqOW9A7VhResA08I7RTg,NV,American (New),3.7478991596638656
10675,w2yx8dfNXi3TcPZSdQOw3A,NV,Italian,3.3829787234042548
10722,5CJL_2-XwCGBmOav4mFdYg,NV,Thai,3.5277777777777777
10794,AtD6B83S4Mbmq0t7iDnUVA,NV,Vegetarian,4.5390625
10922,UTXNr62dGSK-tet8OeXUcQ,NV,Steakhouses,4.131147540983608
11044,q-YQIvBSNZxYJl1xuB0H_w,AZ,Breakfast & Brunch,4.25
11052,0AQnRQw34IQW9-1gJkYnMA,NV,Mexican,2.8994708994708995
11241,TqUVH7Ox_3qEkCxCCS_l3Q,NV,Seafood,3.358974358974359
11280,LYWbyu1EQM2o5hwHG5_Ldg,NV,Sushi Bars,3.4267515923566876
11437,lfXfxBms5z1nwzkxxLFBWg,NV,Tex-Mex,2.7777777777777777
11455,Er8DpPwf_lHHv64ncWhD8g,NV,Breakfast & Brunch,3.6585365853658534
11578,QXV3L_QFGj8r6nWX2kS2hA,NV,Tex-Mex,3.9428571428571435
11718,vyDW7_CHhDUJshMqaSjj0g,AZ,Burgers,2.4285714285714284
11774,vz8HFGsITt6aj-nyXkAEFg,AZ,Mexican,3.4273504273504267
11891,L_ZLtfHvfzfoNVQ0-okTXg,NV,Steakhouses,4.18974358974359
12086,PDIh1lVtKlUqPJROXYJQvQ,NV,American (New),3.6666666666666665
12188,SsN-SaGGkJn2Qm-jSDQ4aQ,NV,Pizza,3.524822695035461
12329,eTXYID00jGxq1vZpntBUFw,NV,Steakhouses,4.470588235294118
12397,0NmTwqYEQiKErDv4a55obg,NV,Italian,4.258883248730965
12594,YDeN4OHayfKocEo7Tz4jMg,NC,Pizza,3.0
12602,d_L-rfS1vT3JMzgCUGtiow,NV,Breakfast & Brunch,3.6442687747035567
12855,Yp9w4nhUowBU_IS_StFXbQ,NV,French,3.886075949367088
12934,QJatAcxYgK1Zp9BRZMAx7g,NV,Burgers,3.939866369710468
13383,BG8lvZoPTrPJqcvTh-ytzg,NV,Seafood,4.1875
13399,Rd11Bosr8JkfoUhZLzpuxg,NV,Steakhouses,4.474747474747475
13498,NRn6yqCq3yAh7NtKBt79xQ,NV,Italian,3.321428571428572
13526,BOMgSyi4-TYAnjVn3m0z3A,NV,Cafes,2.8157894736842106
13564,mcXRNuN1MsgXYt8B2MWz2Q,AZ,Mexican,1.2
13569,n1Ng1q300iLHYZELtOd5FA,NV,Steakhouses,3.7714285714285714
13604,v9u0NgjA4iQeKGevFnYSCA,AZ,American (New),3.5802469135802473
13685,e13SEvJud_vgeDR_doL4sQ,NV,Mexican,3.5727272727272728
13795,JsCKeWHA8n_5mFQ3F6t4UA,NV,Desserts,3.8987341772151898
13874,yZnEwqTGpkrj_mga5zeZmQ,NV,Delis,3.083333333333333
13886,Cr4ipI-tr-R8Q0NilkWNkA,NV,American (New),3.8678160919540234
14060,MAuSh7NKoT__CQ4BumoayA,NV,Mexican,3.2881355932203387
14178,yymNrvk1cioG5Bn5lWH2QQ,NC,American (Traditional),2.6
14198,k1q9f7aJ2TsoSbeA8Qm1aA,NV,Chinese,3.4285714285714284
14219,klddGAcNIpE_aB5sd1hNXw,NV,American (New),3.880733944954129
14328,0S4WFZJZhVeM3aAqKjLz1w,NV,Steakhouses,3.5849056603773586
14381,LwQB9H3jZ9wTk24Lr-AnZQ,NV,Pizza,3.9882352941176467
14551,UT6L3b7Zll_nvRidijiDSA,NV,Pizza,3.5876288659793816
14648,3l54GTr8-E3XPbIxnF_sAA,AZ,Sandwiches,4.271186440677966
14943,VGWEpMEkzQopS5lUNd06Sw,NV,American (Traditional),3.5061728395061733
15024,UE3AvVnaPEBPneVahYT2eA,AZ,American (Traditional),4.057142857142857
15164,pKk7jCFIm96qDdk0laVT2w,NV,American (New),3.9315068493150687
15383,u7CxxEzx8hvjoJ8onN4zTg,PA,Fast Food,3.771929824561404
15440,YhCAJ8acd1X7GkCHPhD8Xw,NV,Burgers,3.375
15608,YZyyG21xcwPQLqYh8pI-Ow,NV,Chicken Wings,2.625
15616,ZosrzTfiiPhbURA04AQTUA,NV,Sandwiches,2.9423076923076925
15668,P7pxQFqr7yBKMMI2J51udw,NV,American (Traditional),3.8448979591836734
16158,iCQpiavjjPzJ5_3gPD5Ebg,NV,Pizza,4.076797385620916
16770,WlTeMP8p3m1b3LxkfBllLQ,NV,Fast Food,3.333333333333333
16776,a0v7Si0DK4cIko7AQY4YXg,NV,Breakfast & Brunch,4.457142857142856
16881,4KmrrhtfnngTVFa2d5LAjg,NV,Italian,3.256756756756757
16955,pLMPpaJ7whp86uL_3ezwMg,NV,Burgers,3.787878787878788
17087,VYuMUCoN6LWTxM80_itq1Q,AZ,Burgers,3.4545454545454546
17120,G-5kEa6E6PD5fkBRuA7k9Q,NV,Italian,3.3814432989690717
17508,lKq4Qsz13FDcAVgp49uukQ,NV,Pizza,3.674418604651162
17594,Fy4t2XHIRKwMk_ocCZze0Q,NV,Breakfast & Brunch,4.0
17662,3cg4pKBL8DTFXCtZ5y9V4g,NV,American (New),3.272727272727273
17684,7Xw_vv-ekUL2sTqipnKT0g,NV,Chicken Wings,2.5
17736,hdZ_4Vd9opGm5UajNUuhwA,NV,Italian,3.7
17756,7ddnq3YQSKguGK15etqGLQ,PA,American (Traditional),3.0
17758,qdd1DHfeKHE72_djJxCJdQ,AZ,Mexican,3.034482758620689
17787,JtjXRSvLtZhWeCcZ5aJeZA,AZ,Diners,3.8
17797,ZHQU79PMUGCX0fEoyCcWlw,AZ,Caribbean,3.566666666666667
17827,yvJqxVTO_qwRGLMtUrqzQw,AZ,Italian,3.5789473684210527
17846,Hr5h_LG9TMBLlFz_Oici0A,AZ,American (New),3.2962962962962963
17927,eN8mkjt_q686hGKi-A9ceg,AZ,Greek,3.8666666666666663
17957,vBV5IbpTgUKuu2HlneE2NA,AZ,Mexican,3.7916666666666665
17981,UBQRhqRMW4Sk7kSZvZ1iAQ,AZ,Cafes,4.0
18016,WEoivlVObGE03PiWvVvXYA,AZ,Steakhouses,2.1463414634146343
18057,5aRyuqJZSGp1fNXHQHMLjg,AZ,Italian,3.851851851851852
18084,_XN-GwzZwAyIqLKJsl2htg,AZ,Asian Fusion,3.867549668874173
18235,ygZSfAsnlztdeWZOlJA2Ug,AZ,Italian,3.75
18247,Qng9lEqWA9uTtm6oq2rZuw,AZ,Mediterranean,4.166666666666667
18253,jZ8ogksrNzUmREJggc1YOQ,AZ,Steakhouses,3.6739130434782608
18299,PWW_jT4tHP_r1S18ePJyTQ,AZ,Mediterranean,3.782608695652174
18322,XMMLRvV4IMxIGyc4H37LxA,AZ,Salad,4.099415204678364
18493,6C_8Mh4lmLc_QEs3hHleBg,AZ,Mexican,4.133333333333334
18523,Jc2X0JqdBupkOzTPZtbcWA,AZ,Burgers,4.181818181818182
18534,-tcJmqzfaeEnpFMAelB7bA,AZ,Mediterranean,3.7692307692307687
18560,moZpwq1hNxC-uJRpfupOTA,AZ,Breakfast & Brunch,3.6806722689075633
18679,m1krp3dyJorAbV0HQC-TRQ,AZ,American (Traditional),3.5
18681,6MhY_9EkUkKCvvN8rzXZzg,AZ,Chinese,3.2592592592592586
18708,9MJDPVeLqAWLqdWF4Heqvg,AZ,Mexican,3.0
18714,x5vSE0-NO_YSZtOnitLWuQ,AZ,Delis,3.727272727272727
18725,QYIhMNwxXejDoCr-F1BxDg,AZ,Thai,4.265625
18789,XvTBQotmJpVPjPNaMM7qLA,AZ,American (New),4.069767441860465
18832,nist6UGz0213A9kTrwHJ3A,AZ,Italian,2.75
18840,AJ8DDFm6QaihAPZI3wFBHw,AZ,Desserts,3.4736842105263164
18859,sKWZ_tAOVMZoC4Qk8_Bd4A,AZ,Pizza,4.307692307692308
18872,adTbcC7JgvzYg7AD_Ga-rg,AZ,Latin American,3.8
18877,UY13CTgUqriT-fMxT2APLw,AZ,Vietnamese,4.418604651162791
18920,p4GMQauk2iqZnN6cj81s3g,AZ,Asian Fusion,3.0
18923,DTvcpHf2gGKgSujUVXA7sA,AZ,Mexican,3.555555555555556
18932,Wnq5to0-jXyh0-_jRZ6VOQ,AZ,American (Traditional),3.5909090909090913
18976,yVLbAdSQQURBNWsJIxzmfw,AZ,Vietnamese,2.0
18979,EUQoB_ph7_xIyj7JZGI3bg,AZ,Italian,3.8269230769230766
19031,8F-CalsRSKiPjjsx8ql8Lg,AZ,Fast Food,3.1071428571428568
19059,IUTU_8qM7M8j9A1TbmMjYA,AZ,Vegetarian,3.772727272727273
19081,J07TDs6qnTIaxm48EL1cKQ,AZ,Caribbean,4.075471698113208
19240,V81Ahkb9QFlbEx4PoeRiyA,AZ,Breakfast & Brunch,3.571428571428572
19247,XfNDmxQiG5nZVZe-JY10NA,AZ,Delis,2.0
19248,21fK0m8sQFbRQv3RlskE2w,AZ,Pizza,2.814814814814815
19275,P6c0lV9DeJ6ofntpTWyqhA,AZ,Mexican,3.433333333333333
19305,x9HvTsA83c5r-muemxw_9A,AZ,Thai,3.5185185185185186
19332,BzZNKx6Des02RuAtT-uOPw,AZ,Asian Fusion,3.0
19343,-o082vExIs0VVNSuZmiTQA,AZ,Mexican,3.4133333333333336
19418,MbAsfN3wwV22K7GZsgcBqA,AZ,Mexican,3.8
19433,rBTlmcEEQka-7cdU6ByrYg,AZ,Mediterranean,2.571428571428572
19440,w3JBz9gLbZ0CKWQM07nONw,AZ,Steakhouses,3.071428571428572
19454,jvwzhzA9vsfJHCdlbLkHZw,AZ,Asian Fusion,3.083333333333333
19466,prh-RlduJU3z3ynA5lU3Wg,AZ,Breakfast & Brunch,4.019230769230768
