states,Cuisine,Rating
NC,Sandwiches,3.4785008233982437
IL,Sandwiches,3.0850393448854647
OH,Sandwiches,3.408174196321991
SC,Sandwiches,3.795238095238095
QC,Desserts,3.781170752324599
ON,Desserts,3.3409341315519807
NV,Desserts,3.8082294091866142
WI,Desserts,3.616883116883117
AZ,Desserts,3.721849213167384
PA,Desserts,3.880470676197647
NC,Desserts,3.746179259337154
IL,Desserts,5.0
OH,Desserts,4.244421750181554
SC,Desserts,0.0
QC,Mexican,3.576860447981137
ON,Mexican,3.2822999941040547
NV,Mexican,3.4262756736752684
WI,Mexican,3.456395524914043
AZ,Mexican,3.4121670592917126
PA,Mexican,3.4515826689121427
NC,Mexican,3.5432295283914144
IL,Mexican,3.2652027160549886
OH,Mexican,3.4458929678543084
SC,Mexican,3.2515873015873016
QC,Pizza,3.3255623731259325
ON,Pizza,3.2230794471201976
NV,Pizza,3.1455767226566205
WI,Pizza,3.3468514604410635
AZ,Pizza,3.2362638024372017
PA,Pizza,3.47073803995606
NC,Pizza,3.161805495024275
IL,Pizza,3.019587430113746
OH,Pizza,3.3597247178415928
SC,Pizza,3.2668650793650786
QC,Steakhouses,3.4841804322938312
ON,Steakhouses,3.4210096664221954
NV,Steakhouses,3.7503112792929114
WI,Steakhouses,3.2294915046898405
AZ,Steakhouses,3.4541393551532904
PA,Steakhouses,3.3302913563352483
NC,Steakhouses,3.3784997206923766
IL,Steakhouses,2.4630952380952382
OH,Steakhouses,3.3165759639546817
SC,Steakhouses,0.0
QC,Seafood,3.4749220594106736
ON,Seafood,3.4827439538263283
NV,Seafood,3.653238561202935
WI,Seafood,3.5171651421819683
AZ,Seafood,3.539418272229746
PA,Seafood,3.1219325926730424
NC,Seafood,3.5994021485729486
IL,Seafood,2.7678571428571432
OH,Seafood,3.115457939288349
SC,Seafood,2.466666666666667
QC,Delis,3.2170634920634917
ON,Delis,3.4041418650793656
NV,Delis,3.522310595823132
WI,Delis,4.057199211045363
AZ,Delis,3.583411774463472
PA,Delis,3.944131114927008
NC,Delis,3.730344335152028
IL,Delis,3.8928571428571432
OH,Delis,3.5950570871623504
SC,Delis,2.625
QC,Barbeque,3.4557901602024828
ON,Barbeque,3.5570476286303734
NV,Barbeque,3.582212914562154
WI,Barbeque,3.3171626984126985
AZ,Barbeque,3.457848865443496
PA,Barbeque,3.769896988975936
NC,Barbeque,3.6052912442593774
IL,Barbeque,4.178356626338478
OH,Barbeque,3.3161139597364087
SC,Barbeque,3.798632929067712
QC,Tex-Mex,3.460071301247772
ON,Tex-Mex,3.173329278522516
NV,Tex-Mex,2.9397864427450093
WI,Tex-Mex,2.9973511374246664
AZ,Tex-Mex,3.127423300920179
PA,Tex-Mex,2.8202830906118104
NC,Tex-Mex,2.841232048374905
IL,Tex-Mex,3.0
OH,Tex-Mex,2.522863247863248
SC,Tex-Mex,1.5
QC,Hot Dogs,3.583333333333333
ON,Hot Dogs,3.0970655806182124
NV,Hot Dogs,3.4962441720331383
WI,Hot Dogs,3.2255952380952384
AZ,Hot Dogs,3.689871002039252
PA,Hot Dogs,3.5558838159769834
NC,Hot Dogs,2.890775401069518
IL,Hot Dogs,3.055555555555556
OH,Hot Dogs,3.5550891116680585
SC,Hot Dogs,0.0
QC,Chicken Wings,2.6923076923076925
ON,Chicken Wings,2.8968890892457755
NV,Chicken Wings,3.0532647321816744
WI,Chicken Wings,2.512907268170426
AZ,Chicken Wings,2.7410076591679706
PA,Chicken Wings,3.01780303030303
NC,Chicken Wings,2.8774347255771398
IL,Chicken Wings,3.814285714285714
OH,Chicken Wings,2.8796282149223327
SC,Chicken Wings,2.2649572649572653
QC,Salad,3.9982477839620687
ON,Salad,3.5826032307117828
NV,Salad,3.660690686645853
WI,Salad,3.7852758352758347
AZ,Salad,3.6000709175430234
PA,Salad,3.218098455598456
NC,Salad,3.633656396339404
IL,Salad,3.6412698412698417
OH,Salad,3.594412928521368
SC,Salad,3.786666666666666
QC,Vegetarian,3.9990456513183785
ON,Vegetarian,3.4900073508708735
NV,Vegetarian,3.8708564954817306
WI,Vegetarian,3.75278194028194
AZ,Vegetarian,3.9773783352946768
PA,Vegetarian,3.6548577594613394
NC,Vegetarian,3.847211829615792
IL,Vegetarian,2.4545454545454546
OH,Vegetarian,4.112596091762758
SC,Vegetarian,0.0
QC,Indian,3.5732857342407907
ON,Indian,3.4447633949929553
NV,Indian,3.8022302811299085
WI,Indian,4.053373327940802
AZ,Indian,3.7341403987710784
PA,Indian,3.6710851007069496
NC,Indian,3.604790249433106
IL,Indian,3.0282242063492064
OH,Indian,3.7588034283646192
SC,Indian,0.0
QC,Caribbean,3.947338935574229
ON,Caribbean,3.7656728565573414
NV,Caribbean,3.9488636363636367
WI,Caribbean,3.9482142857142857
AZ,Caribbean,3.9543997059751583
PA,Caribbean,3.9388888888888887
NC,Caribbean,4.144675925925927
IL,Caribbean,0.0
OH,Caribbean,4.213533834586467
SC,Caribbean,0.0
QC,Greek,3.4701683185235823
ON,Greek,3.2544020232914086
NV,Greek,3.8510291451925807
WI,Greek,3.1178571428571433
AZ,Greek,3.915903385852108
PA,Greek,3.614935064935065
NC,Greek,3.7159210847723214
IL,Greek,3.1180952380952376
OH,Greek,3.5382889597175313
SC,Greek,2.6666666666666665
QC,Latin American,4.040338164251208
ON,Latin American,3.7685776942355895
NV,Latin American,3.6235202297702296
WI,Latin American,4.0
AZ,Latin American,3.9765842414644736
PA,Latin American,3.971245711004747
NC,Latin American,3.8535093738616233
IL,Latin American,3.8571428571428568
OH,Latin American,4.233919842066968
SC,Latin American,3.8123433583959896
QC,Soup,4.220346320346319
ON,Soup,3.5709995133072048
NV,Soup,3.488212336325788
WI,Soup,2.6666666666666665
AZ,Soup,3.49051739516782
PA,Soup,3.7796138072453855
NC,Soup,3.0570183629007155
IL,Soup,3.4285714285714284
OH,Soup,3.34732905982906
SC,Soup,3.625
QC,Middle Eastern,3.662284586502359
ON,Middle Eastern,3.5826498159667124
NV,Middle Eastern,4.23515659626722
WI,Middle Eastern,2.8874458874458875
AZ,Middle Eastern,3.8328663621635135
PA,Middle Eastern,4.326033016756998
NC,Middle Eastern,3.580392001129584
IL,Middle Eastern,3.525
OH,Middle Eastern,4.066476764595493
SC,Middle Eastern,5.0
QC,German,3.7444444444444436
ON,German,3.6559523809523813
NV,German,4.184803921568626
WI,German,0.0
AZ,German,3.6232923938806287
PA,German,3.734375
NC,German,4.130434782608695
IL,German,0.0
OH,German,4.080555555555557
SC,German,5.0
