,state,category,cat_mean,state_mean,state_cat_mean
354,ON,Latin American,3.8264545108293024,3.3973420029690247,3.8782252282252285
356,QC,Salad,3.6787168264826438,3.6299647553115046,3.811831550802139
357,QC,Sushi Bars,3.537939797996439,3.6299647553115046,3.5173902914974344
359,QC,Italian,3.574873602764115,3.6299647553115046,3.7470890881605174
360,NC,Burgers,3.0197832738080166,3.394482338437879,2.985695161753542
361,NC,Indian,3.6020714489432097,3.394482338437879,3.3826725851630974
362,NC,Italian,3.574873602764115,3.394482338437879,3.5602402831445246
363,NC,American (New),3.5271599865950116,3.394482338437879,3.3707492003768604
419,AZ,Japanese,3.525448767662445,3.409393797363903,3.4857623222639944
421,AZ,Soup,3.5849831374306382,3.409393797363903,3.541885790653518
425,PA,American (New),3.5271599865950116,3.4913315380625307,3.4854025893607767
428,AZ,Tex-Mex,2.999538768553029,3.409393797363903,2.8677948660921344
432,AZ,Sushi Bars,3.537939797996439,3.409393797363903,3.67911197690371
460,PA,Thai,3.547292142856443,3.4913315380625307,3.7808995390639137
482,QC,Cafes,3.765571843850624,3.6299647553115046,4.017722535252521
484,QC,Burgers,3.0197832738080166,3.6299647553115046,3.3813192363192357
490,QC,American (New),3.5271599865950116,3.6299647553115046,3.4680555555555554
496,QC,Japanese,3.525448767662445,3.6299647553115046,3.6945392078370807
497,QC,Indian,3.6020714489432097,3.6299647553115046,3.6563561524894856
500,QC,Korean,3.6376924390899994,3.6299647553115046,3.931940330624541
501,ON,Tex-Mex,2.999538768553029,3.3973420029690247,3.0650042739998096
502,QC,Mediterranean,3.7209151345079814,3.6299647553115046,3.470826734241368
503,QC,Vegetarian,3.85283178600475,3.6299647553115046,3.7739187865274824
504,QC,Thai,3.547292142856443,3.6299647553115046,3.3103221415607984
505,ON,Indian,3.6020714489432097,3.3973420029690247,3.504221933887248
507,QC,Chinese,3.3296732343820166,3.6299647553115046,3.6288885205551877
508,QC,Sandwiches,3.4656688919392105,3.6299647553115046,3.696985876171269
509,QC,Desserts,3.7357253865245936,3.6299647553115046,3.8053167420814478
510,QC,Asian Fusion,3.5585777053867274,3.6299647553115046,3.654559270516718
513,QC,American (Traditional),3.345962702457938,3.6299647553115046,3.3671904761904763
517,QC,Middle Eastern,3.6627152156984515,3.6299647553115046,3.3335629531598174
540,NC,Bakeries,3.7840172437806796,3.394482338437879,3.63
541,NC,Barbeque,3.5719061432182277,3.394482338437879,3.478221782246968
542,NC,Latin American,3.8264545108293024,3.394482338437879,3.8032086478002056
543,NC,Asian Fusion,3.5585777053867274,3.394482338437879,3.5026125879917283
545,PA,Steakhouses,3.4762945464906334,3.4913315380625307,3.024801587301587
562,QC,Hot Dogs,3.4821661125065813,3.6299647553115046,4.058603896103896
565,QC,Mexican,3.4264370711692815,3.6299647553115046,3.375281954887218
571,QC,French,3.934943647776943,3.6299647553115046,3.9362365767455616
582,QC,Greek,3.539781449957626,3.6299647553115046,3.205717345698963
593,QC,Tex-Mex,2.999538768553029,3.6299647553115046,3.27442645074224
594,QC,Latin American,3.8264545108293024,3.6299647553115046,3.619444444444445
596,QC,Barbeque,3.5719061432182277,3.6299647553115046,3.3984848066020668
610,WI,Seafood,3.533062321036889,3.4541488603694517,3.677648419467641
635,ON,Diners,3.46612881615825,3.3973420029690247,3.455738166067657
644,NV,Korean,3.6376924390899994,3.4254836166321416,3.842065941748564
651,IL,Steakhouses,3.4762945464906334,3.2624625303272103,2.761111111111111
653,NC,Chinese,3.3296732343820166,3.394482338437879,3.3126924543216094
654,NC,Diners,3.46612881615825,3.394482338437879,3.410798592030842
667,ON,Middle Eastern,3.6627152156984515,3.3973420029690247,3.553232288193117
672,OH,Sandwiches,3.4656688919392105,3.40728242079903,3.5069075222814714
677,OH,Breakfast & Brunch,3.556090287199512,3.40728242079903,3.5225766405929013
679,ON,Barbeque,3.5719061432182277,3.3973420029690247,3.5139418913287046
686,OH,Cafes,3.765571843850624,3.40728242079903,3.774290267071016
687,ON,Caribbean,3.7748094892314756,3.3973420029690247,3.6942278979851233
698,ON,Greek,3.539781449957626,3.3973420029690247,3.2424996405579534
710,PA,Chinese,3.3296732343820166,3.4913315380625307,3.425367912421789
712,WI,Sandwiches,3.4656688919392105,3.4541488603694517,3.113044063779358
713,WI,American (Traditional),3.345962702457938,3.4541488603694517,3.5930644851492484
715,WI,Chicken Wings,2.9820956646667756,3.4541488603694517,3.2491228070175437
717,WI,Mexican,3.4264370711692815,3.4541488603694517,3.453347364730807
718,WI,American (New),3.5271599865950116,3.4541488603694517,3.4815279742112706
719,WI,Asian Fusion,3.5585777053867274,3.4541488603694517,3.5720195770615937
720,WI,Steakhouses,3.4762945464906334,3.4541488603694517,3.353003606544165
722,WI,Pizza,3.326125949549249,3.4541488603694517,3.254494414535446
725,WI,Cafes,3.765571843850624,3.4541488603694517,3.569887955182072
728,WI,Burgers,3.0197832738080166,3.4541488603694517,3.077649910641113
734,WI,Italian,3.574873602764115,3.4541488603694517,3.410365987289064
738,WI,Salad,3.6787168264826438,3.4541488603694517,3.6168372319688107
739,WI,Fast Food,2.8410143771269585,3.4541488603694517,2.6629365079365077
742,WI,Chinese,3.3296732343820166,3.4541488603694517,3.559810414330538
767,NV,Bakeries,3.7840172437806796,3.4254836166321416,3.8628386784381337
775,NV,Greek,3.539781449957626,3.4254836166321416,3.965696620551694
792,AZ,Bakeries,3.7840172437806796,3.409393797363903,3.6814753811398644
838,NC,Breakfast & Brunch,3.556090287199512,3.394482338437879,3.359555281369217
839,NC,Seafood,3.533062321036889,3.394482338437879,3.540534648244759
840,NC,Fast Food,2.8410143771269585,3.394482338437879,2.8976950503954577
841,NC,Vegetarian,3.85283178600475,3.394482338437879,3.965228620803611
845,NC,Vietnamese,3.58219702378847,3.394482338437879,3.6869847851321658
846,NC,Mexican,3.4264370711692815,3.394482338437879,3.454603630503984
849,NC,Sandwiches,3.4656688919392105,3.394482338437879,3.5431592825257106
851,NC,Delis,3.6624210988814054,3.394482338437879,3.6178843592305134
854,NC,Steakhouses,3.4762945464906334,3.394482338437879,3.642233978253715
856,NC,Sushi Bars,3.537939797996439,3.394482338437879,3.5026106521847864
862,NC,Korean,3.6376924390899994,3.394482338437879,3.5041883420034674
864,NC,French,3.934943647776943,3.394482338437879,4.081562914647862
867,NC,Mediterranean,3.7209151345079814,3.394482338437879,3.6727087870153285
874,IL,Mexican,3.4264370711692815,3.2624625303272103,3.400873457388383
880,IL,Barbeque,3.5719061432182277,3.2624625303272103,3.7380974224552204
882,NC,Desserts,3.7357253865245936,3.394482338437879,3.451508808651666
888,NC,Japanese,3.525448767662445,3.394482338437879,3.6198592407387427
896,NC,Soup,3.5849831374306382,3.394482338437879,3.645957363198742
902,OH,Mediterranean,3.7209151345079814,3.40728242079903,4.0715447998974215
903,OH,Steakhouses,3.4762945464906334,3.40728242079903,3.2721430097180395
904,OH,Italian,3.574873602764115,3.40728242079903,3.471177784885482
923,AZ,German,4.032326071562182,3.409393797363903,4.096320346320346
958,NV,Soup,3.5849831374306382,3.4254836166321416,3.4244859678779345
1047,PA,Pizza,3.326125949549249,3.4913315380625307,3.4474099726595733
1100,PA,Soup,3.5849831374306382,3.4913315380625307,3.5588229231086372
1101,PA,Mediterranean,3.7209151345079814,3.4913315380625307,4.006466244538718
1102,PA,Vegetarian,3.85283178600475,3.4913315380625307,3.6478032879818594
1104,PA,Mexican,3.4264370711692815,3.4913315380625307,3.59134073964265
1107,PA,Bakeries,3.7840172437806796,3.4913315380625307,3.7937859759288335
1111,PA,Barbeque,3.5719061432182277,3.4913315380625307,3.4361151103798164
1114,PA,Diners,3.46612881615825,3.4913315380625307,3.2866511348128995
1115,PA,Burgers,3.0197832738080166,3.4913315380625307,3.0272554988416154
1116,PA,Italian,3.574873602764115,3.4913315380625307,3.5615837897534415
1120,PA,Sandwiches,3.4656688919392105,3.4913315380625307,3.569765337328063
1122,PA,Desserts,3.7357253865245936,3.4913315380625307,3.861205315567018
1170,AZ,Middle Eastern,3.6627152156984515,3.409393797363903,3.9615428027885353
1179,AZ,Chicken Wings,2.9820956646667756,3.409393797363903,2.8832716817967823
1201,NC,Middle Eastern,3.6627152156984515,3.394482338437879,3.8291316526610646
1205,NC,Thai,3.547292142856443,3.394482338437879,3.8427210200087
1214,NC,Salad,3.6787168264826438,3.394482338437879,3.447247498406247
1220,NC,Chicken Wings,2.9820956646667756,3.394482338437879,3.096559889101195
1234,NC,Tex-Mex,2.999538768553029,3.394482338437879,2.9742756226053637
1243,SC,American (New),3.5271599865950116,3.280973761835242,3.7833333333333328
1325,QC,Seafood,3.533062321036889,3.6299647553115046,3.7025306231628985
1330,QC,Chicken Wings,2.9820956646667756,3.6299647553115046,2.8177777777777777
1343,OH,Japanese,3.525448767662445,3.40728242079903,3.3714448745698746
1344,AZ,Korean,3.6376924390899994,3.409393797363903,3.5004252269687828
1395,NC,Greek,3.539781449957626,3.394482338437879,3.955814244889875
1489,NV,Middle Eastern,3.6627152156984515,3.4254836166321416,4.082349839702781
1491,IL,Chinese,3.3296732343820166,3.2624625303272103,3.363051906979801
1522,OH,American (Traditional),3.345962702457938,3.40728242079903,3.3176156443529874
1533,NC,Cafes,3.765571843850624,3.394482338437879,3.690667952917246
1539,PA,Middle Eastern,3.6627152156984515,3.4913315380625307,4.478653291153291
1543,WI,Vietnamese,3.58219702378847,3.4541488603694517,4.029716406336546
1569,ON,Soup,3.5849831374306382,3.3973420029690247,3.6136722818244555
1583,ON,Vegetarian,3.85283178600475,3.3973420029690247,3.644325760307644
1585,ON,Salad,3.6787168264826438,3.3973420029690247,3.7377267497459803
1599,ON,Chicken Wings,2.9820956646667756,3.3973420029690247,2.9976478253759242
1603,ON,Steakhouses,3.4762945464906334,3.3973420029690247,3.5144117171123344
1613,SC,Greek,3.539781449957626,3.280973761835242,3.5833333333333335
1616,SC,Chinese,3.3296732343820166,3.280973761835242,3.351592851592851
1626,SC,Barbeque,3.5719061432182277,3.280973761835242,3.7234432234432235
1638,SC,Chicken Wings,2.9820956646667756,3.280973761835242,2.95
1639,SC,Mexican,3.4264370711692815,3.280973761835242,3.0638888888888887
1668,NC,German,4.032326071562182,3.394482338437879,4.3
1671,OH,American (New),3.5271599865950116,3.40728242079903,3.54243232318108
1672,OH,Diners,3.46612881615825,3.40728242079903,3.6333847706174143
1775,PA,Sushi Bars,3.537939797996439,3.4913315380625307,3.6644120711395756
1776,PA,Japanese,3.525448767662445,3.4913315380625307,3.5236937832309496
1780,PA,Latin American,3.8264545108293024,3.4913315380625307,4.0156302521008405
1783,PA,Hot Dogs,3.4821661125065813,3.4913315380625307,4.176858813700919
1881,WI,Barbeque,3.5719061432182277,3.4541488603694517,3.7819940476190474
1882,WI,Japanese,3.525448767662445,3.4541488603694517,3.5188723248901264
1886,WI,Desserts,3.7357253865245936,3.4541488603694517,4.658730158730159
1901,OH,Thai,3.547292142856443,3.40728242079903,3.994478584233486
1902,OH,Hot Dogs,3.4821661125065813,3.40728242079903,3.703094165594166
1904,OH,Desserts,3.7357253865245936,3.40728242079903,4.010020703933748
1905,OH,Pizza,3.326125949549249,3.40728242079903,3.4327753717339986
1907,OH,Fast Food,2.8410143771269585,3.40728242079903,2.814129349964838
1909,OH,Middle Eastern,3.6627152156984515,3.40728242079903,3.984764534793775
1911,OH,Seafood,3.533062321036889,3.40728242079903,3.223268492895404
1912,OH,Asian Fusion,3.5585777053867274,3.40728242079903,3.494443833943834
1915,OH,Delis,3.6624210988814054,3.40728242079903,3.798341549508782
1916,OH,Greek,3.539781449957626,3.40728242079903,3.6757936507936506
1955,QC,Soup,3.5849831374306382,3.6299647553115046,4.044444444444444
2057,PA,Indian,3.6020714489432097,3.4913315380625307,3.7251300705467374
2071,PA,Asian Fusion,3.5585777053867274,3.4913315380625307,3.7006495726495725
2080,PA,Cafes,3.765571843850624,3.4913315380625307,3.7773180866183265
2088,PA,Breakfast & Brunch,3.556090287199512,3.4913315380625307,3.469179495064126
2096,PA,French,3.934943647776943,3.4913315380625307,3.7322239475500347
2097,PA,Caribbean,3.7748094892314756,3.4913315380625307,4.066964285714286
2107,PA,Salad,3.6787168264826438,3.4913315380625307,3.59994706630045
2127,PA,Tex-Mex,2.999538768553029,3.4913315380625307,2.734243697478991
2193,OH,Mexican,3.4264370711692815,3.40728242079903,3.3250010610110676
2197,OH,Burgers,3.0197832738080166,3.40728242079903,2.8382214378914687
2206,PA,Chicken Wings,2.9820956646667756,3.4913315380625307,3.1104166666666666
2207,QC,Steakhouses,3.4762945464906334,3.6299647553115046,3.5186325570136416
2330,PA,Seafood,3.533062321036889,3.4913315380625307,3.326067122340437
2339,OH,Soup,3.5849831374306382,3.40728242079903,3.560805860805861
2345,OH,Salad,3.6787168264826438,3.40728242079903,3.491126311959645
2369,SC,Latin American,3.8264545108293024,3.280973761835242,3.4444444444444446
2477,WI,Tex-Mex,2.999538768553029,3.4541488603694517,3.4944444444444445
2479,WI,Diners,3.46612881615825,3.4541488603694517,3.068181818181818
2480,WI,Bakeries,3.7840172437806796,3.4541488603694517,4.0707792207792215
2483,WI,Thai,3.547292142856443,3.4541488603694517,3.4753246753246754
2493,OH,Vietnamese,3.58219702378847,3.40728242079903,3.6378886908298673
2563,PA,Greek,3.539781449957626,3.4913315380625307,3.8316239316239313
2568,PA,Delis,3.6624210988814054,3.4913315380625307,3.89683407036876
2603,NV,Latin American,3.8264545108293024,3.4254836166321416,3.681152866338051
2673,IL,Indian,3.6020714489432097,3.2624625303272103,3.8204710144927536
2765,OH,Chicken Wings,2.9820956646667756,3.40728242079903,2.9072836661546337
2870,WI,Delis,3.6624210988814054,3.4541488603694517,3.4806349206349205
2918,AZ,Indian,3.6020714489432097,3.409393797363903,3.8946193823770834
2927,OH,Indian,3.6020714489432097,3.40728242079903,3.789246809835045
2955,PA,Korean,3.6376924390899994,3.4913315380625307,4.115025252525253
2986,WI,Indian,3.6020714489432097,3.4541488603694517,4.038110600927028
2990,IL,Sushi Bars,3.537939797996439,3.2624625303272103,3.228571428571428
3004,IL,Burgers,3.0197832738080166,3.2624625303272103,2.6616526610644256
3029,IL,American (Traditional),3.345962702457938,3.2624625303272103,3.252095162672086
3048,NC,Hot Dogs,3.4821661125065813,3.394482338437879,3.0014619883040936
3049,SC,Diners,3.46612881615825,3.280973761835242,4.125
3052,SC,American (Traditional),3.345962702457938,3.280973761835242,3.2871376811594204
3124,OH,Sushi Bars,3.537939797996439,3.40728242079903,3.905667031139018
3159,PA,Vietnamese,3.58219702378847,3.4913315380625307,3.5080621992386702
3268,IL,Sandwiches,3.4656688919392105,3.2624625303272103,3.3090007215007216
3507,OH,Chinese,3.3296732343820166,3.40728242079903,3.329420265869107
3561,OH,Barbeque,3.5719061432182277,3.40728242079903,3.5091794915324326
3568,OH,Vegetarian,3.85283178600475,3.40728242079903,4.315887615842244
3622,WI,Mediterranean,3.7209151345079814,3.4541488603694517,3.878761978761979
3623,WI,Vegetarian,3.85283178600475,3.4541488603694517,3.4297619047619046
3625,WI,Latin American,3.8264545108293024,3.4541488603694517,3.0
3657,SC,Fast Food,2.8410143771269585,3.280973761835242,2.7840909090909087
3805,ON,Hot Dogs,3.4821661125065813,3.3973420029690247,2.9762790662549117
3855,WI,Sushi Bars,3.537939797996439,3.4541488603694517,3.662781662781663
3883,WI,Korean,3.6376924390899994,3.4541488603694517,3.4926767676767674
3910,OH,Latin American,3.8264545108293024,3.40728242079903,3.8838247407906854
3950,IL,Italian,3.574873602764115,3.2624625303272103,3.281987688237688
3952,IL,Japanese,3.525448767662445,3.2624625303272103,3.360500515995872
3972,IL,Korean,3.6376924390899994,3.2624625303272103,3.2498048668503214
3974,IL,Thai,3.547292142856443,3.2624625303272103,3.8295080177820116
3989,OH,French,3.934943647776943,3.40728242079903,4.17741935483871
4031,WI,French,3.934943647776943,3.4541488603694517,4.31712962962963
4056,SC,Burgers,3.0197832738080166,3.280973761835242,2.895555555555556
4093,NV,German,4.032326071562182,3.4254836166321416,4.241319444444445
4243,OH,Korean,3.6376924390899994,3.40728242079903,4.314772727272727
4344,WI,Hot Dogs,3.4821661125065813,3.4541488603694517,4.640000000000001
4608,OH,Caribbean,3.7748094892314756,3.40728242079903,4.032407407407407
4613,OH,Bakeries,3.7840172437806796,3.40728242079903,3.8439981532779313
4664,IL,Fast Food,2.8410143771269585,3.2624625303272103,2.4720238095238094
4744,QC,Delis,3.6624210988814054,3.6299647553115046,3.492283950617284
4951,ON,German,4.032326071562182,3.3973420029690247,3.736111111111111
4987,OH,Tex-Mex,2.999538768553029,3.40728242079903,2.9355555555555553
4991,SC,Tex-Mex,2.999538768553029,3.280973761835242,3.75
5224,IL,Pizza,3.326125949549249,3.2624625303272103,3.1280139833711265
5497,QC,Caribbean,3.7748094892314756,3.6299647553115046,4.257301587301587
5721,IL,Middle Eastern,3.6627152156984515,3.2624625303272103,2.8692640692640694
5915,IL,Delis,3.6624210988814054,3.2624625303272103,3.722222222222222
5916,IL,Salad,3.6787168264826438,3.2624625303272103,4.0005131362889985
5947,SC,Pizza,3.326125949549249,3.280973761835242,2.6782051282051285
5949,NC,Caribbean,3.7748094892314756,3.394482338437879,3.2830555555555563
6008,SC,Middle Eastern,3.6627152156984515,3.280973761835242,4.25
6190,SC,Italian,3.574873602764115,3.280973761835242,3.61739417989418
6620,NV,Caribbean,3.7748094892314756,3.4254836166321416,4.352756892230576
6790,IL,American (New),3.5271599865950116,3.2624625303272103,3.4104938271604937
7049,WI,Greek,3.539781449957626,3.4541488603694517,2.7869047619047618
7206,IL,Breakfast & Brunch,3.556090287199512,3.2624625303272103,3.241414141414141
7399,WI,Middle Eastern,3.6627152156984515,3.4541488603694517,4.041666666666666
8188,SC,Japanese,3.525448767662445,3.280973761835242,3.5
8189,SC,Seafood,3.533062321036889,3.280973761835242,2.9344729344729346
8249,SC,Sandwiches,3.4656688919392105,3.280973761835242,3.3583333333333334
8335,PA,German,4.032326071562182,3.4913315380625307,4.5
8358,IL,Asian Fusion,3.5585777053867274,3.2624625303272103,3.3232142857142857
8501,IL,Greek,3.539781449957626,3.2624625303272103,3.85
9194,IL,Vietnamese,3.58219702378847,3.2624625303272103,3.5925925925925934
9207,IL,Tex-Mex,2.999538768553029,3.2624625303272103,3.5166666666666666
9811,IL,Cafes,3.765571843850624,3.2624625303272103,2.9522222222222223
9835,OH,German,4.032326071562182,3.40728242079903,3.696428571428571
10763,SC,Sushi Bars,3.537939797996439,3.280973761835242,2.6785714285714284
10890,IL,Diners,3.46612881615825,3.2624625303272103,2.8333333333333335
11466,IL,Latin American,3.8264545108293024,3.2624625303272103,3.6818181818181817
11541,IL,Soup,3.5849831374306382,3.2624625303272103,3.1428571428571432
12023,SC,Bakeries,3.7840172437806796,3.280973761835242,3.0
12142,WI,Caribbean,3.7748094892314756,3.4541488603694517,3.9087301587301586
12376,IL,Hot Dogs,3.4821661125065813,3.2624625303272103,3.666666666666667
12552,IL,Chicken Wings,2.9820956646667756,3.2624625303272103,3.0962962962962965
13179,SC,Asian Fusion,3.5585777053867274,3.280973761835242,3.1666666666666665
13301,IL,Vegetarian,3.85283178600475,3.2624625303272103,1.8571428571428568
13303,WI,Soup,3.5849831374306382,3.4541488603694517,3.25
14600,IL,Bakeries,3.7840172437806796,3.2624625303272103,4.236111111111111
14601,IL,Desserts,3.7357253865245936,3.2624625303272103,4.145833333333333
15280,IL,Mediterranean,3.7209151345079814,3.2624625303272103,3.5555555555555554
15954,IL,French,3.934943647776943,3.2624625303272103,3.0
16216,SC,Salad,3.6787168264826438,3.280973761835242,3.6166666666666667
18955,SC,Soup,3.5849831374306382,3.280973761835242,4.25
20430,IL,Seafood,3.533062321036889,3.2624625303272103,2.9166666666666665
21421,SC,Breakfast & Brunch,3.556090287199512,3.280973761835242,4.0
21918,SC,Cafes,3.765571843850624,3.280973761835242,4.666666666666667
27523,SC,German,4.032326071562182,3.280973761835242,5.0
