states,Cuisine,Rating
ON,Japanese,3.4499805312924754
NV,Japanese,3.6912301692589735
WI,Japanese,3.5188723248901264
AZ,Japanese,3.4857623222639944
PA,Japanese,3.5236937832309496
NC,Japanese,3.619859240738743
IL,Japanese,3.360500515995872
OH,Japanese,3.371444874569874
SC,Japanese,3.5
QC,Asian Fusion,3.6545592705167183
ON,Asian Fusion,3.3052141747966006
NV,Asian Fusion,3.9558339983412303
WI,Asian Fusion,3.5720195770615937
AZ,Asian Fusion,3.6997682319431435
PA,Asian Fusion,3.700649572649573
NC,Asian Fusion,3.5026125879917283
IL,Asian Fusion,3.3232142857142857
OH,Asian Fusion,3.4944438339438335
SC,Asian Fusion,3.1666666666666665
QC,Sushi Bars,3.5173902914974344
ON,Sushi Bars,3.3540188239630964
NV,Sushi Bars,3.7970772055468345
WI,Sushi Bars,3.6627816627816627
AZ,Sushi Bars,3.6791119769037097
PA,Sushi Bars,3.664412071139576
NC,Sushi Bars,3.5026106521847864
IL,Sushi Bars,3.228571428571428
OH,Sushi Bars,3.905667031139018
SC,Sushi Bars,2.6785714285714284
QC,Cafes,4.017722535252521
ON,Cafes,3.705924183783589
NV,Cafes,3.5521578186005134
WI,Cafes,3.569887955182072
AZ,Cafes,3.7839883432535273
PA,Cafes,3.7773180866183274
NC,Cafes,3.6906679529172464
IL,Cafes,2.9522222222222223
OH,Cafes,3.7742902670710157
SC,Cafes,4.666666666666667
QC,Italian,3.747089088160517
ON,Italian,3.565780311848208
NV,Italian,3.4848968801793236
WI,Italian,3.410365987289064
AZ,Italian,3.643493408182788
PA,Italian,3.561583789753441
NC,Italian,3.560240283144525
IL,Italian,3.281987688237688
OH,Italian,3.4711777848854823
SC,Italian,3.6173941798941804
QC,Mediterranean,3.4708267342413683
ON,Mediterranean,3.5142826910251457
NV,Mediterranean,3.8715016359547727
WI,Mediterranean,3.878761978761979
AZ,Mediterranean,3.893815167232194
PA,Mediterranean,4.006466244538719
NC,Mediterranean,3.672708787015329
IL,Mediterranean,3.555555555555556
OH,Mediterranean,4.0715447998974215
SC,Mediterranean,0.0
QC,Korean,3.931940330624541
ON,Korean,3.5260668560635886
NV,Korean,3.8420659417485643
WI,Korean,3.4926767676767674
AZ,Korean,3.5004252269687828
PA,Korean,4.115025252525252
NC,Korean,3.5041883420034674
IL,Korean,3.249804866850321
OH,Korean,4.314772727272727
SC,Korean,0.0
QC,French,3.9362365767455616
ON,French,3.819251769668587
NV,French,4.158807724035996
WI,French,4.31712962962963
AZ,French,4.087137552612382
PA,French,3.7322239475500343
NC,French,4.081562914647861
IL,French,3.0
OH,French,4.17741935483871
SC,French,0.0
QC,Sandwiches,3.6969858761712686
ON,Sandwiches,3.5736722239262964
NV,Sandwiches,3.3389339744218067
WI,Sandwiches,3.1130440637793577
AZ,Sandwiches,3.42169893904116
PA,Sandwiches,3.569765337328063
NC,Sandwiches,3.5431592825257106
IL,Sandwiches,3.3090007215007216
OH,Sandwiches,3.5069075222814714
SC,Sandwiches,3.3583333333333334
QC,Desserts,3.805316742081448
ON,Desserts,3.385276083022576
NV,Desserts,3.9847045938144543
WI,Desserts,4.658730158730159
AZ,Desserts,3.8030737278936964
PA,Desserts,3.861205315567018
NC,Desserts,3.451508808651666
IL,Desserts,4.145833333333333
OH,Desserts,4.010020703933748
SC,Desserts,0.0
QC,Mexican,3.3752819548872184
ON,Mexican,3.2403194835668656
NV,Mexican,3.4596017224973754
WI,Mexican,3.4533473647308064
AZ,Mexican,3.452852955420958
PA,Mexican,3.59134073964265
NC,Mexican,3.4546036305039842
IL,Mexican,3.400873457388383
OH,Mexican,3.325001061011068
SC,Mexican,3.0638888888888887
QC,Pizza,3.3207923029351605
ON,Pizza,3.2612710629386474
NV,Pizza,3.2313547768373776
WI,Pizza,3.254494414535446
AZ,Pizza,3.3617392105618262
PA,Pizza,3.4474099726595733
NC,Pizza,3.2606707925566933
IL,Pizza,3.1280139833711265
OH,Pizza,3.4327753717339986
SC,Pizza,2.6782051282051285
QC,Steakhouses,3.5186325570136416
ON,Steakhouses,3.5144117171123344
NV,Steakhouses,3.7144055843893873
WI,Steakhouses,3.353003606544165
AZ,Steakhouses,3.3701499523238776
PA,Steakhouses,3.024801587301587
NC,Steakhouses,3.642233978253715
IL,Steakhouses,2.761111111111111
OH,Steakhouses,3.2721430097180395
SC,Steakhouses,0.0
QC,Seafood,3.7025306231628985
ON,Seafood,3.446586154217296
NV,Seafood,3.721586443694483
WI,Seafood,3.677648419467641
AZ,Seafood,3.5965582079386453
PA,Seafood,3.326067122340437
NC,Seafood,3.540534648244759
IL,Seafood,2.9166666666666665
OH,Seafood,3.223268492895404
SC,Seafood,2.9344729344729346
QC,Delis,3.4922839506172836
ON,Delis,3.614094157953807
NV,Delis,3.5936371675801904
WI,Delis,3.4806349206349205
AZ,Delis,3.6342278843179674
PA,Delis,3.89683407036876
NC,Delis,3.6178843592305134
IL,Delis,3.7222222222222214
OH,Delis,3.7983415495087822
SC,Delis,0.0
QC,Barbeque,3.3984848066020668
ON,Barbeque,3.5139418913287046
NV,Barbeque,3.6404511032228153
WI,Barbeque,3.781994047619048
AZ,Barbeque,3.701739601197143
PA,Barbeque,3.4361151103798164
NC,Barbeque,3.478221782246968
IL,Barbeque,3.738097422455221
OH,Barbeque,3.5091794915324326
SC,Barbeque,3.723443223443224
QC,Tex-Mex,3.27442645074224
ON,Tex-Mex,3.0650042739998096
NV,Tex-Mex,2.9831801345204347
WI,Tex-Mex,3.4944444444444445
AZ,Tex-Mex,2.8677948660921344
PA,Tex-Mex,2.7342436974789908
NC,Tex-Mex,2.974275622605364
IL,Tex-Mex,3.5166666666666666
OH,Tex-Mex,2.9355555555555557
SC,Tex-Mex,3.75
QC,Hot Dogs,4.058603896103897
ON,Hot Dogs,2.976279066254912
NV,Hot Dogs,3.231845949232644
WI,Hot Dogs,4.6400000000000015
AZ,Hot Dogs,3.6546558344319786
PA,Hot Dogs,4.176858813700919
NC,Hot Dogs,3.0014619883040936
IL,Hot Dogs,3.666666666666667
OH,Hot Dogs,3.703094165594166
SC,Hot Dogs,0.0
QC,Chicken Wings,2.8177777777777777
ON,Chicken Wings,2.997647825375924
NV,Chicken Wings,2.999247520679832
WI,Chicken Wings,3.249122807017544
AZ,Chicken Wings,2.8832716817967823
PA,Chicken Wings,3.1104166666666666
NC,Chicken Wings,3.096559889101195
IL,Chicken Wings,3.0962962962962965
OH,Chicken Wings,2.9072836661546337
SC,Chicken Wings,2.95
QC,Salad,3.8118315508021383
ON,Salad,3.73772674974598
NV,Salad,3.76347932123745
WI,Salad,3.6168372319688102
AZ,Salad,3.785849411147724
PA,Salad,3.59994706630045
NC,Salad,3.447247498406247
IL,Salad,4.000513136288999
OH,Salad,3.491126311959645
SC,Salad,3.6166666666666663
QC,Vegetarian,3.7739187865274815
ON,Vegetarian,3.6443257603076433
NV,Vegetarian,3.8471248963174496
WI,Vegetarian,3.429761904761905
AZ,Vegetarian,4.0599666088781445
PA,Vegetarian,3.6478032879818594
NC,Vegetarian,3.9652286208036114
IL,Vegetarian,1.8571428571428568
OH,Vegetarian,4.315887615842243
SC,Vegetarian,0.0
QC,Indian,3.6563561524894856
ON,Indian,3.5042219338872482
NV,Indian,3.716631599997688
WI,Indian,4.038110600927028
AZ,Indian,3.8946193823770834
PA,Indian,3.7251300705467374
NC,Indian,3.382672585163097
IL,Indian,3.8204710144927536
OH,Indian,3.7892468098350447
SC,Indian,0.0
QC,Caribbean,4.257301587301587
ON,Caribbean,3.6942278979851233
NV,Caribbean,4.352756892230576
WI,Caribbean,3.908730158730159
AZ,Caribbean,3.999867735252996
PA,Caribbean,4.066964285714286
NC,Caribbean,3.2830555555555563
IL,Caribbean,0.0
OH,Caribbean,4.0324074074074066
SC,Caribbean,0.0
QC,Greek,3.2057173456989627
ON,Greek,3.2424996405579534
NV,Greek,3.965696620551694
WI,Greek,2.7869047619047618
AZ,Greek,3.8678093100881847
PA,Greek,3.8316239316239313
NC,Greek,3.955814244889875
IL,Greek,3.85
OH,Greek,3.6757936507936506
SC,Greek,3.583333333333333
QC,Latin American,3.619444444444445
ON,Latin American,3.878225228225229
NV,Latin American,3.6811528663380515
WI,Latin American,3.0
AZ,Latin American,4.1105168079528696
PA,Latin American,4.0156302521008405
NC,Latin American,3.8032086478002056
IL,Latin American,3.6818181818181817
OH,Latin American,3.883824740790685
SC,Latin American,3.4444444444444446
QC,Soup,4.044444444444443
ON,Soup,3.613672281824456
NV,Soup,3.4244859678779345
WI,Soup,3.25
AZ,Soup,3.541885790653518
PA,Soup,3.558822923108637
NC,Soup,3.645957363198742
IL,Soup,3.1428571428571432
OH,Soup,3.5608058608058615
SC,Soup,4.25
QC,Middle Eastern,3.333562953159817
ON,Middle Eastern,3.553232288193117
NV,Middle Eastern,4.082349839702782
WI,Middle Eastern,4.041666666666666
AZ,Middle Eastern,3.9615428027885353
PA,Middle Eastern,4.478653291153291
NC,Middle Eastern,3.8291316526610646
IL,Middle Eastern,2.8692640692640694
OH,Middle Eastern,3.9847645347937752
SC,Middle Eastern,4.25
QC,German,0.0
ON,German,3.736111111111111
NV,German,4.241319444444445
WI,German,0.0
AZ,German,4.096320346320346
PA,German,4.5
NC,German,4.3
IL,German,0.0
OH,German,3.696428571428571
SC,German,5.0
