states,Cuisine,Rating
PA,Sushi Bars,3.6228102057435287
NC,Sushi Bars,3.404116880095996
IL,Sushi Bars,3.145833333333333
OH,Sushi Bars,3.6830626725327815
SC,Sushi Bars,2.6785714285714284
QC,Cafes,4.064661006694439
ON,Cafes,3.5520359567187927
NV,Cafes,3.733579070380567
WI,Cafes,4.3274404761904774
AZ,Cafes,3.949468468220673
PA,Cafes,4.062384395907123
NC,Cafes,3.7603896678034614
IL,Cafes,3.237012987012988
OH,Cafes,3.9096935703185713
SC,Cafes,2.6666666666666665
QC,Italian,3.7552563817609714
ON,Italian,3.510322022111624
NV,Italian,3.483865241214571
WI,Italian,3.209767237902689
AZ,Italian,3.6136938110906582
PA,Italian,3.5750465058184724
NC,Italian,3.58015434969914
IL,Italian,3.4723349567099566
OH,Italian,3.5014792988990666
SC,Italian,3.6653846153846152
QC,Mediterranean,3.860707181476112
ON,Mediterranean,3.390200254538489
NV,Mediterranean,3.9173181591536217
WI,Mediterranean,3.5249749182503063
AZ,Mediterranean,3.8877285117707068
PA,Mediterranean,4.137712573374338
NC,Mediterranean,3.9327388167388166
IL,Mediterranean,4.128472222222221
OH,Mediterranean,4.120027366586833
SC,Mediterranean,0.0
QC,Korean,3.6599036953384783
ON,Korean,3.5701317680320512
NV,Korean,3.846612025464924
WI,Korean,3.6323489010989016
AZ,Korean,3.4947685348007185
PA,Korean,4.130058233819844
NC,Korean,3.5571374794977286
IL,Korean,3.861111111111111
OH,Korean,4.066774184421243
SC,Korean,0.0
QC,French,3.884402208615763
ON,French,3.672144116429195
NV,French,4.241705378978383
WI,French,4.383333333333334
AZ,French,3.786700980767336
PA,French,3.766838624338624
NC,French,3.811680247856719
IL,French,4.0
OH,French,4.104166666666667
SC,French,0.0
QC,Desserts,3.8474358974358975
ON,Desserts,3.630244209509401
NV,Desserts,4.0201422401214915
WI,Desserts,3.7592592592592586
AZ,Desserts,3.8590724597026496
PA,Desserts,3.4661438561438564
NC,Desserts,3.6385845247189783
IL,Desserts,3.571428571428572
OH,Desserts,4.293756613756614
SC,Desserts,0.0
QC,Mexican,3.5867095079296027
ON,Mexican,3.350246920100568
NV,Mexican,3.5070303764600546
WI,Mexican,3.418708483237896
AZ,Mexican,3.5008554560364487
PA,Mexican,3.5874158470812314
NC,Mexican,3.508604202324266
IL,Mexican,3.627206561855184
OH,Mexican,3.4127337161562075
SC,Mexican,3.0897959183673467
QC,Pizza,3.4865635951350242
ON,Pizza,3.2892283259348196
NV,Pizza,3.1734342242608204
WI,Pizza,3.3925466374824285
AZ,Pizza,3.3229715491877063
PA,Pizza,3.5286220284684213
NC,Pizza,3.3752003078689348
IL,Pizza,3.3117477867477865
OH,Pizza,3.4622321954815685
SC,Pizza,2.7393162393162394
QC,Steakhouses,3.4913305770718264
ON,Steakhouses,3.343246295204126
NV,Steakhouses,3.6968870486515777
WI,Steakhouses,3.235912754855688
AZ,Steakhouses,3.4399960256803914
PA,Steakhouses,3.1100897366522364
NC,Steakhouses,3.365917917058784
IL,Steakhouses,2.7991071428571432
OH,Steakhouses,3.1078909325968147
SC,Steakhouses,0.0
QC,Seafood,3.9173590495245927
ON,Seafood,3.4602422716228562
NV,Seafood,3.673868879012335
WI,Seafood,3.516997555584512
AZ,Seafood,3.7291700168681468
PA,Seafood,3.449751223213678
NC,Seafood,3.699470961909156
IL,Seafood,2.083333333333333
OH,Seafood,3.3364353597218197
SC,Seafood,3.6269841269841274
QC,Delis,3.415873015873016
ON,Delis,3.5869162087912088
NV,Delis,3.5735958123977167
WI,Delis,3.904960317460318
AZ,Delis,3.6035417414278865
PA,Delis,3.9858019579275616
NC,Delis,3.533598976780795
IL,Delis,4.015
OH,Delis,3.730445022813444
SC,Delis,4.0
QC,Barbeque,3.640158221408221
ON,Barbeque,3.4522456707633697
NV,Barbeque,3.5661811000923835
WI,Barbeque,3.6390701312576312
AZ,Barbeque,3.4465178433207195
PA,Barbeque,3.7335266131430274
NC,Barbeque,3.624086813104868
IL,Barbeque,3.767687305243193
OH,Barbeque,3.524665523601694
SC,Barbeque,3.8133333333333335
QC,Tex-Mex,3.7433862433862433
ON,Tex-Mex,3.575974109378411
NV,Tex-Mex,3.1432305961903615
WI,Tex-Mex,3.0640527950310563
AZ,Tex-Mex,3.2663694794178033
PA,Tex-Mex,2.248114630467572
NC,Tex-Mex,2.9431778647532068
IL,Tex-Mex,3.0151515151515147
OH,Tex-Mex,2.692708333333333
SC,Tex-Mex,2.6666666666666665
QC,Sandwiches,3.926572936375338
ON,Sandwiches,3.5067204005431973
NV,Sandwiches,3.404543221735838
WI,Sandwiches,3.450802648529921
AZ,Sandwiches,3.503054212077397
PA,Sandwiches,3.6453242587918084
NC,Sandwiches,3.5262260704598867
IL,Sandwiches,3.0089312169312166
OH,Sandwiches,3.4773388778609413
SC,Sandwiches,3.1759259259259256
QC,Hot Dogs,3.9484848484848487
ON,Hot Dogs,3.5869111280875985
NV,Hot Dogs,3.549715654174719
WI,Hot Dogs,4.052631578947368
AZ,Hot Dogs,3.8920769580454664
PA,Hot Dogs,3.9919388304003687
NC,Hot Dogs,3.0244949494949496
IL,Hot Dogs,3.05
OH,Hot Dogs,3.563579626427924
SC,Hot Dogs,0.0
QC,Chicken Wings,2.2666666666666666
ON,Chicken Wings,2.9947878679586
NV,Chicken Wings,3.0189022856096948
WI,Chicken Wings,2.6157516725698544
AZ,Chicken Wings,2.9789136796577598
PA,Chicken Wings,2.9266306792622583
NC,Chicken Wings,2.8486248967494063
IL,Chicken Wings,3.71875
OH,Chicken Wings,2.984078608819093
SC,Chicken Wings,2.5285714285714285
QC,Salad,3.8001508295625936
ON,Salad,3.6542390240666096
NV,Salad,3.717887126434527
WI,Salad,3.1698165402710856
AZ,Salad,3.70122740257432
PA,Salad,3.5055982265084107
NC,Salad,3.5994549234137327
IL,Salad,3.495751027683801
OH,Salad,3.676596792592961
SC,Salad,3.791341991341992
QC,Vegetarian,3.807443170658274
ON,Vegetarian,3.4090534465534463
NV,Vegetarian,3.74130658656955
WI,Vegetarian,3.71875
AZ,Vegetarian,4.089353252548396
PA,Vegetarian,3.667854348112458
NC,Vegetarian,3.718350006260488
IL,Vegetarian,3.083333333333333
OH,Vegetarian,4.169446240034476
SC,Vegetarian,0.0
QC,Indian,3.707047288754605
ON,Indian,3.5584167488401266
NV,Indian,3.717749700158015
WI,Indian,4.017961937904056
AZ,Indian,3.751178612927516
PA,Indian,3.514595214154037
NC,Indian,3.3489195989195992
IL,Indian,4.0548611111111095
OH,Indian,3.825358898620177
SC,Indian,0.0
QC,Caribbean,4.125
ON,Caribbean,3.663393524073181
NV,Caribbean,4.430491551459292
WI,Caribbean,3.9854166666666666
AZ,Caribbean,3.7813387439824058
PA,Caribbean,4.278095238095238
NC,Caribbean,3.758928571428571
IL,Caribbean,0.0
OH,Caribbean,4.5770676691729335
SC,Caribbean,0.0
QC,Greek,3.6996777296777283
ON,Greek,3.105479151078965
NV,Greek,3.6815204979371248
WI,Greek,3.378787878787879
AZ,Greek,3.6992505960425817
PA,Greek,3.7612911831399214
NC,Greek,3.757893032893033
IL,Greek,3.5992063492063493
OH,Greek,3.772865298952255
SC,Greek,4.015151515151515
QC,Latin American,3.865
ON,Latin American,3.9387228157680094
NV,Latin American,3.843489024721518
WI,Latin American,2.25
AZ,Latin American,3.6248320345230187
PA,Latin American,4.079004329004329
NC,Latin American,3.6315274936663946
IL,Latin American,3.888888888888889
OH,Latin American,3.8852548036758567
SC,Latin American,4.085714285714285
QC,Soup,3.984629629629629
ON,Soup,3.5545491842485792
NV,Soup,3.5319764525701203
WI,Soup,3.208333333333333
AZ,Soup,3.4633480567237385
PA,Soup,3.55017649017649
NC,Soup,3.257740407740408
IL,Soup,3.0
OH,Soup,3.2981904761904763
SC,Soup,3.8571428571428568
QC,Middle Eastern,3.6642136509324015
ON,Middle Eastern,3.5199814088519723
NV,Middle Eastern,3.413840273111373
WI,Middle Eastern,4.363095238095238
AZ,Middle Eastern,4.035219757199107
PA,Middle Eastern,4.258246431930642
NC,Middle Eastern,4.054773519163764
IL,Middle Eastern,3.4285714285714284
OH,Middle Eastern,3.8390846436882247
SC,Middle Eastern,3.0
QC,German,5.0
ON,German,3.786111111111111
NV,German,4.0128402670775545
WI,German,0.0
AZ,German,3.772141053391053
PA,German,3.8690476190476186
NC,German,4.352941176470588
IL,German,0.0
OH,German,3.90625
SC,German,5.0
