states,Cuisine,Rating
SC,Breakfast & Brunch,3.5
QC,American (Traditional),3.522393869571289
ON,American (Traditional),3.054454534946262
NV,American (Traditional),3.353594214855676
WI,American (Traditional),3.5331249483964524
AZ,American (Traditional),3.353773236729537
PA,American (Traditional),3.6029169205273575
NC,American (Traditional),3.24803053078124
IL,American (Traditional),3.551015873015873
OH,American (Traditional),3.4300297646969478
SC,American (Traditional),3.871666666666667
QC,Burgers,3.3748365470968205
ON,Burgers,3.1626927001096603
NV,Burgers,3.0778361507507546
WI,Burgers,3.0265656215378565
AZ,Burgers,2.8841829278045488
PA,Burgers,2.9338954036159914
NC,Burgers,2.8822574572260846
IL,Burgers,2.663888888888889
OH,Burgers,3.0967218795181317
SC,Burgers,2.1095238095238096
QC,American (New),2.7023809523809517
ON,American (New),3.6205953233664103
NV,American (New),3.645972562814144
WI,American (New),3.3566400912378134
AZ,American (New),3.5678608840651376
PA,American (New),3.5196668763074084
NC,American (New),3.518297588009451
IL,American (New),3.2516339869281037
OH,American (New),3.5859483557304137
SC,American (New),3.678815807848067
QC,Vietnamese,3.484854704682291
ON,Vietnamese,3.4288640020470202
NV,Vietnamese,3.532895391714274
WI,Vietnamese,3.7609854198089487
AZ,Vietnamese,3.792093740104213
PA,Vietnamese,3.7604752646827295
NC,Vietnamese,3.647500296604985
IL,Vietnamese,3.462962962962964
OH,Vietnamese,3.8236257536958336
SC,Vietnamese,0.0
QC,Chinese,3.5134646561519
ON,Chinese,3.2639610382652
NV,Chinese,3.353912066493652
WI,Chinese,3.3286989971436065
AZ,Chinese,3.364958162064036
PA,Chinese,3.3335043614208844
NC,Chinese,3.2839804159515698
IL,Chinese,3.5569835393364806
OH,Chinese,3.3146008718377136
SC,Chinese,3.4488318698845015
QC,Japanese,3.696325676523696
ON,Japanese,3.4814531275494263
NV,Japanese,3.6883979120847945
WI,Japanese,3.692299535415205
AZ,Japanese,3.529571112110141
PA,Japanese,3.444659165171525
NC,Japanese,3.5503970394866116
IL,Japanese,3.5084193584193586
OH,Japanese,3.300424952906571
SC,Japanese,4.142857142857143
QC,Asian Fusion,3.4056585612968586
ON,Asian Fusion,3.4059149117822
NV,Asian Fusion,3.845448627503011
WI,Asian Fusion,3.420627289377289
AZ,Asian Fusion,3.638581004502605
PA,Asian Fusion,3.648282828282828
NC,Asian Fusion,3.679266735958042
IL,Asian Fusion,3.6404320987654315
OH,Asian Fusion,3.5464241776741776
SC,Asian Fusion,3.5909090909090917
QC,Sushi Bars,3.65650809371098
ON,Sushi Bars,3.35304017262623
NV,Sushi Bars,3.7574779146391935
WI,Sushi Bars,3.3167185204390286
AZ,Sushi Bars,3.783631594732122
PA,Sushi Bars,3.8913204220022406
NC,Sushi Bars,3.284757885127686
IL,Sushi Bars,3.464285714285714
OH,Sushi Bars,3.6767688553101263
SC,Sushi Bars,3.4
QC,Cafes,3.9349023434237576
ON,Cafes,3.4894307553593014
NV,Cafes,3.532564704262929
WI,Cafes,3.6970361509835192
AZ,Cafes,3.77732137835083
PA,Cafes,3.7391113199665833
NC,Cafes,3.749462574462575
IL,Cafes,3.0404761904761903
OH,Cafes,3.911983901422404
SC,Cafes,2.333333333333333
QC,Italian,3.6158175980908087
ON,Italian,3.5448486352715642
NV,Italian,3.53380325303913
WI,Italian,3.381781297275332
AZ,Italian,3.65728973827648
PA,Italian,3.627737040420824
NC,Italian,3.5354737355123778
IL,Italian,3.3492948717948723
OH,Italian,3.6693108514998833
SC,Italian,3.1246031746031746
QC,Mediterranean,3.898350970645143
ON,Mediterranean,3.446148342165982
NV,Mediterranean,3.8092209008278037
WI,Mediterranean,3.812182671984021
AZ,Mediterranean,3.8509380587996715
PA,Mediterranean,3.986442513096925
NC,Mediterranean,3.5800083307895805
IL,Mediterranean,3.2833333333333328
OH,Mediterranean,3.977300066495917
SC,Mediterranean,0.0
QC,Korean,3.971580979475717
ON,Korean,3.5658712223398124
NV,Korean,3.9891867924207847
WI,Korean,3.684731934731935
AZ,Korean,3.2420004464294503
PA,Korean,3.7328177786266017
NC,Korean,3.8047149122807014
IL,Korean,3.3358421881149147
OH,Korean,4.015051615051616
SC,Korean,0.0
QC,French,3.896310530219791
ON,French,3.7781794231240644
NV,French,3.9762872393337
WI,French,4.474747474747474
AZ,French,3.722215591607781
PA,French,3.4814460784313725
NC,French,4.139132480710021
IL,French,4.0
OH,French,4.34469696969697
SC,French,0.0
QC,Sandwiches,3.770168287504601
ON,Sandwiches,3.4170009322811
NV,Sandwiches,3.3153878028587087
WI,Sandwiches,3.2831201137171284
AZ,Sandwiches,3.543114392218582
PA,Sandwiches,3.7775733533829685
NC,Sandwiches,3.433149903093458
IL,Sandwiches,3.0923904006046863
OH,Sandwiches,3.489965171506572
SC,Sandwiches,3.24375
QC,Desserts,3.7940476190476184
ON,Desserts,3.5790328072694244
NV,Desserts,3.78710085169352
WI,Desserts,4.020833333333333
AZ,Desserts,3.8034333661422974
PA,Desserts,3.79908252936422
NC,Desserts,3.62033522033522
IL,Desserts,4.0
OH,Desserts,3.939113430702216
SC,Desserts,0.0
QC,Mexican,3.7185650984235887
ON,Mexican,3.3215771386991233
NV,Mexican,3.4710457144241142
WI,Mexican,3.4655242212428448
AZ,Mexican,3.4459828200903795
PA,Mexican,3.4221979831475906
NC,Mexican,3.4729452632813764
IL,Mexican,3.651064419119975
OH,Mexican,3.3499786770429045
SC,Mexican,3.1833333333333336
QC,Pizza,3.469358623078861
ON,Pizza,3.3286595908430843
NV,Pizza,3.1863517275006816
WI,Pizza,3.431272413527229
AZ,Pizza,3.3318469351192905
PA,Pizza,3.576694912755768
NC,Pizza,3.3357173293546927
IL,Pizza,3.1341149347728288
OH,Pizza,3.5012094007460446
SC,Pizza,3.385
QC,Steakhouses,3.4240226675785683
ON,Steakhouses,3.4764686598614754
NV,Steakhouses,3.6900383529377754
WI,Steakhouses,3.1656218548025272
AZ,Steakhouses,3.4227658452214142
PA,Steakhouses,3.109320941305003
NC,Steakhouses,3.508231531791353
IL,Steakhouses,2.85
OH,Steakhouses,3.3298159145381367
SC,Steakhouses,0.0
QC,Seafood,3.95550090911504
ON,Seafood,3.4303730137209008
NV,Seafood,3.545722895306397
WI,Seafood,3.6154407749277273
AZ,Seafood,3.6534841391833632
PA,Seafood,3.403215099291599
NC,Seafood,3.3261109624269767
IL,Seafood,2.344444444444445
OH,Seafood,3.4993479856548113
SC,Seafood,3.6666666666666665
QC,Delis,3.4816468253968256
ON,Delis,3.2548516842634485
NV,Delis,3.5663466820772385
WI,Delis,3.934803921568628
AZ,Delis,3.5298886938020355
PA,Delis,4.170305973266498
NC,Delis,3.5941988619347107
IL,Delis,4.1066666666666665
OH,Delis,3.99295183982684
SC,Delis,3.8
QC,Barbeque,3.3584542054369635
ON,Barbeque,3.533585502010044
NV,Barbeque,3.3338153126589827
WI,Barbeque,3.9107142857142856
AZ,Barbeque,3.5763659522224964
PA,Barbeque,3.5384141156462583
NC,Barbeque,3.59008039327984
IL,Barbeque,3.5638227513227516
OH,Barbeque,3.4317140476780645
SC,Barbeque,3.5611378205128212
QC,Tex-Mex,3.82125
ON,Tex-Mex,3.066379303627167
NV,Tex-Mex,2.876340683714772
WI,Tex-Mex,3.237333825053123
AZ,Tex-Mex,3.061246240281571
PA,Tex-Mex,2.983730158730159
NC,Tex-Mex,3.141462338522198
IL,Tex-Mex,2.4333333333333336
OH,Tex-Mex,2.5930687830687833
SC,Tex-Mex,3.888888888888889
QC,Hot Dogs,3.313541666666667
ON,Hot Dogs,3.1415757275132274
NV,Hot Dogs,3.240834663342417
WI,Hot Dogs,4.325
AZ,Hot Dogs,3.710124262064547
PA,Hot Dogs,3.814583333333333
NC,Hot Dogs,3.5023809523809524
IL,Hot Dogs,3.125
OH,Hot Dogs,3.3709899749373435
SC,Hot Dogs,0.0
QC,Chicken Wings,3.65
ON,Chicken Wings,2.9021582447060124
NV,Chicken Wings,2.922809320246164
WI,Chicken Wings,2.912025693604641
AZ,Chicken Wings,2.792763674939174
PA,Chicken Wings,3.062610801896516
NC,Chicken Wings,2.81136438038612
IL,Chicken Wings,2.5138888888888893
OH,Chicken Wings,2.8300659626831504
SC,Chicken Wings,3.6833333333333327
QC,Salad,3.9296366676801457
ON,Salad,3.5104631760502207
NV,Salad,3.7043541779722817
WI,Salad,3.6061605061605055
AZ,Salad,3.7096838083996087
PA,Salad,3.6912892832532895
NC,Salad,3.7252609635399483
IL,Salad,4.022200263504612
OH,Salad,3.5561980684529706
SC,Salad,3.9261538461538463
QC,Vegetarian,3.912900432900433
ON,Vegetarian,3.7165256374989672
NV,Vegetarian,3.9268625245741053
WI,Vegetarian,4.30219298245614
AZ,Vegetarian,3.8646641304113687
PA,Vegetarian,3.984732788578943
NC,Vegetarian,4.0577217827328464
IL,Vegetarian,2.8
OH,Vegetarian,4.0706800977952655
SC,Vegetarian,0.0
QC,Indian,3.712126496351849
ON,Indian,3.4933448026518086
NV,Indian,3.774353733154348
WI,Indian,3.771989530077765
AZ,Indian,3.699658019236274
PA,Indian,3.762020341120425
NC,Indian,3.720892123427621
IL,Indian,3.279891304347826
OH,Indian,3.8490952380952375
SC,Indian,0.0
QC,Caribbean,3.699599358974359
ON,Caribbean,3.7372816340211297
NV,Caribbean,4.110852713178295
WI,Caribbean,4.00297619047619
AZ,Caribbean,3.861592333280553
PA,Caribbean,3.7778325123152716
NC,Caribbean,3.7226190476190473
IL,Caribbean,0.0
OH,Caribbean,3.857738095238095
SC,Caribbean,0.0
QC,Greek,4.000207936003391
ON,Greek,3.2562849172682133
NV,Greek,3.92052812805072
WI,Greek,3.96
AZ,Greek,3.904597600844845
PA,Greek,3.4975595238095245
NC,Greek,3.3960754361006376
IL,Greek,3.5136363636363632
OH,Greek,3.8893930143930144
SC,Greek,4.833333333333334
QC,Latin American,4.148245614035088
ON,Latin American,3.825471641648112
NV,Latin American,3.6522222222222234
WI,Latin American,4.375
AZ,Latin American,3.8341811108937587
PA,Latin American,3.9111865942028983
NC,Latin American,3.6375082182774494
IL,Latin American,4.055555555555555
OH,Latin American,3.9085419210419214
SC,Latin American,4.2375
QC,Soup,4.169642857142857
ON,Soup,3.358030435870192
NV,Soup,3.5897660921015038
WI,Soup,4.5
AZ,Soup,3.571916368469373
PA,Soup,3.618238871936694
NC,Soup,3.62950012950013
IL,Soup,2.333333333333333
OH,Soup,3.5052836566725456
SC,Soup,4.666666666666667
QC,Middle Eastern,3.86293046658489
ON,Middle Eastern,3.3937810744459784
NV,Middle Eastern,4.01084129114892
WI,Middle Eastern,4.090909090909091
AZ,Middle Eastern,3.918287848365973
PA,Middle Eastern,4.488910675381264
NC,Middle Eastern,3.79188560481664
IL,Middle Eastern,3.3666666666666667
OH,Middle Eastern,4.148180730625583
SC,Middle Eastern,4.5
QC,German,4.0
ON,German,4.0473098330241175
NV,German,3.932098765432098
WI,German,0.0
AZ,German,3.4477891156462586
PA,German,4.24712643678161
NC,German,4.350877192982456
IL,German,0.0
OH,German,4.291666666666666
SC,German,0.0
