states,Cuisine,Rating
PA,Cafes,4.303844275382737
NC,Cafes,3.6125679875679872
IL,Cafes,3.8916666666666666
OH,Cafes,3.4969823232323227
SC,Cafes,4.333333333333333
QC,Italian,3.745588808250573
ON,Italian,3.5137959774991403
NV,Italian,3.6100957802302567
WI,Italian,3.3652776115797893
AZ,Italian,3.65940121011044
PA,Italian,3.4703316721576405
NC,Italian,3.6106891828332417
IL,Italian,3.5210884353741494
OH,Italian,3.492819848646916
SC,Italian,3.649621212121213
QC,Mediterranean,3.8656679600886914
ON,Mediterranean,3.3586024525565534
NV,Mediterranean,3.9202636562534763
WI,Mediterranean,3.645849116161616
AZ,Mediterranean,3.8488954494197936
PA,Mediterranean,3.9370999536178095
NC,Mediterranean,3.6849679855299717
IL,Mediterranean,4.0
OH,Mediterranean,3.9336263817881454
SC,Mediterranean,0.0
QC,Korean,3.6004610177404297
ON,Korean,3.4982635600884016
NV,Korean,3.727374346891184
WI,Korean,4.05
AZ,Korean,3.3650766772669645
PA,Korean,3.8350278775278777
NC,Korean,3.725801282051282
IL,Korean,3.7813481972572887
OH,Korean,3.863311688311689
SC,Korean,0.0
QC,French,3.832108413496176
ON,French,3.7562885982330414
NV,French,4.2356476097879945
WI,French,3.4904761904761905
AZ,French,3.779240620136365
PA,French,4.0922409188034194
NC,French,3.9032870122044088
IL,French,2.5
OH,French,4.066820276497696
SC,French,0.0
QC,Sushi Bars,3.620045403327368
ON,Sushi Bars,3.3613084974048917
NV,Sushi Bars,3.7862534017551184
WI,Sushi Bars,3.507504578754579
AZ,Sushi Bars,3.656681953812576
PA,Sushi Bars,3.4642877316397054
NC,Sushi Bars,3.5766643116805503
IL,Sushi Bars,2.8833333333333333
OH,Sushi Bars,3.878520238458569
SC,Sushi Bars,2.95
QC,Sandwiches,3.577000066772177
ON,Sandwiches,3.520456489575442
NV,Sandwiches,3.5134000653710684
WI,Sandwiches,3.2215740225211804
AZ,Sandwiches,3.4260341544900634
PA,Sandwiches,3.646722298123759
NC,Sandwiches,3.5432994670189792
IL,Sandwiches,3.2072863761917483
OH,Sandwiches,3.3953517539786624
SC,Sandwiches,3.65
QC,Desserts,4.216217116217116
ON,Desserts,3.4034320804983014
NV,Desserts,3.758860374020847
WI,Desserts,4.071428571428571
AZ,Desserts,3.7598062414964235
PA,Desserts,3.557071648158605
NC,Desserts,3.6473405821231912
IL,Desserts,3.355555555555556
OH,Desserts,3.796133546818479
SC,Desserts,0.0
QC,Mexican,3.5391656828020466
ON,Mexican,3.2776685500794
NV,Mexican,3.517425769948551
WI,Mexican,3.5026073954263413
AZ,Mexican,3.4405090100821254
PA,Mexican,3.581054006281845
NC,Mexican,3.3653552240335585
IL,Mexican,3.383393072481648
OH,Mexican,3.405545798011117
SC,Mexican,3.2857142857142856
QC,Pizza,3.4467990424315715
ON,Pizza,3.330567988428728
NV,Pizza,3.17659926066695
WI,Pizza,3.2162426853105983
AZ,Pizza,3.3259523682545424
PA,Pizza,3.5701957331758236
NC,Pizza,3.172774242732292
IL,Pizza,3.2106171606171605
OH,Pizza,3.498472603892224
SC,Pizza,2.689047619047619
QC,Steakhouses,3.455387776536685
ON,Steakhouses,3.4896327787944927
NV,Steakhouses,3.738486541915528
WI,Steakhouses,3.3993348283982963
AZ,Steakhouses,3.470872780282676
PA,Steakhouses,3.4168629489477604
NC,Steakhouses,3.367798062797307
IL,Steakhouses,2.7528571428571427
OH,Steakhouses,3.524770813599503
SC,Steakhouses,0.0
QC,Seafood,3.6264475220192685
ON,Seafood,3.5531664127404934
NV,Seafood,3.6900484908237248
WI,Seafood,3.601865257053004
AZ,Seafood,3.6565545022716
PA,Seafood,3.5805117274997458
NC,Seafood,3.684154235928151
IL,Seafood,2.864285714285714
OH,Seafood,3.426648587597785
SC,Seafood,4.036111111111111
QC,Delis,3.397435897435897
ON,Delis,3.313086611456177
NV,Delis,3.4765175671046253
WI,Delis,3.6298076923076934
AZ,Delis,3.515394086825584
PA,Delis,3.99582676095834
NC,Delis,3.946861471861472
IL,Delis,3.8722222222222222
OH,Delis,3.7247776706310938
SC,Delis,3.5
QC,Barbeque,3.711697246681767
ON,Barbeque,3.406144071445726
NV,Barbeque,3.4215365976859293
WI,Barbeque,3.4370504495504504
AZ,Barbeque,3.5353801636443682
PA,Barbeque,3.6040616246498596
NC,Barbeque,3.793131506672348
IL,Barbeque,4.021172766627313
OH,Barbeque,3.2577918690740635
SC,Barbeque,4.149478021978022
QC,Tex-Mex,3.625
ON,Tex-Mex,3.2522999508542987
NV,Tex-Mex,3.128361825466756
WI,Tex-Mex,2.9610706753563893
AZ,Tex-Mex,3.19761824432877
PA,Tex-Mex,2.6641441993464046
NC,Tex-Mex,3.163118580765639
IL,Tex-Mex,2.9633333333333334
OH,Tex-Mex,3.0077030812324925
SC,Tex-Mex,3.583333333333333
QC,Hot Dogs,3.7898351648351647
ON,Hot Dogs,3.0230462519936205
NV,Hot Dogs,3.4065060380694843
WI,Hot Dogs,4.051971326164875
AZ,Hot Dogs,3.7376830397188083
PA,Hot Dogs,3.6025641025641018
NC,Hot Dogs,3.334166666666667
IL,Hot Dogs,2.825
OH,Hot Dogs,3.4966632764825536
SC,Hot Dogs,0.0
QC,Chicken Wings,3.000555555555556
ON,Chicken Wings,2.9812304798235845
NV,Chicken Wings,2.884877933025221
WI,Chicken Wings,2.6749487354750507
AZ,Chicken Wings,2.8995049218013
PA,Chicken Wings,2.7284672619047616
NC,Chicken Wings,2.8809892774314023
IL,Chicken Wings,2.5722222222222224
OH,Chicken Wings,3.076078869047618
SC,Chicken Wings,3.274603174603175
QC,Salad,3.3298838053740014
ON,Salad,3.6632120849101977
NV,Salad,3.645644649116296
WI,Salad,3.5098484848484848
AZ,Salad,3.7979476137618726
PA,Salad,3.43321978946979
NC,Salad,3.66354332488731
IL,Salad,3.651020276020276
OH,Salad,3.464112065766477
SC,Salad,3.955844155844156
QC,Vegetarian,3.9177685950413235
ON,Vegetarian,3.6113944567125302
NV,Vegetarian,3.7566815809200085
WI,Vegetarian,3.4852668845315904
AZ,Vegetarian,4.043894375186912
PA,Vegetarian,3.576800213675213
NC,Vegetarian,4.0454862377376415
IL,Vegetarian,2.25
OH,Vegetarian,4.221196374471699
SC,Vegetarian,0.0
QC,Indian,3.6813405751336794
ON,Indian,3.4586311537751313
NV,Indian,3.8803077989503305
WI,Indian,3.818710208175769
AZ,Indian,3.487359123382197
PA,Indian,3.7840128324056894
NC,Indian,3.503411958315705
IL,Indian,3.541683135704875
OH,Indian,3.7250354308390015
SC,Indian,0.0
QC,Caribbean,3.971568627450981
ON,Caribbean,3.5154447564001763
NV,Caribbean,3.431022408963585
WI,Caribbean,3.86
AZ,Caribbean,3.6159715729349178
PA,Caribbean,4.072829131652661
NC,Caribbean,3.546825396825397
IL,Caribbean,0.0
OH,Caribbean,4.004619565217391
SC,Caribbean,0.0
QC,Greek,3.8621031746031744
ON,Greek,3.2480536393365
NV,Greek,3.999731087831355
WI,Greek,4.1535947712418295
AZ,Greek,3.9380729541107886
PA,Greek,3.807072275550536
NC,Greek,3.712528852996689
IL,Greek,3.6366666666666663
OH,Greek,3.7527476097651538
SC,Greek,4.271428571428572
QC,Latin American,4.153968253968253
ON,Latin American,3.9699809012309015
NV,Latin American,3.872581983243748
WI,Latin American,3.625
AZ,Latin American,3.8684788902425287
PA,Latin American,4.07305114638448
NC,Latin American,4.0825657894736835
IL,Latin American,4.333333333333333
OH,Latin American,3.9660493827160495
SC,Latin American,4.833333333333333
QC,Soup,3.613945578231293
ON,Soup,3.4671843434343432
NV,Soup,3.368155733383104
WI,Soup,3.0
AZ,Soup,3.5711920766601484
PA,Soup,3.6996031746031752
NC,Soup,2.7781774383400397
IL,Soup,4.0
OH,Soup,3.6880198135198135
SC,Soup,4.5
QC,Middle Eastern,3.7672600473515807
ON,Middle Eastern,3.5057630485670885
NV,Middle Eastern,4.09175781701292
WI,Middle Eastern,3.2222222222222228
AZ,Middle Eastern,3.9067334638060736
PA,Middle Eastern,4.362771836007131
NC,Middle Eastern,4.1339438339438335
IL,Middle Eastern,3.5178571428571432
OH,Middle Eastern,4.121973308554192
SC,Middle Eastern,4.0
QC,German,3.9333333333333336
ON,German,4.227083333333333
NV,German,3.9358178053830217
WI,German,0.0
AZ,German,4.144256575415995
PA,German,4.231884057971015
NC,German,4.275
IL,German,0.0
OH,German,4.4196428571428585
SC,German,5.0
