state,category,restaurant_stars
AZ,American (New),3.2857142857142856
AZ,American (New),3.5324232081911267
AZ,American (New),3.7
AZ,American (New),3.931451612903226
AZ,American (New),3.9626865671641784
AZ,American (New),3.8333333333333335
AZ,American (New),3.936274509803922
AZ,American (New),4.522935779816514
AZ,American (New),3.2482758620689656
AZ,American (New),3.0943396226415096
AZ,American (New),4.368421052631579
AZ,American (New),4.291925465838508
AZ,American (New),3.3687707641196014
AZ,American (New),4.5555555555555545
AZ,American (New),3.5531914893617023
AZ,American (New),3.8378378378378377
AZ,American (New),2.8947368421052637
AZ,American (New),2.4754098360655736
AZ,American (New),3.565217391304348
AZ,American (New),2.4761904761904763
AZ,American (New),3.3125
AZ,American (New),2.7
AZ,American (New),3.7462686567164183
AZ,American (New),4.083916083916084
AZ,American (New),4.233870967741935
AZ,American (New),3.916030534351145
AZ,American (New),3.246376811594203
AZ,American (New),3.9642857142857135
AZ,American (New),2.75
AZ,American (New),3.309859154929577
AZ,American (New),2.571428571428572
AZ,American (New),3.347826086956522
AZ,American (New),4.075268817204301
AZ,American (New),3.9520547945205484
AZ,American (New),2.397590361445783
AZ,American (New),4.25
AZ,American (New),2.4285714285714284
AZ,American (New),3.4404145077720205
AZ,American (New),2.263157894736842
AZ,American (New),3.217391304347826
AZ,American (New),4.166666666666667
AZ,American (New),3.0326530612244897
AZ,American (New),3.475982532751092
AZ,American (New),3.0
AZ,American (New),4.541666666666667
AZ,American (New),3.5943396226415096
AZ,American (New),3.45
AZ,American (New),3.314814814814815
AZ,American (New),3.6942148760330578
AZ,American (New),3.8285714285714287
AZ,American (New),3.1428571428571432
AZ,American (New),3.2962962962962963
AZ,American (New),4.235294117647058
AZ,American (New),3.1904761904761907
AZ,American (New),4.047619047619048
AZ,American (New),3.846938775510204
AZ,American (New),3.414634146341464
AZ,American (New),3.5384615384615383
AZ,American (New),2.4166666666666665
AZ,American (New),3.888888888888889
AZ,American (New),4.092485549132949
AZ,American (New),3.811059907834101
AZ,American (New),3.8192090395480234
AZ,American (New),2.8028169014084505
AZ,American (New),3.25
AZ,American (New),4.017857142857143
AZ,American (New),3.8633540372670807
AZ,American (New),4.172043010752688
AZ,American (New),4.608433734939759
AZ,American (New),3.4545454545454546
AZ,American (New),3.8333333333333335
AZ,American (New),4.344827586206897
AZ,American (New),2.2
AZ,American (New),3.4240506329113924
AZ,American (New),2.8181818181818183
AZ,American (New),3.6557377049180326
AZ,American (New),3.5898203592814366
AZ,American (New),4.4363636363636365
AZ,American (New),3.874074074074074
AZ,American (New),4.05
AZ,American (New),3.008
AZ,American (New),3.175
AZ,American (New),3.0434782608695654
AZ,American (New),4.194444444444445
AZ,American (New),3.4
AZ,American (New),2.886010362694301
AZ,American (New),3.5882352941176467
AZ,American (New),4.6
AZ,American (New),2.4081632653061225
AZ,American (New),3.0722891566265065
AZ,American (New),3.8
AZ,American (New),3.870833333333333
AZ,American (New),3.7901234567901234
AZ,American (New),3.072463768115942
AZ,American (New),2.333333333333333
AZ,American (New),4.413793103448277
AZ,American (New),2.588235294117647
AZ,American (New),3.2
AZ,American (New),3.7142857142857135
AZ,American (New),2.9302325581395348
AZ,American (New),3.963302752293578
AZ,American (New),3.8055555555555554
AZ,American (New),3.855072463768116
AZ,American (New),3.9230769230769234
AZ,American (New),3.3308270676691736
AZ,American (New),2.896551724137931
AZ,American (New),2.82089552238806
AZ,American (New),2.8780487804878048
AZ,American (New),3.0869565217391304
AZ,American (New),4.417721518987341
AZ,American (New),4.032786885245901
AZ,American (New),3.6666666666666665
AZ,American (New),2.6666666666666665
AZ,American (New),3.8333333333333335
AZ,American (New),2.9032258064516134
AZ,American (New),4.204301075268817
AZ,American (New),4.363636363636363
AZ,American (New),2.6666666666666665
AZ,American (New),4.666666666666667
AZ,American (New),2.4166666666666665
AZ,American (New),3.116883116883117
AZ,American (New),2.090909090909091
AZ,American (New),3.1938775510204085
AZ,American (New),3.346938775510204
AZ,American (New),4.15625
AZ,American (New),4.411764705882354
AZ,American (New),4.181818181818182
AZ,American (New),3.0638297872340425
AZ,American (New),4.09375
AZ,American (New),3.875
AZ,American (New),1.8510638297872342
AZ,American (New),2.6666666666666665
AZ,American (New),2.8484848484848486
AZ,American (New),2.555555555555556
AZ,American (New),3.9139784946236564
AZ,American (New),2.466666666666667
AZ,American (New),3.071428571428572
AZ,American (New),2.9814814814814814
AZ,American (New),3.5
AZ,American (New),3.9387755102040822
AZ,American (New),4.2
AZ,American (New),3.4406779661016946
AZ,American (New),3.84
AZ,American (New),3.8
AZ,American (New),3.5892857142857144
AZ,American (New),3.6
AZ,American (New),3.84
AZ,American (New),3.5185185185185186
AZ,American (New),3.6774193548387095
AZ,American (New),4.126984126984127
AZ,American (New),4.333333333333333
AZ,American (New),3.0
AZ,American (New),2.6
AZ,American (New),4.023809523809525
AZ,American (New),2.9166666666666665
AZ,American (New),2.4482758620689653
AZ,American (New),3.9090909090909087
AZ,American (New),3.9
AZ,American (New),1.368421052631579
AZ,American (New),2.723404255319149
AZ,American (New),3.333333333333333
AZ,American (New),4.142857142857143
AZ,American (New),4.020408163265306
AZ,American (New),2.305555555555556
AZ,American (New),3.2857142857142856
AZ,American (New),4.428571428571429
AZ,American (New),3.2142857142857144
AZ,American (New),2.2
AZ,American (New),3.6875
AZ,American (New),3.0
AZ,American (New),3.9375
AZ,American (New),4.666666666666667
AZ,American (New),2.5384615384615383
AZ,American (New),3.1818181818181817
AZ,American (New),3.1428571428571432
AZ,American (New),3.5365853658536586
AZ,American (New),3.583333333333333
AZ,American (New),4.363636363636363
AZ,American (New),4.8
AZ,American (New),1.809523809523809
AZ,American (New),4.5
AZ,American (New),4.2727272727272725
AZ,American (New),3.727272727272727
AZ,American (New),2.5
AZ,American (New),3.636363636363636
AZ,American (New),4.0
AZ,American (New),2.0588235294117645
AZ,American (New),4.125
AZ,American (New),4.157894736842104
AZ,American (New),1.6666666666666667
AZ,American (New),4.0
AZ,American (New),3.0
AZ,American (New),3.5
AZ,American (New),3.633333333333333
AZ,American (New),1.8
AZ,American (New),3.8
AZ,American (New),3.947368421052632
AZ,American (New),3.4
AZ,American (New),4.727272727272728
AZ,American (New),3.2
AZ,American (New),4.208333333333333
AZ,American (New),3.5
AZ,American (New),1.2727272727272727
AZ,American (New),4.0
AZ,American (New),3.8333333333333335
AZ,American (New),2.0
AZ,American (New),3.0
AZ,American (New),2.764705882352941
AZ,American (New),4.0
AZ,American (New),3.2222222222222223
AZ,American (New),3.0
AZ,American (New),2.380952380952381
AZ,American (New),3.0
AZ,American (New),2.571428571428572
AZ,American (New),3.8666666666666663
AZ,American (New),1.8888888888888888
AZ,American (New),2.1666666666666665
AZ,American (New),3.0
AZ,American (New),4.333333333333333
AZ,American (New),3.6
AZ,American (New),3.2142857142857144
AZ,American (New),2.4444444444444446
AZ,American (New),4.133333333333334
AZ,American (New),3.272727272727273
AZ,American (New),3.111111111111111
AZ,American (New),3.4
AZ,American (New),3.6666666666666665
AZ,American (New),3.3529411764705883
AZ,American (New),3.1428571428571432
AZ,American (New),3.1538461538461537
AZ,American (New),3.6
AZ,American (New),4.111111111111111
AZ,American (New),1.5384615384615383
AZ,American (New),3.0
AZ,American (New),1.0
AZ,American (New),2.5
AZ,American (New),3.6666666666666665
AZ,American (New),2.625
AZ,American (New),2.1666666666666665
AZ,American (New),2.875
AZ,American (New),3.0
AZ,American (New),3.6666666666666665
AZ,American (New),2.6666666666666665
AZ,American (New),3.75
AZ,American (New),4.333333333333333
AZ,American (New),3.5
AZ,American (New),4.2
AZ,American (New),2.75
AZ,American (New),2.0
AZ,American (New),3.333333333333333
AZ,American (New),2.0
AZ,American (New),3.0
AZ,American (New),3.75
AZ,American (New),3.75
AZ,American (New),2.0
AZ,American (New),2.333333333333333
AZ,American (New),4.2
AZ,American (New),3.333333333333333
AZ,American (New),4.0
AZ,American (New),3.1666666666666665
AZ,American (New),3.8
AZ,American (New),1.0
AZ,American (New),4.0
AZ,American (Traditional),4.037125748502993
AZ,American (Traditional),3.2857142857142856
AZ,American (Traditional),3.5942028985507246
AZ,American (Traditional),2.853448275862069
AZ,American (Traditional),4.535714285714286
AZ,American (Traditional),3.1578947368421053
AZ,American (Traditional),2.6296296296296298
AZ,American (Traditional),3.231404958677686
AZ,American (Traditional),4.0
AZ,American (Traditional),3.8026315789473686
AZ,American (Traditional),4.0182926829268295
AZ,American (Traditional),4.0375722543352595
AZ,American (Traditional),3.7534090909090914
AZ,American (Traditional),3.7
AZ,American (Traditional),2.8076923076923075
AZ,American (Traditional),3.484444444444444
AZ,American (Traditional),3.7469135802469133
AZ,American (Traditional),3.3773584905660377
AZ,American (Traditional),4.233576642335766
AZ,American (Traditional),3.4628378378378377
AZ,American (Traditional),2.9354838709677415
AZ,American (Traditional),3.6486486486486487
AZ,American (Traditional),4.243589743589744
AZ,American (Traditional),3.015625
AZ,American (Traditional),3.051282051282051
AZ,American (Traditional),4.30349344978166
AZ,American (Traditional),3.6777777777777776
AZ,American (Traditional),3.462121212121212
AZ,American (Traditional),3.4
AZ,American (Traditional),2.6153846153846154
AZ,American (Traditional),2.8448275862068964
AZ,American (Traditional),3.3125
AZ,American (Traditional),2.98
AZ,American (Traditional),3.3561643835616435
AZ,American (Traditional),3.385869565217391
AZ,American (Traditional),3.881987577639752
AZ,American (Traditional),3.514925373134328
AZ,American (Traditional),2.25
AZ,American (Traditional),3.3806451612903228
AZ,American (Traditional),3.0
AZ,American (Traditional),3.633663366336634
AZ,American (Traditional),4.125514403292181
AZ,American (Traditional),3.583333333333333
AZ,American (Traditional),4.190023752969122
AZ,American (Traditional),3.8908296943231435
AZ,American (Traditional),2.9078947368421053
AZ,American (Traditional),4.663461538461538
AZ,American (Traditional),3.1160409556313997
AZ,American (Traditional),3.166101694915254
AZ,American (Traditional),3.404517453798768
AZ,American (Traditional),3.9621451104100944
AZ,American (Traditional),3.5888324873096447
AZ,American (Traditional),4.041152263374485
AZ,American (Traditional),3.753588516746412
AZ,American (Traditional),4.2
AZ,American (Traditional),4.0
AZ,American (Traditional),4.08141592920354
AZ,American (Traditional),2.7977528089887644
AZ,American (Traditional),3.326530612244898
AZ,American (Traditional),3.480392156862745
AZ,American (Traditional),3.3928571428571432
AZ,American (Traditional),2.3013698630136985
AZ,American (Traditional),3.2581818181818183
AZ,American (Traditional),4.225806451612904
AZ,American (Traditional),3.5865384615384617
AZ,American (Traditional),4.3816425120772955
AZ,American (Traditional),3.4
AZ,American (Traditional),2.0970873786407767
AZ,American (Traditional),3.6
AZ,American (Traditional),3.914285714285714
AZ,American (Traditional),4.121813031161474
AZ,American (Traditional),3.920074349442379
AZ,American (Traditional),3.5882352941176467
AZ,American (Traditional),2.6111111111111107
AZ,American (Traditional),2.766355140186916
AZ,American (Traditional),3.7916666666666665
AZ,American (Traditional),3.855113636363636
AZ,American (Traditional),4.609174311926607
AZ,American (Traditional),3.4022988505747125
AZ,American (Traditional),2.6553672316384183
AZ,American (Traditional),3.305084745762712
AZ,American (Traditional),1.7916666666666667
AZ,American (Traditional),3.4591439688715955
AZ,American (Traditional),3.4655172413793105
AZ,American (Traditional),2.5301204819277108
AZ,American (Traditional),3.34010152284264
AZ,American (Traditional),3.128712871287129
AZ,American (Traditional),3.3541666666666665
AZ,American (Traditional),3.4459459459459465
AZ,American (Traditional),3.148936170212766
AZ,American (Traditional),3.0933333333333333
AZ,American (Traditional),3.1575342465753424
AZ,American (Traditional),3.540983606557377
AZ,American (Traditional),3.959183673469388
AZ,American (Traditional),3.7235772357723578
AZ,American (Traditional),3.272727272727273
AZ,American (Traditional),3.898550724637681
AZ,American (Traditional),3.945378151260504
AZ,American (Traditional),3.7906976744186047
AZ,American (Traditional),3.44
AZ,American (Traditional),3.4535315985130115
AZ,American (Traditional),4.111111111111111
AZ,American (Traditional),4.661290322580644
AZ,American (Traditional),3.0571428571428565
AZ,American (Traditional),3.808988764044944
AZ,American (Traditional),3.6089385474860336
AZ,American (Traditional),4.140625
AZ,American (Traditional),3.4545454545454546
AZ,American (Traditional),3.071428571428572
AZ,American (Traditional),4.1
AZ,American (Traditional),4.408602150537634
AZ,American (Traditional),4.235955056179775
AZ,American (Traditional),4.4324324324324325
AZ,American (Traditional),4.551724137931036
AZ,American (Traditional),2.4545454545454546
AZ,American (Traditional),3.890339425587468
AZ,American (Traditional),4.41237113402062
AZ,American (Traditional),3.4814814814814814
AZ,American (Traditional),2.891304347826087
AZ,American (Traditional),4.107142857142857
AZ,American (Traditional),3.1515151515151514
AZ,American (Traditional),3.4395161290322585
AZ,American (Traditional),4.588235294117646
AZ,American (Traditional),2.8
AZ,American (Traditional),4.205882352941177
AZ,American (Traditional),3.1956521739130435
AZ,American (Traditional),3.272727272727273
AZ,American (Traditional),3.4693877551020407
AZ,American (Traditional),2.6388888888888893
AZ,American (Traditional),3.9444444444444446
AZ,American (Traditional),3.1428571428571432
AZ,American (Traditional),2.090909090909091
AZ,American (Traditional),4.3247863247863245
AZ,American (Traditional),3.527272727272728
AZ,American (Traditional),3.492957746478873
AZ,American (Traditional),2.631578947368421
AZ,American (Traditional),3.1538461538461537
AZ,American (Traditional),4.121771217712177
AZ,American (Traditional),3.049689440993789
AZ,American (Traditional),3.555555555555556
AZ,American (Traditional),2.8571428571428568
AZ,American (Traditional),3.6772727272727272
AZ,American (Traditional),2.699481865284974
AZ,American (Traditional),3.4542586750788633
AZ,American (Traditional),3.863636363636364
AZ,American (Traditional),3.0
AZ,American (Traditional),4.222222222222221
AZ,American (Traditional),4.155844155844156
AZ,American (Traditional),3.4153005464480874
AZ,American (Traditional),2.75
AZ,American (Traditional),4.33096926713948
AZ,American (Traditional),3.3529411764705883
AZ,American (Traditional),3.2755905511811023
AZ,American (Traditional),3.1666666666666665
AZ,American (Traditional),2.833333333333333
AZ,American (Traditional),3.298245614035088
AZ,American (Traditional),3.024390243902439
AZ,American (Traditional),2.4901960784313726
AZ,American (Traditional),3.5641025641025643
AZ,American (Traditional),3.615384615384616
AZ,American (Traditional),3.1538461538461537
AZ,American (Traditional),2.693069306930693
AZ,American (Traditional),2.6486486486486487
AZ,American (Traditional),2.7115384615384617
AZ,American (Traditional),2.533333333333333
AZ,American (Traditional),3.7654320987654315
AZ,American (Traditional),3.9704433497536944
AZ,American (Traditional),2.9807692307692313
AZ,American (Traditional),2.6666666666666665
AZ,American (Traditional),3.95667870036101
AZ,American (Traditional),3.103448275862069
AZ,American (Traditional),3.4444444444444446
AZ,American (Traditional),2.771929824561404
AZ,American (Traditional),2.647058823529412
AZ,American (Traditional),3.390625
AZ,American (Traditional),2.4
AZ,American (Traditional),3.1764705882352944
AZ,American (Traditional),3.117647058823529
AZ,American (Traditional),2.9484536082474233
AZ,American (Traditional),3.0
AZ,American (Traditional),2.677419354838709
AZ,American (Traditional),3.561797752808989
AZ,American (Traditional),2.6931818181818183
AZ,American (Traditional),3.8617886178861784
AZ,American (Traditional),1.6923076923076923
AZ,American (Traditional),4.779661016949152
AZ,American (Traditional),3.333333333333333
AZ,American (Traditional),3.9852941176470584
AZ,American (Traditional),3.8297872340425534
AZ,American (Traditional),2.735294117647059
AZ,American (Traditional),3.2
AZ,American (Traditional),4.067961165048544
AZ,American (Traditional),1.7857142857142858
AZ,American (Traditional),3.8984375
AZ,American (Traditional),2.981132075471698
AZ,American (Traditional),3.4248366013071894
AZ,American (Traditional),2.552083333333333
AZ,American (Traditional),3.5203252032520327
AZ,American (Traditional),3.3461538461538463
AZ,American (Traditional),1.8955223880597012
AZ,American (Traditional),3.0681818181818183
AZ,American (Traditional),4.416666666666667
AZ,American (Traditional),2.1904761904761907
AZ,American (Traditional),3.2142857142857144
AZ,American (Traditional),3.631768953068592
AZ,American (Traditional),4.027777777777779
AZ,American (Traditional),3.111111111111111
AZ,American (Traditional),2.4791666666666665
AZ,American (Traditional),3.593220338983051
AZ,American (Traditional),3.1171875
AZ,American (Traditional),2.703125
AZ,American (Traditional),3.5954198473282437
AZ,American (Traditional),4.267857142857143
AZ,American (Traditional),3.095652173913044
AZ,American (Traditional),3.0729166666666665
AZ,American (Traditional),4.1265822784810124
AZ,American (Traditional),2.6296296296296298
AZ,American (Traditional),1.9047619047619049
AZ,American (Traditional),3.2
AZ,American (Traditional),3.5098039215686274
AZ,American (Traditional),3.7090909090909085
AZ,American (Traditional),3.582089552238806
AZ,American (Traditional),3.333333333333333
AZ,American (Traditional),3.4871794871794872
AZ,American (Traditional),1.8
AZ,American (Traditional),2.735294117647059
AZ,American (Traditional),2.727272727272727
AZ,American (Traditional),3.791139240506329
AZ,American (Traditional),3.0394736842105265
AZ,American (Traditional),2.7457627118644066
AZ,American (Traditional),1.7272727272727273
AZ,American (Traditional),3.1764705882352944
AZ,American (Traditional),3.081818181818182
AZ,American (Traditional),3.4266666666666667
AZ,American (Traditional),4.2
AZ,American (Traditional),2.6129032258064515
AZ,American (Traditional),2.892156862745098
AZ,American (Traditional),3.2028985507246377
AZ,American (Traditional),3.825
AZ,American (Traditional),1.818181818181818
AZ,American (Traditional),2.6610169491525424
AZ,American (Traditional),3.727272727272727
AZ,American (Traditional),3.0
AZ,American (Traditional),3.6818181818181817
AZ,American (Traditional),4.25
AZ,American (Traditional),3.055555555555556
AZ,American (Traditional),3.6428571428571432
AZ,American (Traditional),2.242857142857143
AZ,American (Traditional),2.88
AZ,American (Traditional),3.5487804878048776
AZ,American (Traditional),3.333333333333333
AZ,American (Traditional),3.5116279069767438
AZ,American (Traditional),2.6808510638297878
AZ,American (Traditional),4.666666666666667
AZ,American (Traditional),2.4936708860759493
AZ,American (Traditional),2.642857142857143
AZ,American (Traditional),2.363636363636364
AZ,American (Traditional),2.8974358974358974
AZ,American (Traditional),1.9333333333333331
AZ,American (Traditional),3.4166666666666665
AZ,American (Traditional),2.6730769230769234
AZ,American (Traditional),1.6428571428571428
AZ,American (Traditional),3.6666666666666665
AZ,American (Traditional),2.083333333333333
AZ,American (Traditional),3.4255319148936163
AZ,American (Traditional),3.452830188679245
AZ,American (Traditional),3.75
AZ,American (Traditional),4.109589041095891
AZ,American (Traditional),3.5609756097560976
AZ,American (Traditional),3.65
AZ,American (Traditional),3.0967741935483866
AZ,American (Traditional),3.595238095238096
AZ,American (Traditional),2.769230769230769
AZ,American (Traditional),2.888888888888889
AZ,American (Traditional),2.6635071090047395
AZ,American (Traditional),2.4
AZ,American (Traditional),2.333333333333333
AZ,American (Traditional),4.25925925925926
AZ,American (Traditional),3.2857142857142856
AZ,American (Traditional),3.752380952380952
AZ,American (Traditional),2.685714285714285
AZ,American (Traditional),4.3559322033898304
AZ,American (Traditional),3.071428571428572
AZ,American (Traditional),3.36
AZ,American (Traditional),3.204301075268817
AZ,American (Traditional),2.533333333333333
AZ,American (Traditional),3.0
AZ,American (Traditional),2.8928571428571432
AZ,American (Traditional),3.6597938144329896
AZ,American (Traditional),4.225352112676056
AZ,American (Traditional),2.75
AZ,American (Traditional),3.1538461538461537
AZ,American (Traditional),2.607142857142857
AZ,American (Traditional),2.6333333333333333
AZ,American (Traditional),5.0
AZ,American (Traditional),3.020833333333333
AZ,American (Traditional),3.0
AZ,American (Traditional),2.380952380952381
AZ,American (Traditional),3.445859872611465
AZ,American (Traditional),3.1666666666666665
AZ,American (Traditional),3.4186046511627906
AZ,American (Traditional),2.370967741935484
AZ,American (Traditional),2.590909090909091
AZ,American (Traditional),2.4285714285714284
AZ,American (Traditional),2.5
AZ,American (Traditional),3.962962962962963
AZ,American (Traditional),2.466666666666667
AZ,American (Traditional),3.1818181818181817
AZ,American (Traditional),3.09375
AZ,American (Traditional),2.609756097560976
AZ,American (Traditional),3.6190476190476186
AZ,American (Traditional),3.8571428571428568
AZ,American (Traditional),2.15
AZ,American (Traditional),3.6
AZ,American (Traditional),1.7272727272727273
AZ,American (Traditional),3.7407407407407414
AZ,American (Traditional),3.655172413793104
AZ,American (Traditional),4.25
AZ,American (Traditional),4.044943820224719
AZ,American (Traditional),2.933333333333333
AZ,American (Traditional),2.357142857142857
AZ,American (Traditional),4.153846153846153
AZ,American (Traditional),2.25
AZ,American (Traditional),3.9090909090909087
AZ,American (Traditional),3.375
AZ,American (Traditional),3.4186046511627906
AZ,American (Traditional),2.2857142857142856
AZ,American (Traditional),2.0370370370370368
AZ,American (Traditional),1.648648648648649
AZ,American (Traditional),4.238095238095238
AZ,American (Traditional),2.25
AZ,American (Traditional),3.987951807228916
AZ,American (Traditional),2.9272727272727272
AZ,American (Traditional),1.962264150943396
AZ,American (Traditional),2.3
AZ,American (Traditional),3.9166666666666665
AZ,American (Traditional),4.2727272727272725
AZ,American (Traditional),2.5357142857142856
AZ,American (Traditional),2.04
AZ,American (Traditional),3.0
AZ,American (Traditional),4.220588235294118
AZ,American (Traditional),1.4615384615384617
AZ,American (Traditional),3.2127659574468086
AZ,American (Traditional),3.333333333333333
AZ,American (Traditional),2.0135135135135136
AZ,American (Traditional),3.704545454545455
AZ,American (Traditional),4.470588235294118
AZ,American (Traditional),3.333333333333333
AZ,American (Traditional),3.5
AZ,American (Traditional),3.555555555555556
AZ,American (Traditional),2.875
AZ,American (Traditional),3.0869565217391304
AZ,American (Traditional),3.08
AZ,American (Traditional),3.4615384615384617
AZ,American (Traditional),2.333333333333333
AZ,American (Traditional),3.6818181818181817
AZ,American (Traditional),3.6486486486486487
AZ,American (Traditional),2.2820512820512815
AZ,American (Traditional),3.575757575757576
AZ,American (Traditional),3.7083333333333335
AZ,American (Traditional),1.6
AZ,American (Traditional),3.0
AZ,American (Traditional),2.6666666666666665
AZ,American (Traditional),3.458333333333333
AZ,American (Traditional),2.8
AZ,American (Traditional),2.5
AZ,American (Traditional),3.8
AZ,American (Traditional),3.0
AZ,American (Traditional),2.6451612903225805
AZ,American (Traditional),2.8125
AZ,American (Traditional),2.647058823529412
AZ,American (Traditional),2.6666666666666665
AZ,American (Traditional),2.3
AZ,American (Traditional),2.6
AZ,American (Traditional),3.4473684210526314
AZ,American (Traditional),1.625
AZ,American (Traditional),4.177777777777779
AZ,American (Traditional),2.953488372093023
AZ,American (Traditional),2.821428571428572
AZ,American (Traditional),3.878787878787879
AZ,American (Traditional),2.75
AZ,American (Traditional),2.8823529411764706
AZ,American (Traditional),3.8
AZ,American (Traditional),3.3
AZ,American (Traditional),4.0
AZ,American (Traditional),3.5
AZ,American (Traditional),2.375
AZ,American (Traditional),2.9230769230769234
AZ,American (Traditional),3.75
AZ,American (Traditional),3.8571428571428568
AZ,American (Traditional),3.25
AZ,American (Traditional),2.1875
AZ,American (Traditional),3.7142857142857135
AZ,American (Traditional),2.7
AZ,American (Traditional),2.931034482758621
AZ,American (Traditional),2.75
AZ,American (Traditional),2.75
AZ,American (Traditional),2.3870967741935485
AZ,American (Traditional),2.5
AZ,American (Traditional),2.5
AZ,American (Traditional),3.4285714285714284
AZ,American (Traditional),3.1666666666666665
AZ,American (Traditional),3.0
AZ,American (Traditional),2.75
AZ,American (Traditional),3.0
AZ,American (Traditional),1.6666666666666667
AZ,American (Traditional),3.636363636363636
AZ,American (Traditional),2.4444444444444446
AZ,American (Traditional),1.125
AZ,American (Traditional),4.166666666666667
AZ,American (Traditional),2.5
AZ,American (Traditional),3.1
AZ,American (Traditional),4.0625
AZ,American (Traditional),3.0384615384615383
AZ,American (Traditional),3.0
AZ,American (Traditional),3.8
AZ,American (Traditional),3.5
AZ,American (Traditional),2.75
AZ,American (Traditional),2.375
