,business_id,state,category,recal_stars
2001,XdhJ7PjfMjBmZwvKikWlkA,NV,Pizza,4.375
2009,q3dJQtwZQrrurNT-1bNKgQ,NV,Italian,4.0724637681159415
2147,xoGPeHR2RPnJW470-aYBUQ,NV,American (Traditional),3.2777777777777777
2165,RqpL5Y50F9exjyHfpTzp3w,NV,Breakfast & Brunch,3.0
2182,ngs16C2M_uTq2zXamltHVw,NV,Barbeque,4.483333333333333
2242,So132GP_uy3XbGs0KNyzyw,NV,Pizza,4.295774647887323
2313,cZBCVzd4lg_jx8IiFz-Iag,NV,Burgers,2.0
2316,TDTASGFy_aGp6vy0i23mDA,NV,Fast Food,1.0
2318,vGAJwqvfJLoeHdaM-8eRng,NV,Tex-Mex,2.6
2353,qsJkjQoM3Hdg6Gtqp2S9_w,NV,Thai,3.6666666666666665
2419,Hz-OXis4Hk9l187LPBo_8g,NV,Sandwiches,2.6666666666666665
2422,h_-KUSA612pFEIGC_dCsKQ,NV,Mexican,2.4285714285714284
2429,-P8dGzSVhJi-5oZ-8U2y0w,NV,Diners,2.8
2434,yz2EimDE7bBvq6b4mDe_zg,NV,Breakfast & Brunch,3.6666666666666665
2437,diY31IEunbV8MfDh81FS1A,NV,Burgers,3.1666666666666665
2473,yzmvsG3Vo-2_F3_0wHzJdA,NV,Diners,4.3
2503,T6VKCBhHojQkCWp_IYO24w,NV,Fast Food,1.0
2509,7qFtiPg0gdbk911_mj6LoA,NV,Seafood,3.7
2519,fcUZ0HlaO1bMW26tzQZVOQ,NV,American (Traditional),1.0
2522,_R-rjgz4Kwi4f3u0clFeKg,NV,Cafes,2.55
2542,PSRZaGGxXmOmabL2si8pKw,NV,Seafood,3.15
2562,O9LDS66IUKIBkGz_uFZKWQ,NV,American (Traditional),3.5
2578,rkqTVzTkLaWSUybaWUMIdA,NV,American (Traditional),3.1428571428571432
2620,IOEGLxXwCNiq4P-U359D7Q,NV,Sandwiches,4.296296296296297
2674,i53HvxUdQEMllZ1XmpjjyA,NV,Pizza,2.3157894736842106
2712,QC9bLPcNk6ymAOHf03pHhQ,NV,Mexican,5.0
2716,T00dMi_gQdyQkE9GKJFVSQ,NV,Mexican,2.2222222222222223
2725,WRQ-9LluyivReFiQZFUujw,NV,Hot Dogs,4.223214285714286
2837,f16oe_yaGBh4AFK_mlBabw,NV,Fast Food,4.75
2841,Gt4z3AylNTsEPDkzkaC7HA,NV,Sandwiches,3.5049504950495045
2942,FaoMHRFjrZvD9_RvYZX4oQ,NV,American (Traditional),2.25
2950,iTwYEwBqer2O4OkI_7Ef9A,NV,Burgers,4.36
2975,ozEDKl0tZw5ob1evx41gcQ,NV,American (Traditional),3.727272727272727
3019,Hv1l2caeF_A6Fahgg5DHDg,NV,Diners,3.8181818181818175
3030,CHW_DPKnTqudyRaDa4vwkg,NV,Fast Food,1.3333333333333333
3036,YUE5S4ReiM4dq9qkKbDMwg,NV,Seafood,3.5217391304347827
3059,dJS3iH-odljqWS9MKEFsBA,NV,American (Traditional),3.0769230769230766
3072,V2owu-O0rrlsGup3FMz2qQ,NV,Fast Food,3.0
3075,LNGBEEelQx4zbfWnlc66cw,NV,Desserts,3.936758893280632
3328,Vay9xHwcvu7VRZOddBgn-A,NV,Diners,4.396551724137931
3386,BuFYIRXZNc0Ti-JSQ-QdvA,NV,Hot Dogs,3.2857142857142856
3393,5jTmjxb1X34EfcY1gos4tw,NV,Fast Food,2.4
3408,SXV_yKYUAFvQJirAhF0tWQ,NV,Mediterranean,3.2222222222222223
3426,9a9xBjlW2RxKxD9RMgmcuQ,NV,Burgers,3.0
3432,g8OnV26ywJlZpezdBnOWUQ,NV,Breakfast & Brunch,3.760309278350515
3820,8nDEOGVVvReXFJ2zjPh4Pw,NV,Diners,3.1666666666666665
3826,6Vyp-9i1jzwK_bvisuPJpQ,NV,Seafood,3.378571428571429
3966,v5YvCuj_b26JKAqDcnReFQ,NV,Italian,4.5
3976,yvqcZrHixuf_oIUW83xUcQ,NV,Mexican,3.0434782608695654
3999,QsKhwKYB3YeWXqpIPd5QMg,NV,Steakhouses,3.7647058823529416
4016,w0XjeV4WIUskQy8wwQf40w,NV,American (Traditional),3.611111111111111
4052,Se-co1eXBho5A4YwMfKMIQ,NV,Breakfast & Brunch,4.285714285714286
4073,gqcJHVFCPeBRGnDf8bFzMw,NV,Steakhouses,3.633333333333333
4103,nVAJZ6BJ9PPlxDXn976R6A,NV,Burgers,4.161764705882353
4239,WyZAeMGsjUE7OToI4Jdqfw,NV,Mexican,3.583333333333333
4251,54WM5coZonA0izd2y04p_A,NV,Sandwiches,3.0
4275,tIRn9YlrJ4Y5IyHzY72i9A,NV,Sandwiches,2.6
4280,PEGtD36MLdfcsD2hc95Kiw,NV,Chicken Wings,3.555555555555556
4289,EEePiBwchl-TIBVcTdE0RA,NV,Burgers,1.6666666666666667
4292,S-oLPRdhlyL5HAknBKTUcQ,AZ,Seafood,4.6141732283464565
4419,2IvrdAb6zdxr3ZqplqJHbg,NV,Mexican,2.130434782608696
4488,iIjVO7cLD1UEmIO7G05Ujw,AZ,Breakfast & Brunch,3.976190476190476
4530,1JF9TbJ2d5hH8xsQvvklHg,AZ,Mexican,4.789473684210527
4549,poOnGeQlHEnWRAH9t_0KMg,AZ,Pizza,4.846153846153847
4562,Ap17p-tA4Ipzy1s35DfCfg,AZ,Steakhouses,4.726027397260274
4635,Yo8ODT7aFMM2xKUd1yaBVw,NV,Salad,4.535714285714286
4663,VG0nWxGsPixYLsyi49gyxQ,NV,Steakhouses,4.364485981308412
4770,KjV_68oLLSpqR96VnV68tw,NV,Fast Food,2.9444444444444446
4788,zRqi6L1u-YmmVAHjeUbGMQ,NV,American (New),4.394957983193279
4907,TCoBE_BkDRrK0bWrh5VueQ,NV,Vegetarian,3.8230088495575214
5020,yfxDa8RFOvJPQh0rNtakHA,NV,Vietnamese,3.3625
5340,f4x1YBxkLrZg652xt2KR5g,NV,American (New),3.856198347107438
5945,kYvZZ_aKaKLQKeyms74T2Q,NV,Mexican,3.4117647058823533
5996,SR0Q2hAEMJ_m23O_x-khSQ,NV,Vegetarian,3.6901408450704234
6067,B_WggEKFq-ZFNui8CHPYvA,NV,Asian Fusion,4.376344086021505
6160,Wcuo6YmYj3xhCso5sMQcOw,NV,Pizza,4.42
6210,rq5dgoksPHkJwJNQKlGQ7w,NV,Breakfast & Brunch,4.229357798165139
6319,lGy7jJ9oVZUJNkmZj7ewgA,NV,Breakfast & Brunch,2.9222222222222216
6409,kZspuWnM0Y-Losvk2Rl0lA,NV,Mediterranean,3.6875
6441,0d0i0FaJq1GIeW1rS2D-5w,NV,Breakfast & Brunch,4.4
6551,wPiRP76arN0NB3M1ZXXp7g,NV,Italian,3.488888888888889
6641,D1Zz5Ea3kgsHUMDH0M-jNA,NV,Sandwiches,4.5
6643,8b5ll2kjXfjgFIqWsjkr8Q,NV,American (Traditional),3.333333333333333
6649,DESv2ys6SjBKA4SyDtJvxw,NV,Italian,3.761363636363636
6737,BCAw9a_kyx2RddRH9tMmKQ,NV,American (Traditional),3.2115384615384617
6841,d4qwVw4PcN-_2mK2o1Ro1g,NV,Mexican,3.336283185840708
6954,bNpgu9sr3K18oLLw-eL75A,NV,Japanese,3.8333333333333335
6984,5Dccw539NNtnyCgTu5ed5A,NV,Chinese,3.717948717948718
7023,E7VRsyNQWPteH6_qI4j7bw,NV,Vegetarian,3.7647058823529416
7074,3QcTqsdxQBlSndBdMJBRhQ,NV,American (New),4.2631578947368425
7093,Sovgwq-E-n6wLqNh3X_rXg,NV,Mexican,4.366412213740458
7224,S1Gpj_cqlEzitBCGAXj5aA,NV,Indian,3.5769230769230766
7276,VfFHPsPtTW4Mgx0eHDyJiQ,NV,Italian,3.4186046511627906
7319,tcfL9_Qe-12eX4rdmK_6XA,NV,Asian Fusion,3.3255813953488373
7362,pzIcN449xQWWyPWsmj10OA,NV,American (Traditional),3.6666666666666665
7368,pHJu8tj3sI8eC5aIHLFEfQ,NV,Italian,3.977401129943503
7545,SzBpr6or7BQcjc-e3ARLjw,NV,Breakfast & Brunch,4.217391304347826
7568,MohTx0z3LnzAnr0bIsstHQ,NV,American (New),4.545454545454546
7590,vOfz55MmWgjNQ3BA2PnhgQ,NV,American (Traditional),3.810344827586207
7648,WcGKG8_rDVBVx6lSTlWiDA,NV,Mexican,2.5
7664,emCZVTnhkDEQUaAz5wJq1w,NV,American (Traditional),2.6666666666666665
7673,nFR7dDedxRuBeZz_6Cdalg,AZ,Breakfast & Brunch,3.6666666666666665
7706,BcW7Z9lPmOB_8eS2lEuOqQ,NV,Steakhouses,4.231578947368422
7801,A5Rkh7UymKm0_Rxm9K2PJw,NV,Seafood,3.855345911949685
7960,1DP5vHxJzCDbgawv0WC3yA,NV,Diners,4.0566037735849045
8066,EHDcxAlrrP4VPiZuQlrIrg,NV,Mexican,2.1666666666666665
8078,hDlRzzxfVkVNjnveJ8sLmg,NV,American (New),3.72
8103,sOYsxYYFl03PhHmz_rBDZQ,NV,American (New),3.9090909090909087
8180,GI-CAiZ_Gg3h21PwrANB4Q,NV,American (Traditional),4.253521126760563
8322,lOQPeguczAueJnLmDUTfGg,NV,Mexican,4.317073170731708
8404,lMYs3z3Y7977TVMn6OWObA,NV,American (Traditional),3.7868852459016393
8465,3ajqOW9A7VhResA08I7RTg,NV,American (New),3.5316455696202533
8544,w2yx8dfNXi3TcPZSdQOw3A,NV,Italian,3.75
8580,5CJL_2-XwCGBmOav4mFdYg,NV,Thai,3.5660377358490565
8633,AtD6B83S4Mbmq0t7iDnUVA,NV,Vegetarian,4.536842105263158
8728,UTXNr62dGSK-tet8OeXUcQ,NV,Steakhouses,4.157894736842104
8842,q-YQIvBSNZxYJl1xuB0H_w,AZ,Breakfast & Brunch,4.777777777777779
8851,0AQnRQw34IQW9-1gJkYnMA,NV,Mexican,2.8157894736842106
9003,TqUVH7Ox_3qEkCxCCS_l3Q,NV,Seafood,4.304347826086956
9026,LYWbyu1EQM2o5hwHG5_Ldg,NV,Sushi Bars,3.74
9126,lfXfxBms5z1nwzkxxLFBWg,NV,Tex-Mex,3.4
9136,Er8DpPwf_lHHv64ncWhD8g,NV,Breakfast & Brunch,3.811881188118812
9237,QXV3L_QFGj8r6nWX2kS2hA,NV,Tex-Mex,4.316901408450704
9379,vyDW7_CHhDUJshMqaSjj0g,AZ,Burgers,2.875
9427,vz8HFGsITt6aj-nyXkAEFg,AZ,Mexican,3.7
9487,L_ZLtfHvfzfoNVQ0-okTXg,NV,Steakhouses,4.174603174603175
9613,PDIh1lVtKlUqPJROXYJQvQ,NV,American (New),3.783783783783784
9687,SsN-SaGGkJn2Qm-jSDQ4aQ,NV,Pizza,3.686274509803922
9789,eTXYID00jGxq1vZpntBUFw,NV,Steakhouses,4.52
9839,0NmTwqYEQiKErDv4a55obg,NV,Italian,4.188811188811189
9982,YDeN4OHayfKocEo7Tz4jMg,NC,Pizza,3.75
9990,d_L-rfS1vT3JMzgCUGtiow,NV,Breakfast & Brunch,3.7295597484276737
10149,Yp9w4nhUowBU_IS_StFXbQ,NV,French,4.037037037037037
10203,QJatAcxYgK1Zp9BRZMAx7g,NV,Burgers,4.020477815699659
10496,BG8lvZoPTrPJqcvTh-ytzg,NV,Seafood,4.363636363636363
10507,Rd11Bosr8JkfoUhZLzpuxg,NV,Steakhouses,4.3108108108108105
10581,NRn6yqCq3yAh7NtKBt79xQ,NV,Italian,3.9
10601,BOMgSyi4-TYAnjVn3m0z3A,NV,Cafes,2.8421052631578947
10620,mcXRNuN1MsgXYt8B2MWz2Q,AZ,Mexican,2.25
10624,n1Ng1q300iLHYZELtOd5FA,NV,Steakhouses,3.8947368421052633
10643,v9u0NgjA4iQeKGevFnYSCA,AZ,American (New),3.36
10693,e13SEvJud_vgeDR_doL4sQ,NV,Mexican,3.6
10768,JsCKeWHA8n_5mFQ3F6t4UA,NV,Desserts,3.6666666666666665
10828,yZnEwqTGpkrj_mga5zeZmQ,NV,Delis,2.2857142857142856
10835,Cr4ipI-tr-R8Q0NilkWNkA,NV,American (New),3.88
10960,MAuSh7NKoT__CQ4BumoayA,NV,Mexican,3.4842105263157896
11055,yymNrvk1cioG5Bn5lWH2QQ,NC,American (Traditional),2.333333333333333
11070,k1q9f7aJ2TsoSbeA8Qm1aA,NV,Chinese,3.0
11084,klddGAcNIpE_aB5sd1hNXw,NV,American (New),3.808219178082192
11157,0S4WFZJZhVeM3aAqKjLz1w,NV,Steakhouses,2.8461538461538463
11183,LwQB9H3jZ9wTk24Lr-AnZQ,NV,Pizza,3.984375
11311,UT6L3b7Zll_nvRidijiDSA,NV,Pizza,3.8571428571428568
11388,3l54GTr8-E3XPbIxnF_sAA,AZ,Sandwiches,4.293838862559242
11599,VGWEpMEkzQopS5lUNd06Sw,NV,American (Traditional),3.3692307692307693
11664,UE3AvVnaPEBPneVahYT2eA,AZ,American (Traditional),4.101010101010101
11763,pKk7jCFIm96qDdk0laVT2w,NV,American (New),3.866071428571429
11875,u7CxxEzx8hvjoJ8onN4zTg,PA,Fast Food,3.768115942028986
11944,YhCAJ8acd1X7GkCHPhD8Xw,NV,Burgers,3.4928571428571433
12084,YZyyG21xcwPQLqYh8pI-Ow,NV,Chicken Wings,2.8
12089,ZosrzTfiiPhbURA04AQTUA,NV,Sandwiches,2.9411764705882355
12123,P7pxQFqr7yBKMMI2J51udw,NV,American (Traditional),3.873925501432665
12472,iCQpiavjjPzJ5_3gPD5Ebg,NV,Pizza,4.162551440329218
12958,WlTeMP8p3m1b3LxkfBllLQ,NV,Fast Food,1.75
12962,a0v7Si0DK4cIko7AQY4YXg,NV,Breakfast & Brunch,4.302083333333333
13058,4KmrrhtfnngTVFa2d5LAjg,NV,Italian,3.886363636363636
13102,pLMPpaJ7whp86uL_3ezwMg,NV,Burgers,3.90990990990991
13213,VYuMUCoN6LWTxM80_itq1Q,AZ,Burgers,3.3529411764705883
13230,G-5kEa6E6PD5fkBRuA7k9Q,NV,Italian,3.475862068965517
13520,lKq4Qsz13FDcAVgp49uukQ,NV,Pizza,3.783333333333333
13580,Fy4t2XHIRKwMk_ocCZze0Q,NV,Breakfast & Brunch,3.9259259259259265
13634,3cg4pKBL8DTFXCtZ5y9V4g,NV,American (New),3.809523809523809
13655,7Xw_vv-ekUL2sTqipnKT0g,NV,Chicken Wings,2.810810810810811
13729,hdZ_4Vd9opGm5UajNUuhwA,NV,Italian,3.7777777777777777
13738,7ddnq3YQSKguGK15etqGLQ,PA,American (Traditional),2.0
13740,qdd1DHfeKHE72_djJxCJdQ,AZ,Mexican,3.2
13770,JtjXRSvLtZhWeCcZ5aJeZA,AZ,Diners,3.4166666666666665
13782,ZHQU79PMUGCX0fEoyCcWlw,AZ,Caribbean,3.7931034482758617
13811,yvJqxVTO_qwRGLMtUrqzQw,AZ,Italian,3.7058823529411766
13828,Hr5h_LG9TMBLlFz_Oici0A,AZ,American (New),3.3043478260869565
13897,eN8mkjt_q686hGKi-A9ceg,AZ,Greek,4.473684210526316
13916,vBV5IbpTgUKuu2HlneE2NA,AZ,Mexican,3.652173913043478
13939,UBQRhqRMW4Sk7kSZvZ1iAQ,AZ,Cafes,3.784615384615385
14004,WEoivlVObGE03PiWvVvXYA,AZ,Steakhouses,2.260869565217391
14027,5aRyuqJZSGp1fNXHQHMLjg,AZ,Italian,4.076923076923077
14053,_XN-GwzZwAyIqLKJsl2htg,AZ,Asian Fusion,3.872
14178,ygZSfAsnlztdeWZOlJA2Ug,AZ,Italian,4.0
14186,Qng9lEqWA9uTtm6oq2rZuw,AZ,Mediterranean,3.8461538461538463
14199,jZ8ogksrNzUmREJggc1YOQ,AZ,Steakhouses,3.9574468085106393
14246,PWW_jT4tHP_r1S18ePJyTQ,AZ,Mediterranean,3.7916666666666665
14270,XMMLRvV4IMxIGyc4H37LxA,AZ,Salad,4.0859375
14398,6C_8Mh4lmLc_QEs3hHleBg,AZ,Mexican,3.9444444444444446
14434,Jc2X0JqdBupkOzTPZtbcWA,AZ,Burgers,4.0
14438,-tcJmqzfaeEnpFMAelB7bA,AZ,Mediterranean,3.954545454545455
14460,moZpwq1hNxC-uJRpfupOTA,AZ,Breakfast & Brunch,3.987804878048781
14542,m1krp3dyJorAbV0HQC-TRQ,AZ,American (Traditional),3.0
14544,6MhY_9EkUkKCvvN8rzXZzg,AZ,Chinese,3.8
14559,9MJDPVeLqAWLqdWF4Heqvg,AZ,Mexican,3.0
14573,x5vSE0-NO_YSZtOnitLWuQ,AZ,Delis,2.764705882352941
14590,QYIhMNwxXejDoCr-F1BxDg,AZ,Thai,4.101694915254237
14649,XvTBQotmJpVPjPNaMM7qLA,AZ,American (New),4.0
14698,nist6UGz0213A9kTrwHJ3A,AZ,Italian,4.571428571428571
14705,AJ8DDFm6QaihAPZI3wFBHw,AZ,Desserts,3.8181818181818175
14716,sKWZ_tAOVMZoC4Qk8_Bd4A,AZ,Pizza,4.071428571428571
14744,adTbcC7JgvzYg7AD_Ga-rg,AZ,Latin American,4.375
14752,UY13CTgUqriT-fMxT2APLw,AZ,Vietnamese,4.363636363636363
14807,p4GMQauk2iqZnN6cj81s3g,AZ,Asian Fusion,3.0
14808,DTvcpHf2gGKgSujUVXA7sA,AZ,Mexican,3.0
14814,Wnq5to0-jXyh0-_jRZ6VOQ,AZ,American (Traditional),3.702702702702703
14851,yVLbAdSQQURBNWsJIxzmfw,AZ,Vietnamese,1.0
14853,EUQoB_ph7_xIyj7JZGI3bg,AZ,Italian,3.7291666666666665
14901,8F-CalsRSKiPjjsx8ql8Lg,AZ,Fast Food,3.4444444444444446
14919,IUTU_8qM7M8j9A1TbmMjYA,AZ,Vegetarian,3.9583333333333335
14943,J07TDs6qnTIaxm48EL1cKQ,AZ,Caribbean,4.090163934426228
15065,V81Ahkb9QFlbEx4PoeRiyA,AZ,Breakfast & Brunch,2.5384615384615383
15078,XfNDmxQiG5nZVZe-JY10NA,AZ,Delis,4.0
15080,21fK0m8sQFbRQv3RlskE2w,AZ,Pizza,3.5
15092,P6c0lV9DeJ6ofntpTWyqhA,AZ,Mexican,3.741935483870968
15123,x9HvTsA83c5r-muemxw_9A,AZ,Thai,3.548387096774193
15154,BzZNKx6Des02RuAtT-uOPw,AZ,Asian Fusion,2.6666666666666665
15166,-o082vExIs0VVNSuZmiTQA,AZ,Mexican,3.290322580645161
15228,MbAsfN3wwV22K7GZsgcBqA,AZ,Mexican,3.6875
15244,rBTlmcEEQka-7cdU6ByrYg,AZ,Mediterranean,3.8
15249,w3JBz9gLbZ0CKWQM07nONw,AZ,Steakhouses,3.5
15261,jvwzhzA9vsfJHCdlbLkHZw,AZ,Asian Fusion,3.4166666666666665
15273,prh-RlduJU3z3ynA5lU3Wg,AZ,Breakfast & Brunch,3.68
15323,XC06xxb7FFYsXcI2E38IIw,AZ,Steakhouses,4.181818181818182
15400,8ciT6qjI18x9EPtOb-gqYQ,AZ,French,4.0
