,state,category,cat_mean,state_mean,state_cat_mean
256,NC,American (Traditional),3.3632867157315407,3.3677098654758155,3.2480305307812394
262,AZ,Sandwiches,3.480266288530236,3.4075137312490837,3.543114392218582
264,AZ,American (Traditional),3.3632867157315407,3.4075137312490837,3.353773236729537
266,PA,Fast Food,2.769225043996243,3.5337373297985306,2.7652927239179106
285,AZ,Diners,3.4332695082258007,3.4075137312490837,3.3205194270402933
286,AZ,Caribbean,3.7614905568618386,3.4075137312490837,3.8615923332805533
287,AZ,Italian,3.58358595921607,3.4075137312490837,3.6572897382764804
289,AZ,Greek,3.6267239991217015,3.4075137312490837,3.9045976008448444
291,AZ,Cafes,3.685839292095314,3.4075137312490837,3.77732137835083
294,AZ,Asian Fusion,3.5595069533088965,3.4075137312490837,3.6385810045026052
296,AZ,Mediterranean,3.7048276102061446,3.4075137312490837,3.850938058799671
299,AZ,Salad,3.682919940318624,3.4075137312490837,3.7096838083996087
305,AZ,Chinese,3.3268119966495378,3.4075137312490837,3.3649581620640356
307,AZ,Delis,3.657462804148897,3.4075137312490837,3.5298886938020355
308,AZ,Thai,3.588396426526555,3.4075137312490837,3.8664625187732353
311,AZ,Desserts,3.7399471117470213,3.4075137312490837,3.8034333661422983
313,AZ,Latin American,3.838664183216849,3.4075137312490837,3.834181110893759
314,AZ,Vietnamese,3.535271816387403,3.4075137312490837,3.792093740104213
320,AZ,Fast Food,2.769225043996243,3.4075137312490837,2.7128593103711567
321,AZ,Vegetarian,3.8844536040689177,3.4075137312490837,3.8646641304113687
335,AZ,French,3.8620932695341232,3.4075137312490837,3.7222155916077804
341,AZ,Hot Dogs,3.4385187441803997,3.4075137312490837,3.710124262064547
344,AZ,Barbeque,3.498063478910123,3.4075137312490837,3.576365952222496
352,ON,Latin American,3.838664183216849,3.383884812754005,3.8254716416481123
354,QC,Salad,3.682919940318624,3.6735600143448477,3.9296366676801457
356,QC,Italian,3.58358595921607,3.6735600143448477,3.6158175980908087
357,NC,Burgers,3.027542809193245,3.3677098654758155,2.8822574572260846
358,NC,Indian,3.5970722801949186,3.3677098654758155,3.720892123427621
359,NC,Italian,3.58358595921607,3.3677098654758155,3.5354737355123778
360,NC,American (New),3.558475144325397,3.3677098654758155,3.518297588009451
414,AZ,Japanese,3.5415580982585455,3.4075137312490837,3.529571112110141
416,AZ,Soup,3.5956575061302534,3.4075137312490837,3.571916368469373
420,PA,American (New),3.558475144325397,3.5337373297985306,3.5196668763074084
423,AZ,Tex-Mex,3.045200522132784,3.4075137312490837,3.061246240281571
427,AZ,Sushi Bars,3.555781958866428,3.4075137312490837,3.783631594732122
455,PA,Thai,3.588396426526555,3.5337373297985306,3.739556997440762
476,QC,Mediterranean,3.7048276102061446,3.6735600143448477,3.8983509706451427
478,QC,Cafes,3.685839292095314,3.6735600143448477,3.9349023434237576
480,QC,Burgers,3.027542809193245,3.6735600143448477,3.3748365470968205
486,QC,American (New),3.558475144325397,3.6735600143448477,2.702380952380952
492,QC,Japanese,3.5415580982585455,3.6735600143448477,3.696325676523696
493,QC,Indian,3.5970722801949186,3.6735600143448477,3.712126496351849
496,QC,Korean,3.66451953998005,3.6735600143448477,3.9715809794757164
497,ON,Tex-Mex,3.045200522132784,3.383884812754005,3.066379303627167
499,QC,Vegetarian,3.8844536040689177,3.6735600143448477,3.912900432900433
500,QC,Thai,3.588396426526555,3.6735600143448477,3.311656034024455
501,ON,Indian,3.5970722801949186,3.383884812754005,3.4933448026518086
503,QC,Chinese,3.3268119966495378,3.6735600143448477,3.5134646561519
504,QC,Sandwiches,3.480266288530236,3.6735600143448477,3.770168287504601
505,QC,Desserts,3.7399471117470213,3.6735600143448477,3.794047619047619
506,QC,Asian Fusion,3.5595069533088965,3.6735600143448477,3.4056585612968586
509,QC,American (Traditional),3.3632867157315407,3.6735600143448477,3.522393869571289
513,QC,Middle Eastern,3.6488900738495285,3.6735600143448477,3.86293046658489
538,NC,Bakeries,3.791424783153412,3.3677098654758155,3.382173382173382
539,NC,Barbeque,3.498063478910123,3.3677098654758155,3.5900803932798397
540,NC,Latin American,3.838664183216849,3.3677098654758155,3.6375082182774494
541,NC,Asian Fusion,3.5595069533088965,3.3677098654758155,3.6792667359580427
543,PA,Steakhouses,3.4555482187875075,3.5337373297985306,3.109320941305003
559,QC,Hot Dogs,3.4385187441803997,3.6735600143448477,3.313541666666667
562,QC,Mexican,3.4441232655272276,3.6735600143448477,3.7185650984235887
567,QC,French,3.8620932695341232,3.6735600143448477,3.896310530219791
576,QC,Sushi Bars,3.555781958866428,3.6735600143448477,3.65650809371098
577,QC,German,3.948766154888141,3.6735600143448477,4.0
579,QC,Greek,3.6267239991217015,3.6735600143448477,4.000207936003391
589,QC,Latin American,3.838664183216849,3.6735600143448477,4.148245614035088
590,QC,Barbeque,3.498063478910123,3.6735600143448477,3.3584542054369635
604,WI,Seafood,3.519460405051234,3.470079310723272,3.6154407749277273
629,ON,Diners,3.4332695082258007,3.383884812754005,3.3861997533748336
638,NV,Korean,3.66451953998005,3.4009532928798216,3.9891867924207847
646,IL,Steakhouses,3.4555482187875075,3.2572663446051124,2.85
648,NC,Chinese,3.3268119966495378,3.3677098654758155,3.2839804159515698
649,NC,Diners,3.4332695082258007,3.3677098654758155,3.383904770921454
661,ON,Middle Eastern,3.6488900738495285,3.383884812754005,3.3937810744459784
666,OH,Sandwiches,3.480266288530236,3.4438005405902317,3.489965171506572
671,OH,Breakfast & Brunch,3.6182500096744934,3.4438005405902317,3.3992499637758473
673,ON,Barbeque,3.498063478910123,3.383884812754005,3.5335855020100437
681,OH,Cafes,3.685839292095314,3.4438005405902317,3.911983901422404
682,ON,Caribbean,3.7614905568618386,3.383884812754005,3.7372816340211297
693,ON,Greek,3.6267239991217015,3.383884812754005,3.2562849172682133
704,PA,Chinese,3.3268119966495378,3.5337373297985306,3.3335043614208844
706,WI,Sandwiches,3.480266288530236,3.470079310723272,3.2831201137171284
707,WI,American (Traditional),3.3632867157315407,3.470079310723272,3.5331249483964524
709,WI,Chicken Wings,2.88723880365006,3.470079310723272,2.912025693604641
711,WI,Mexican,3.4441232655272276,3.470079310723272,3.4655242212428448
712,WI,American (New),3.558475144325397,3.470079310723272,3.356640091237813
713,WI,Asian Fusion,3.5595069533088965,3.470079310723272,3.420627289377289
714,WI,Steakhouses,3.4555482187875075,3.470079310723272,3.1656218548025272
716,WI,Pizza,3.3721554223961996,3.470079310723272,3.4312724135272292
719,WI,Cafes,3.685839292095314,3.470079310723272,3.6970361509835192
723,WI,Burgers,3.027542809193245,3.470079310723272,3.026565621537856
729,WI,Italian,3.58358595921607,3.470079310723272,3.3817812972753316
733,WI,Salad,3.682919940318624,3.470079310723272,3.6061605061605064
734,WI,Fast Food,2.769225043996243,3.470079310723272,3.0182954545454543
737,WI,Chinese,3.3268119966495378,3.470079310723272,3.328698997143606
763,NV,Bakeries,3.791424783153412,3.4009532928798216,3.8844033815210928
771,NV,Greek,3.6267239991217015,3.4009532928798216,3.9205281280507194
788,AZ,Bakeries,3.791424783153412,3.4075137312490837,3.6874863035577574
834,NC,Breakfast & Brunch,3.6182500096744934,3.3677098654758155,3.515649326661345
835,NC,Seafood,3.519460405051234,3.3677098654758155,3.3261109624269767
836,NC,Fast Food,2.769225043996243,3.3677098654758155,2.8167094617800985
837,NC,Vegetarian,3.8844536040689177,3.3677098654758155,4.057721782732846
841,NC,Vietnamese,3.535271816387403,3.3677098654758155,3.6475002966049845
842,NC,Mexican,3.4441232655272276,3.3677098654758155,3.472945263281376
845,NC,Sandwiches,3.480266288530236,3.3677098654758155,3.433149903093458
847,NC,Delis,3.657462804148897,3.3677098654758155,3.5941988619347107
850,NC,Steakhouses,3.4555482187875075,3.3677098654758155,3.5082315317913535
852,NC,Sushi Bars,3.555781958866428,3.3677098654758155,3.284757885127686
858,NC,Korean,3.66451953998005,3.3677098654758155,3.804714912280702
860,NC,French,3.8620932695341232,3.3677098654758155,4.139132480710021
863,NC,Mediterranean,3.7048276102061446,3.3677098654758155,3.5800083307895805
870,IL,Mexican,3.4441232655272276,3.2572663446051124,3.651064419119975
876,IL,Barbeque,3.498063478910123,3.2572663446051124,3.563822751322751
878,NC,Desserts,3.7399471117470213,3.3677098654758155,3.62033522033522
884,NC,Japanese,3.5415580982585455,3.3677098654758155,3.550397039486611
891,NC,Soup,3.5956575061302534,3.3677098654758155,3.62950012950013
897,OH,Mediterranean,3.7048276102061446,3.4438005405902317,3.977300066495917
898,OH,Steakhouses,3.4555482187875075,3.4438005405902317,3.3298159145381367
899,OH,Italian,3.58358595921607,3.4438005405902317,3.669310851499883
918,AZ,German,3.948766154888141,3.4075137312490837,3.4477891156462586
954,NV,Soup,3.5956575061302534,3.4009532928798216,3.589766092101504
1044,PA,Pizza,3.3721554223961996,3.5337373297985306,3.576694912755768
1098,PA,Soup,3.5956575061302534,3.5337373297985306,3.618238871936694
1099,PA,Mediterranean,3.7048276102061446,3.5337373297985306,3.986442513096925
1100,PA,Vegetarian,3.8844536040689177,3.5337373297985306,3.9847327885789428
1102,PA,Mexican,3.4441232655272276,3.5337373297985306,3.4221979831475906
1105,PA,Bakeries,3.791424783153412,3.5337373297985306,4.095119225037258
1109,PA,Barbeque,3.498063478910123,3.5337373297985306,3.5384141156462583
1112,PA,Diners,3.4332695082258007,3.5337373297985306,3.3864431486880466
1113,PA,Burgers,3.027542809193245,3.5337373297985306,2.933895403615992
1114,PA,Italian,3.58358595921607,3.5337373297985306,3.627737040420824
1118,PA,Sandwiches,3.480266288530236,3.5337373297985306,3.777573353382968
1120,PA,Desserts,3.7399471117470213,3.5337373297985306,3.7990825293642203
1167,AZ,Middle Eastern,3.6488900738495285,3.4075137312490837,3.9182878483659733
1176,AZ,Chicken Wings,2.88723880365006,3.4075137312490837,2.792763674939174
1198,NC,Middle Eastern,3.6488900738495285,3.3677098654758155,3.7918856048166396
1202,NC,Thai,3.588396426526555,3.3677098654758155,3.9505204360128894
1211,NC,Salad,3.682919940318624,3.3677098654758155,3.725260963539949
1218,NC,Chicken Wings,2.88723880365006,3.3677098654758155,2.81136438038612
1239,SC,American (New),3.558475144325397,3.422749583486532,3.678815807848066
1327,QC,Chicken Wings,2.88723880365006,3.6735600143448477,3.65
1341,OH,Japanese,3.5415580982585455,3.4438005405902317,3.300424952906571
1342,AZ,Korean,3.66451953998005,3.4075137312490837,3.2420004464294503
1388,NC,Tex-Mex,3.045200522132784,3.3677098654758155,3.141462338522198
1393,NC,Greek,3.6267239991217015,3.3677098654758155,3.3960754361006376
1489,NV,Middle Eastern,3.6488900738495285,3.4009532928798216,4.01084129114892
1491,IL,Chinese,3.3268119966495378,3.2572663446051124,3.5569835393364806
1532,NC,Cafes,3.685839292095314,3.3677098654758155,3.7494625744625747
1538,PA,Middle Eastern,3.6488900738495285,3.5337373297985306,4.4889106753812635
1542,WI,Vietnamese,3.535271816387403,3.470079310723272,3.760985419808949
1568,ON,Soup,3.5956575061302534,3.383884812754005,3.3580304358701922
1582,ON,Vegetarian,3.8844536040689177,3.383884812754005,3.716525637498967
1584,ON,Salad,3.682919940318624,3.383884812754005,3.5104631760502207
1597,ON,Chicken Wings,2.88723880365006,3.383884812754005,2.9021582447060124
1601,ON,Steakhouses,3.4555482187875075,3.383884812754005,3.476468659861475
1611,SC,Greek,3.6267239991217015,3.422749583486532,4.833333333333334
1614,SC,Chinese,3.3268119966495378,3.422749583486532,3.448831869884501
1625,SC,Barbeque,3.498063478910123,3.422749583486532,3.561137820512821
1636,SC,Chicken Wings,2.88723880365006,3.422749583486532,3.6833333333333327
1665,NC,German,3.948766154888141,3.3677098654758155,4.350877192982456
1668,OH,American (New),3.558475144325397,3.4438005405902317,3.585948355730414
1669,OH,Diners,3.4332695082258007,3.4438005405902317,3.6891918950614597
1778,PA,Sushi Bars,3.555781958866428,3.5337373297985306,3.89132042200224
1779,PA,Japanese,3.5415580982585455,3.5337373297985306,3.4446591651715255
1783,PA,Latin American,3.838664183216849,3.5337373297985306,3.9111865942028987
1786,PA,Hot Dogs,3.4385187441803997,3.5337373297985306,3.814583333333333
1882,WI,Barbeque,3.498063478910123,3.470079310723272,3.9107142857142856
1883,WI,Japanese,3.5415580982585455,3.470079310723272,3.6922995354152044
1887,WI,Desserts,3.7399471117470213,3.470079310723272,4.020833333333333
1901,OH,Thai,3.588396426526555,3.4438005405902317,3.6757089954660285
1902,OH,Hot Dogs,3.4385187441803997,3.4438005405902317,3.3709899749373435
1904,OH,Desserts,3.7399471117470213,3.4438005405902317,3.9391134307022155
1905,OH,Pizza,3.3721554223961996,3.4438005405902317,3.5012094007460446
1907,OH,Fast Food,2.769225043996243,3.4438005405902317,2.6766493122262354
1909,OH,Middle Eastern,3.6488900738495285,3.4438005405902317,4.148180730625583
1911,OH,Seafood,3.519460405051234,3.4438005405902317,3.499347985654811
1912,OH,Asian Fusion,3.5595069533088965,3.4438005405902317,3.5464241776741776
1913,OH,American (Traditional),3.3632867157315407,3.4438005405902317,3.4300297646969473
1915,OH,Delis,3.657462804148897,3.4438005405902317,3.9929518398268398
1916,OH,Greek,3.6267239991217015,3.4438005405902317,3.8893930143930144
1958,QC,Soup,3.5956575061302534,3.6735600143448477,4.169642857142857
2061,PA,Indian,3.5970722801949186,3.5337373297985306,3.762020341120425
2076,PA,Asian Fusion,3.5595069533088965,3.5337373297985306,3.648282828282828
2084,PA,Cafes,3.685839292095314,3.5337373297985306,3.7391113199665833
2092,PA,Breakfast & Brunch,3.6182500096744934,3.5337373297985306,3.7415718062400036
2100,PA,French,3.8620932695341232,3.5337373297985306,3.4814460784313725
2101,PA,Caribbean,3.7614905568618386,3.5337373297985306,3.777832512315271
2110,PA,Salad,3.682919940318624,3.5337373297985306,3.6912892832532904
2130,PA,Tex-Mex,3.045200522132784,3.5337373297985306,2.983730158730159
2156,QC,Seafood,3.519460405051234,3.6735600143448477,3.9555009091150395
2196,OH,Mexican,3.4441232655272276,3.4438005405902317,3.3499786770429045
2200,OH,Burgers,3.027542809193245,3.4438005405902317,3.096721879518132
2209,PA,Chicken Wings,2.88723880365006,3.5337373297985306,3.062610801896516
2210,QC,Steakhouses,3.4555482187875075,3.6735600143448477,3.424022667578568
2331,PA,Seafood,3.519460405051234,3.5337373297985306,3.403215099291599
2340,OH,Soup,3.5956575061302534,3.4438005405902317,3.5052836566725456
2346,OH,Salad,3.682919940318624,3.4438005405902317,3.5561980684529706
2371,SC,Latin American,3.838664183216849,3.422749583486532,4.2375
2481,WI,Tex-Mex,3.045200522132784,3.470079310723272,3.237333825053123
2483,WI,Diners,3.4332695082258007,3.470079310723272,2.6214814814814815
2484,WI,Bakeries,3.791424783153412,3.470079310723272,3.81420083184789
2496,OH,Vietnamese,3.535271816387403,3.4438005405902317,3.8236257536958336
2556,NC,Caribbean,3.7614905568618386,3.3677098654758155,3.7226190476190473
2566,PA,Greek,3.6267239991217015,3.5337373297985306,3.4975595238095245
2571,PA,Delis,3.657462804148897,3.5337373297985306,4.170305973266499
2606,NV,Latin American,3.838664183216849,3.4009532928798216,3.6522222222222225
2677,IL,Indian,3.5970722801949186,3.2572663446051124,3.279891304347826
2771,OH,Chicken Wings,2.88723880365006,3.4438005405902317,2.8300659626831504
2876,WI,Thai,3.588396426526555,3.470079310723272,3.9444139194139196
2878,WI,Delis,3.657462804148897,3.470079310723272,3.934803921568628
2926,AZ,Indian,3.5970722801949186,3.4075137312490837,3.6996580192362742
2935,OH,Indian,3.5970722801949186,3.4438005405902317,3.8490952380952375
2964,PA,Korean,3.66451953998005,3.5337373297985306,3.7328177786266017
2992,WI,Indian,3.5970722801949186,3.470079310723272,3.771989530077765
2996,IL,Sushi Bars,3.555781958866428,3.2572663446051124,3.464285714285714
3011,IL,Burgers,3.027542809193245,3.2572663446051124,2.663888888888889
3038,IL,American (Traditional),3.3632867157315407,3.2572663446051124,3.551015873015873
3057,NC,Hot Dogs,3.4385187441803997,3.3677098654758155,3.5023809523809524
3058,SC,Diners,3.4332695082258007,3.422749583486532,3.916666666666667
3061,SC,American (Traditional),3.3632867157315407,3.422749583486532,3.871666666666667
3133,OH,Sushi Bars,3.555781958866428,3.4438005405902317,3.6767688553101263
3167,PA,Vietnamese,3.535271816387403,3.5337373297985306,3.7604752646827304
3276,IL,Sandwiches,3.480266288530236,3.2572663446051124,3.0923904006046863
3508,OH,Chinese,3.3268119966495378,3.4438005405902317,3.314600871837714
3561,OH,Barbeque,3.498063478910123,3.4438005405902317,3.4317140476780645
3564,OH,Tex-Mex,3.045200522132784,3.4438005405902317,2.593068783068783
3570,OH,Vegetarian,3.8844536040689177,3.4438005405902317,4.070680097795265
3624,WI,Mediterranean,3.7048276102061446,3.470079310723272,3.8121826719840213
3625,WI,Vegetarian,3.8844536040689177,3.470079310723272,4.30219298245614
3627,WI,Latin American,3.838664183216849,3.470079310723272,4.375
3659,SC,Fast Food,2.769225043996243,3.422749583486532,2.4962585034013607
3800,ON,Hot Dogs,3.4385187441803997,3.383884812754005,3.1415757275132274
3851,WI,Sushi Bars,3.555781958866428,3.470079310723272,3.3167185204390286
3878,WI,Korean,3.66451953998005,3.470079310723272,3.6847319347319347
3905,OH,Latin American,3.838664183216849,3.4438005405902317,3.908541921041921
3945,IL,Italian,3.58358595921607,3.2572663446051124,3.3492948717948723
3947,IL,Japanese,3.5415580982585455,3.2572663446051124,3.5084193584193586
3969,IL,Korean,3.66451953998005,3.2572663446051124,3.335842188114915
3971,IL,Thai,3.588396426526555,3.2572663446051124,3.489343633574403
3987,OH,French,3.8620932695341232,3.4438005405902317,4.34469696969697
4027,WI,French,3.8620932695341232,3.470079310723272,4.474747474747474
4050,SC,Burgers,3.027542809193245,3.422749583486532,2.1095238095238096
4087,NV,German,3.948766154888141,3.4009532928798216,3.932098765432098
4236,OH,Korean,3.66451953998005,3.4438005405902317,4.015051615051615
4242,OH,Caribbean,3.7614905568618386,3.4438005405902317,3.857738095238095
4342,WI,Hot Dogs,3.4385187441803997,3.470079310723272,4.325
4606,OH,Bakeries,3.791424783153412,3.4438005405902317,3.9016251221896385
4658,IL,Fast Food,2.769225043996243,3.2572663446051124,2.2829228243021347
4739,QC,Delis,3.657462804148897,3.6735600143448477,3.4816468253968256
4943,ON,German,3.948766154888141,3.383884812754005,4.047309833024118
4981,SC,Tex-Mex,3.045200522132784,3.422749583486532,3.888888888888889
5212,IL,Pizza,3.3721554223961996,3.2572663446051124,3.134114934772829
5483,QC,Caribbean,3.7614905568618386,3.6735600143448477,3.6995993589743588
5710,IL,Middle Eastern,3.6488900738495285,3.2572663446051124,3.3666666666666667
5901,IL,Salad,3.682919940318624,3.2572663446051124,4.022200263504611
5933,SC,Pizza,3.3721554223961996,3.422749583486532,3.3850000000000002
5993,SC,Middle Eastern,3.6488900738495285,3.422749583486532,4.5
6177,SC,Italian,3.58358595921607,3.422749583486532,3.1246031746031746
6367,IL,Delis,3.657462804148897,3.2572663446051124,4.1066666666666665
6607,NV,Caribbean,3.7614905568618386,3.4009532928798216,4.110852713178295
7036,WI,Greek,3.6267239991217015,3.470079310723272,3.96
7188,IL,Breakfast & Brunch,3.6182500096744934,3.2572663446051124,3.5478851540616247
7381,WI,Middle Eastern,3.6488900738495285,3.470079310723272,4.090909090909091
8157,SC,Japanese,3.5415580982585455,3.422749583486532,4.142857142857143
8158,SC,Seafood,3.519460405051234,3.422749583486532,3.6666666666666665
8216,SC,Sandwiches,3.480266288530236,3.422749583486532,3.24375
8302,PA,German,3.948766154888141,3.5337373297985306,4.24712643678161
8326,IL,Asian Fusion,3.5595069533088965,3.2572663446051124,3.640432098765432
8443,QC,Tex-Mex,3.045200522132784,3.6735600143448477,3.82125
8469,IL,Greek,3.6267239991217015,3.2572663446051124,3.5136363636363632
8485,IL,American (New),3.558475144325397,3.2572663446051124,3.251633986928104
8573,SC,Mexican,3.4441232655272276,3.422749583486532,3.1833333333333336
9161,IL,Vietnamese,3.535271816387403,3.2572663446051124,3.4629629629629637
9174,IL,Tex-Mex,3.045200522132784,3.2572663446051124,2.4333333333333336
9783,IL,Cafes,3.685839292095314,3.2572663446051124,3.0404761904761903
9808,OH,German,3.948766154888141,3.4438005405902317,4.291666666666666
10718,SC,Sushi Bars,3.555781958866428,3.422749583486532,3.4
10845,IL,Diners,3.4332695082258007,3.2572663446051124,2.722222222222222
11422,IL,Latin American,3.838664183216849,3.2572663446051124,4.055555555555555
11496,IL,Soup,3.5956575061302534,3.2572663446051124,2.333333333333333
12093,WI,Caribbean,3.7614905568618386,3.470079310723272,4.00297619047619
12325,IL,Hot Dogs,3.4385187441803997,3.2572663446051124,3.125
12500,IL,Chicken Wings,2.88723880365006,3.2572663446051124,2.513888888888889
13128,SC,Asian Fusion,3.5595069533088965,3.422749583486532,3.5909090909090913
13244,IL,Vegetarian,3.8844536040689177,3.2572663446051124,2.8
13247,WI,Soup,3.5956575061302534,3.470079310723272,4.5
13971,SC,Delis,3.657462804148897,3.422749583486532,3.8
14547,IL,Bakeries,3.791424783153412,3.2572663446051124,3.2875
15224,IL,Mediterranean,3.7048276102061446,3.2572663446051124,3.2833333333333328
15886,IL,French,3.8620932695341232,3.2572663446051124,4.0
16147,SC,Salad,3.682919940318624,3.422749583486532,3.9261538461538463
18866,SC,Soup,3.5956575061302534,3.422749583486532,4.666666666666667
20339,IL,Seafood,3.519460405051234,3.2572663446051124,2.3444444444444446
20643,IL,Desserts,3.7399471117470213,3.2572663446051124,4.0
21336,SC,Breakfast & Brunch,3.6182500096744934,3.422749583486532,3.5
21808,SC,Cafes,3.685839292095314,3.422749583486532,2.333333333333333
