,business_id,state,category,recal_stars
1309,SN0-O-CuIsyZf3LGZVEUAw,ON,Japanese,4.0
1310,2LZGeJy8qByYKB71ML-jcw,NV,American (Traditional),2.2142857142857144
1324,DbTpQB1BSi76naw2aHXouQ,ON,Seafood,2.333333333333333
1330,lFPNibSaYC3Vq4PCGaps_w,ON,Breakfast & Brunch,4.0
1332,qOuoI7hvzBAzF1Y43J7yKQ,ON,Canadian (New),5.0
1333,QePLHlU8MFaU2Sf9dzoLTg,ON,Japanese,3.4285714285714284
1354,QJg8AuqITB4t_iKrLI6tOw,ON,Delis,4.25
1358,vUqIE5La92aMJrY8kGgwsw,ON,Pizza,5.0
1359,MZ4EEf4VtkeSJURIGgp2AQ,ON,French,4.75
1363,ugDCPgJUCRuNpHSPsMZwkw,ON,Breakfast & Brunch,3.36
1388,5N8R7ALESZ30EoAzVJtabw,ON,Burgers,3.696969696969697
1421,uF86ZhygpBEGr3CudNemYA,ON,American (New),3.0
1454,4KHo1LnkM69RtWTDBdG16g,ON,Desserts,3.25
1458,RWYQMss0RzbtDGGwRI3iaQ,ON,Mexican,2.25
1462,nvbfWYxTNq5XgJkcAPcXNQ,ON,Thai,2.0
1464,Vg4N2DsGrzzoam9jS1L3Wg,ON,Burgers,3.7
1494,RkekriZhaIZ7nSJBVept6Q,ON,American (Traditional),3.083333333333333
1506,Ze4VPogvcD7inc3QuvY_yg,ON,Breakfast & Brunch,2.32
1531,TzpqNdtAZHXuIKf2xS0o2A,NV,Mexican,2.083333333333333
1543,kj4xzhQX55ajTFe9DG0YLw,ON,Bakeries,4.2
1548,D-lzSVYyaobiguo7tfSzWw,ON,Fast Food,3.5
1556,OIdOJaNS8M624F58XGV3PQ,ON,Pizza,4.0
1585,x3QeZrO_zEzuYzkj2YqBAQ,ON,Italian,4.0
1589,wjW6YN9s-iDq7l9PcUsPZw,PA,American (Traditional),4.9
1599,RhV7sraRUB3km-gF-tmDow,NV,Fast Food,3.5
1607,tJzf6H1dkuUbL-t8bzL3dw,NV,Steakhouses,3.9230769230769234
1620,FtaTjyMUIY457tPJahjg1A,NV,American (New),3.631578947368421
1639,i8hkzA5eiUXgbPjN8vK3rQ,NV,Mexican,3.0
1653,yLiaMaJFq03JxXPk4puloQ,NV,Fast Food,2.571428571428572
1660,ZibmYdOPKLlqDM9oR6xzOA,NV,Asian Fusion,3.886363636363636
1792,7_F6dA9xh2lydTtr1LCtIQ,NV,Burgers,3.0
1797,Trbt0Ex85yvwT8DHoEFCvg,NV,American (New),3.161290322580645
1890,xw6G0T2VQZAtta6RcZoAOQ,NV,Mexican,2.888888888888889
1926,T8-8C1C7QwxzZcMGK_8H4A,NV,American (Traditional),3.41025641025641
1965,QhMhM3Mhokv6V-H0MRuYTg,NV,Fast Food,1.25
1969,kfo1hXvNtGGThfrZGaWtVw,NV,Mexican,3.0
1976,XdhJ7PjfMjBmZwvKikWlkA,NV,Pizza,3.5
1978,q3dJQtwZQrrurNT-1bNKgQ,NV,Italian,4.160256410256411
2134,xoGPeHR2RPnJW470-aYBUQ,NV,American (Traditional),3.1333333333333333
2149,RqpL5Y50F9exjyHfpTzp3w,NV,Breakfast & Brunch,2.6
2164,ngs16C2M_uTq2zXamltHVw,NV,Barbeque,4.4406779661016955
2223,So132GP_uy3XbGs0KNyzyw,NV,Pizza,4.2340425531914905
2317,cZBCVzd4lg_jx8IiFz-Iag,NV,Burgers,2.2
2322,TDTASGFy_aGp6vy0i23mDA,NV,Fast Food,3.5
2324,vGAJwqvfJLoeHdaM-8eRng,NV,Tex-Mex,2.72
2349,qsJkjQoM3Hdg6Gtqp2S9_w,NV,Thai,3.672131147540984
2410,Hz-OXis4Hk9l187LPBo_8g,NV,Sandwiches,3.0
2411,h_-KUSA612pFEIGC_dCsKQ,NV,Mexican,2.888888888888889
2420,-P8dGzSVhJi-5oZ-8U2y0w,NV,Diners,2.375
2428,yz2EimDE7bBvq6b4mDe_zg,NV,Breakfast & Brunch,3.6666666666666665
2431,diY31IEunbV8MfDh81FS1A,NV,Burgers,3.8333333333333335
2467,yzmvsG3Vo-2_F3_0wHzJdA,NV,Diners,4.631578947368421
2505,T6VKCBhHojQkCWp_IYO24w,NV,Fast Food,4.0
2506,7qFtiPg0gdbk911_mj6LoA,NV,Seafood,4.5
2516,fcUZ0HlaO1bMW26tzQZVOQ,NV,American (Traditional),2.4285714285714284
2523,_R-rjgz4Kwi4f3u0clFeKg,NV,Cafes,2.0476190476190474
2544,PSRZaGGxXmOmabL2si8pKw,NV,Seafood,4.071428571428571
2572,O9LDS66IUKIBkGz_uFZKWQ,NV,American (Traditional),3.08
2597,rkqTVzTkLaWSUybaWUMIdA,NV,American (Traditional),2.9375
2629,IOEGLxXwCNiq4P-U359D7Q,NV,Sandwiches,4.2631578947368425
2686,i53HvxUdQEMllZ1XmpjjyA,NV,Pizza,2.466666666666667
2716,QC9bLPcNk6ymAOHf03pHhQ,NV,Mexican,3.0
2720,T00dMi_gQdyQkE9GKJFVSQ,NV,Mexican,3.0
2726,WRQ-9LluyivReFiQZFUujw,NV,Hot Dogs,4.505882352941176
2811,f16oe_yaGBh4AFK_mlBabw,NV,Fast Food,3.5
2817,Gt4z3AylNTsEPDkzkaC7HA,NV,Sandwiches,3.5853658536585367
2899,FaoMHRFjrZvD9_RvYZX4oQ,NV,American (Traditional),2.2
2904,iTwYEwBqer2O4OkI_7Ef9A,NV,Burgers,4.3157894736842115
2923,ozEDKl0tZw5ob1evx41gcQ,NV,American (Traditional),3.809523809523809
2965,Hv1l2caeF_A6Fahgg5DHDg,NV,Diners,3.0
2971,CHW_DPKnTqudyRaDa4vwkg,NV,Fast Food,1.7777777777777777
2980,YUE5S4ReiM4dq9qkKbDMwg,NV,Seafood,3.3548387096774195
3011,dJS3iH-odljqWS9MKEFsBA,NV,American (Traditional),3.0
3023,V2owu-O0rrlsGup3FMz2qQ,NV,Fast Food,1.25
3027,LNGBEEelQx4zbfWnlc66cw,NV,Desserts,4.036437246963563
3274,Vay9xHwcvu7VRZOddBgn-A,NV,Diners,4.21875
3338,BuFYIRXZNc0Ti-JSQ-QdvA,NV,Hot Dogs,1.4444444444444444
3347,5jTmjxb1X34EfcY1gos4tw,NV,Fast Food,2.533333333333333
3362,SXV_yKYUAFvQJirAhF0tWQ,NV,Mediterranean,3.25
3374,9a9xBjlW2RxKxD9RMgmcuQ,NV,Burgers,2.1111111111111107
3383,g8OnV26ywJlZpezdBnOWUQ,NV,Breakfast & Brunch,3.786259541984733
3776,8nDEOGVVvReXFJ2zjPh4Pw,NV,Diners,2.833333333333333
3782,6Vyp-9i1jzwK_bvisuPJpQ,NV,Seafood,3.516949152542373
3900,v5YvCuj_b26JKAqDcnReFQ,NV,Italian,4.411764705882354
3917,yvqcZrHixuf_oIUW83xUcQ,NV,Mexican,3.037037037037037
3944,QsKhwKYB3YeWXqpIPd5QMg,NV,Steakhouses,3.25
3960,w0XjeV4WIUskQy8wwQf40w,NV,American (Traditional),3.8
3995,Se-co1eXBho5A4YwMfKMIQ,NV,Breakfast & Brunch,4.269230769230768
4021,gqcJHVFCPeBRGnDf8bFzMw,NV,Steakhouses,3.7
4041,nVAJZ6BJ9PPlxDXn976R6A,NV,Burgers,4.107438016528927
4162,WyZAeMGsjUE7OToI4Jdqfw,NV,Mexican,2.9285714285714284
4190,54WM5coZonA0izd2y04p_A,NV,Sandwiches,3.125
4214,tIRn9YlrJ4Y5IyHzY72i9A,NV,Sandwiches,3.0
4218,PEGtD36MLdfcsD2hc95Kiw,NV,Chicken Wings,2.933333333333333
4233,EEePiBwchl-TIBVcTdE0RA,NV,Burgers,2.0
4235,S-oLPRdhlyL5HAknBKTUcQ,AZ,Seafood,4.450381679389314
4366,2IvrdAb6zdxr3ZqplqJHbg,NV,Mexican,2.3157894736842106
4423,iIjVO7cLD1UEmIO7G05Ujw,AZ,Breakfast & Brunch,4.0
4461,1JF9TbJ2d5hH8xsQvvklHg,AZ,Mexican,4.235294117647058
4478,poOnGeQlHEnWRAH9t_0KMg,AZ,Pizza,4.25
4486,Ap17p-tA4Ipzy1s35DfCfg,AZ,Steakhouses,4.463414634146342
4527,Yo8ODT7aFMM2xKUd1yaBVw,NV,Salad,3.875
4559,VG0nWxGsPixYLsyi49gyxQ,NV,Steakhouses,4.257731958762887
4656,KjV_68oLLSpqR96VnV68tw,NV,Fast Food,2.833333333333333
4674,zRqi6L1u-YmmVAHjeUbGMQ,NV,American (New),4.423357664233578
4811,TCoBE_BkDRrK0bWrh5VueQ,NV,Vegetarian,3.8770491803278686
4933,yfxDa8RFOvJPQh0rNtakHA,NV,Vietnamese,3.3786666666666667
5308,f4x1YBxkLrZg652xt2KR5g,NV,American (New),3.8465189873417716
5940,kYvZZ_aKaKLQKeyms74T2Q,NV,Mexican,3.5476190476190474
5982,SR0Q2hAEMJ_m23O_x-khSQ,NV,Vegetarian,4.013888888888889
6054,B_WggEKFq-ZFNui8CHPYvA,NV,Asian Fusion,4.299065420560748
6161,Wcuo6YmYj3xhCso5sMQcOw,NV,Pizza,4.586956521739131
6207,rq5dgoksPHkJwJNQKlGQ7w,NV,Breakfast & Brunch,4.144144144144144
6318,lGy7jJ9oVZUJNkmZj7ewgA,NV,Breakfast & Brunch,2.8181818181818183
6395,kZspuWnM0Y-Losvk2Rl0lA,NV,Mediterranean,3.25
6423,0d0i0FaJq1GIeW1rS2D-5w,NV,Breakfast & Brunch,4.3739837398373975
6546,wPiRP76arN0NB3M1ZXXp7g,NV,Italian,3.3095238095238093
6630,D1Zz5Ea3kgsHUMDH0M-jNA,NV,Sandwiches,5.0
6631,8b5ll2kjXfjgFIqWsjkr8Q,NV,American (Traditional),2.5454545454545454
6642,DESv2ys6SjBKA4SyDtJvxw,NV,Italian,4.353448275862069
6758,BCAw9a_kyx2RddRH9tMmKQ,NV,American (Traditional),3.2931034482758617
6874,d4qwVw4PcN-_2mK2o1Ro1g,NV,Mexican,3.3983050847457625
6992,bNpgu9sr3K18oLLw-eL75A,NV,Japanese,3.5769230769230766
7018,5Dccw539NNtnyCgTu5ed5A,NV,Chinese,3.5
7064,E7VRsyNQWPteH6_qI4j7bw,NV,Vegetarian,3.9516129032258074
7126,3QcTqsdxQBlSndBdMJBRhQ,NV,American (New),4.285714285714286
7140,Sovgwq-E-n6wLqNh3X_rXg,NV,Mexican,4.126984126984127
7266,S1Gpj_cqlEzitBCGAXj5aA,NV,Indian,3.804347826086957
7312,VfFHPsPtTW4Mgx0eHDyJiQ,NV,Italian,4.046511627906977
7355,tcfL9_Qe-12eX4rdmK_6XA,NV,Asian Fusion,3.571428571428572
7397,pzIcN449xQWWyPWsmj10OA,NV,American (Traditional),2.5
7401,pHJu8tj3sI8eC5aIHLFEfQ,NV,Italian,4.0740740740740735
7590,SzBpr6or7BQcjc-e3ARLjw,NV,Breakfast & Brunch,4.136363636363637
7612,MohTx0z3LnzAnr0bIsstHQ,NV,American (New),3.4166666666666665
7624,vOfz55MmWgjNQ3BA2PnhgQ,NV,American (Traditional),3.8732394366197194
7695,WcGKG8_rDVBVx6lSTlWiDA,NV,Mexican,2.96
7720,emCZVTnhkDEQUaAz5wJq1w,NV,American (Traditional),2.3
7730,nFR7dDedxRuBeZz_6Cdalg,AZ,Breakfast & Brunch,3.724137931034482
7759,BcW7Z9lPmOB_8eS2lEuOqQ,NV,Steakhouses,3.7804878048780486
7841,A5Rkh7UymKm0_Rxm9K2PJw,NV,Seafood,3.9425287356321834
8015,1DP5vHxJzCDbgawv0WC3yA,NV,Diners,3.945652173913044
8107,EHDcxAlrrP4VPiZuQlrIrg,NV,Mexican,2.8181818181818183
8118,hDlRzzxfVkVNjnveJ8sLmg,NV,American (New),3.85
8138,sOYsxYYFl03PhHmz_rBDZQ,NV,American (New),4.226190476190475
8222,GI-CAiZ_Gg3h21PwrANB4Q,NV,American (Traditional),4.290322580645161
8377,lOQPeguczAueJnLmDUTfGg,NV,Mexican,4.175
8457,lMYs3z3Y7977TVMn6OWObA,NV,American (Traditional),3.7647058823529416
8508,3ajqOW9A7VhResA08I7RTg,NV,American (New),3.907894736842105
8584,w2yx8dfNXi3TcPZSdQOw3A,NV,Italian,3.5517241379310347
8642,5CJL_2-XwCGBmOav4mFdYg,NV,Thai,3.5
8712,AtD6B83S4Mbmq0t7iDnUVA,NV,Vegetarian,4.4140625
8840,UTXNr62dGSK-tet8OeXUcQ,NV,Steakhouses,4.142857142857143
8952,q-YQIvBSNZxYJl1xuB0H_w,AZ,Breakfast & Brunch,5.0
8956,0AQnRQw34IQW9-1gJkYnMA,NV,Mexican,3.251748251748252
9099,TqUVH7Ox_3qEkCxCCS_l3Q,NV,Seafood,3.4473684210526314
9137,LYWbyu1EQM2o5hwHG5_Ldg,NV,Sushi Bars,3.536363636363636
9247,lfXfxBms5z1nwzkxxLFBWg,NV,Tex-Mex,2.6666666666666665
9262,Er8DpPwf_lHHv64ncWhD8g,NV,Breakfast & Brunch,3.6913580246913575
9343,QXV3L_QFGj8r6nWX2kS2hA,NV,Tex-Mex,4.265486725663717
9456,vyDW7_CHhDUJshMqaSjj0g,AZ,Burgers,2.96875
9488,vz8HFGsITt6aj-nyXkAEFg,AZ,Mexican,3.4642857142857144
9544,L_ZLtfHvfzfoNVQ0-okTXg,NV,Steakhouses,3.935897435897436
9700,PDIh1lVtKlUqPJROXYJQvQ,NV,American (New),3.771084337349397
9783,SsN-SaGGkJn2Qm-jSDQ4aQ,NV,Pizza,3.701030927835052
9880,eTXYID00jGxq1vZpntBUFw,NV,Steakhouses,4.512195121951219
9921,0NmTwqYEQiKErDv4a55obg,NV,Italian,4.141104294478526
10084,YDeN4OHayfKocEo7Tz4jMg,NC,Pizza,3.0
10090,d_L-rfS1vT3JMzgCUGtiow,NV,Breakfast & Brunch,3.790055248618784
10271,Yp9w4nhUowBU_IS_StFXbQ,NV,French,4.254901960784314
10322,QJatAcxYgK1Zp9BRZMAx7g,NV,Burgers,4.008797653958944
10663,BG8lvZoPTrPJqcvTh-ytzg,NV,Seafood,4.6
10678,Rd11Bosr8JkfoUhZLzpuxg,NV,Steakhouses,4.305555555555555
10750,NRn6yqCq3yAh7NtKBt79xQ,NV,Italian,2.8260869565217392
10773,BOMgSyi4-TYAnjVn3m0z3A,NV,Cafes,3.5625
10789,mcXRNuN1MsgXYt8B2MWz2Q,AZ,Mexican,1.25
10793,n1Ng1q300iLHYZELtOd5FA,NV,Steakhouses,4.24
10818,v9u0NgjA4iQeKGevFnYSCA,AZ,American (New),3.6666666666666665
10881,e13SEvJud_vgeDR_doL4sQ,NV,Mexican,3.8947368421052633
10957,JsCKeWHA8n_5mFQ3F6t4UA,NV,Desserts,3.63768115942029
11026,yZnEwqTGpkrj_mga5zeZmQ,NV,Delis,2.75
11030,Cr4ipI-tr-R8Q0NilkWNkA,NV,American (New),3.7909090909090915
11140,MAuSh7NKoT__CQ4BumoayA,NV,Mexican,3.3846153846153846
11231,yymNrvk1cioG5Bn5lWH2QQ,NC,American (Traditional),2.772727272727273
11253,k1q9f7aJ2TsoSbeA8Qm1aA,NV,Chinese,3.1304347826086962
11276,klddGAcNIpE_aB5sd1hNXw,NV,American (New),3.7894736842105265
11352,0S4WFZJZhVeM3aAqKjLz1w,NV,Steakhouses,3.5806451612903225
11383,LwQB9H3jZ9wTk24Lr-AnZQ,NV,Pizza,3.9457364341085266
11512,UT6L3b7Zll_nvRidijiDSA,NV,Pizza,3.8780487804878048
11594,3l54GTr8-E3XPbIxnF_sAA,AZ,Sandwiches,4.305164319248826
11807,VGWEpMEkzQopS5lUNd06Sw,NV,American (Traditional),3.456140350877193
11864,UE3AvVnaPEBPneVahYT2eA,AZ,American (Traditional),4.168224299065421
11971,pKk7jCFIm96qDdk0laVT2w,NV,American (New),3.9612403100775193
12100,u7CxxEzx8hvjoJ8onN4zTg,PA,Fast Food,3.684210526315789
12157,YhCAJ8acd1X7GkCHPhD8Xw,NV,Burgers,3.3165467625899283
12296,YZyyG21xcwPQLqYh8pI-Ow,NV,Chicken Wings,2.833333333333333
12302,ZosrzTfiiPhbURA04AQTUA,NV,Sandwiches,3.24
12327,P7pxQFqr7yBKMMI2J51udw,NV,American (Traditional),3.9577836411609497
12706,iCQpiavjjPzJ5_3gPD5Ebg,NV,Pizza,4.1909090909090905
13256,WlTeMP8p3m1b3LxkfBllLQ,NV,Fast Food,3.5
13260,a0v7Si0DK4cIko7AQY4YXg,NV,Breakfast & Brunch,4.247524752475248
13361,4KmrrhtfnngTVFa2d5LAjg,NV,Italian,3.2
13416,pLMPpaJ7whp86uL_3ezwMg,NV,Burgers,3.795918367346939
13514,VYuMUCoN6LWTxM80_itq1Q,AZ,Burgers,3.333333333333333
13535,G-5kEa6E6PD5fkBRuA7k9Q,NV,Italian,3.6557971014492754
13811,lKq4Qsz13FDcAVgp49uukQ,NV,Pizza,3.6666666666666665
13880,Fy4t2XHIRKwMk_ocCZze0Q,NV,Breakfast & Brunch,4.03125
13944,3cg4pKBL8DTFXCtZ5y9V4g,NV,American (New),3.8
13954,7Xw_vv-ekUL2sTqipnKT0g,NV,Chicken Wings,2.642857142857143
13996,hdZ_4Vd9opGm5UajNUuhwA,NV,Italian,3.888888888888889
14005,7ddnq3YQSKguGK15etqGLQ,PA,American (Traditional),3.25
14009,qdd1DHfeKHE72_djJxCJdQ,AZ,Mexican,2.772727272727273
14031,JtjXRSvLtZhWeCcZ5aJeZA,AZ,Diners,3.1428571428571432
14038,ZHQU79PMUGCX0fEoyCcWlw,AZ,Caribbean,3.90625
14070,yvJqxVTO_qwRGLMtUrqzQw,AZ,Italian,4.4444444444444455
14079,Hr5h_LG9TMBLlFz_Oici0A,AZ,American (New),3.4303797468354436
14158,eN8mkjt_q686hGKi-A9ceg,AZ,Greek,4.142857142857143
14186,vBV5IbpTgUKuu2HlneE2NA,AZ,Mexican,3.388888888888889
14204,UBQRhqRMW4Sk7kSZvZ1iAQ,AZ,Cafes,4.012658227848101
14283,WEoivlVObGE03PiWvVvXYA,AZ,Steakhouses,2.4347826086956523
14306,5aRyuqJZSGp1fNXHQHMLjg,AZ,Italian,4.0606060606060606
14339,_XN-GwzZwAyIqLKJsl2htg,AZ,Asian Fusion,3.900826446280992
14460,ygZSfAsnlztdeWZOlJA2Ug,AZ,Italian,3.555555555555556
14469,Qng9lEqWA9uTtm6oq2rZuw,AZ,Mediterranean,4.523809523809524
14490,jZ8ogksrNzUmREJggc1YOQ,AZ,Steakhouses,4.081632653061225
14539,PWW_jT4tHP_r1S18ePJyTQ,AZ,Mediterranean,3.4
14559,XMMLRvV4IMxIGyc4H37LxA,AZ,Salad,4.013986013986013
14702,6C_8Mh4lmLc_QEs3hHleBg,AZ,Mexican,4.523809523809524
14723,Jc2X0JqdBupkOzTPZtbcWA,AZ,Burgers,3.1818181818181817
14734,-tcJmqzfaeEnpFMAelB7bA,AZ,Mediterranean,3.4
14754,moZpwq1hNxC-uJRpfupOTA,AZ,Breakfast & Brunch,3.80188679245283
14860,m1krp3dyJorAbV0HQC-TRQ,AZ,American (Traditional),3.0
14861,6MhY_9EkUkKCvvN8rzXZzg,AZ,Chinese,3.3571428571428568
14875,9MJDPVeLqAWLqdWF4Heqvg,AZ,Mexican,2.4444444444444446
14884,x5vSE0-NO_YSZtOnitLWuQ,AZ,Delis,3.2857142857142856
14905,QYIhMNwxXejDoCr-F1BxDg,AZ,Thai,4.256410256410256
14944,XvTBQotmJpVPjPNaMM7qLA,AZ,American (New),3.901639344262295
15005,nist6UGz0213A9kTrwHJ3A,AZ,Italian,2.25
15009,AJ8DDFm6QaihAPZI3wFBHw,AZ,Desserts,4.133333333333334
15024,sKWZ_tAOVMZoC4Qk8_Bd4A,AZ,Pizza,4.230769230769232
15050,adTbcC7JgvzYg7AD_Ga-rg,AZ,Latin American,3.733333333333333
15065,UY13CTgUqriT-fMxT2APLw,AZ,Vietnamese,4.0
15115,p4GMQauk2iqZnN6cj81s3g,AZ,Asian Fusion,3.0
15119,DTvcpHf2gGKgSujUVXA7sA,AZ,Mexican,3.4
15129,Wnq5to0-jXyh0-_jRZ6VOQ,AZ,American (Traditional),3.641025641025641
15168,EUQoB_ph7_xIyj7JZGI3bg,AZ,Italian,3.4255319148936163
15215,8F-CalsRSKiPjjsx8ql8Lg,AZ,Fast Food,3.1052631578947367
15234,IUTU_8qM7M8j9A1TbmMjYA,AZ,Vegetarian,3.954545454545455
15256,J07TDs6qnTIaxm48EL1cKQ,AZ,Caribbean,4.044776119402985
15390,V81Ahkb9QFlbEx4PoeRiyA,AZ,Breakfast & Brunch,2.833333333333333
15396,XfNDmxQiG5nZVZe-JY10NA,AZ,Delis,3.333333333333333
15399,21fK0m8sQFbRQv3RlskE2w,AZ,Pizza,3.333333333333333
15414,P6c0lV9DeJ6ofntpTWyqhA,AZ,Mexican,3.6666666666666665
15438,x9HvTsA83c5r-muemxw_9A,AZ,Thai,4.0
15460,BzZNKx6Des02RuAtT-uOPw,AZ,Asian Fusion,3.111111111111111
15469,-o082vExIs0VVNSuZmiTQA,AZ,Mexican,3.3943661971830985
15540,MbAsfN3wwV22K7GZsgcBqA,AZ,Mexican,3.5217391304347827
15563,rBTlmcEEQka-7cdU6ByrYg,AZ,Mediterranean,3.6
15568,w3JBz9gLbZ0CKWQM07nONw,AZ,Steakhouses,2.5
15580,jvwzhzA9vsfJHCdlbLkHZw,AZ,Asian Fusion,3.6666666666666665
15589,prh-RlduJU3z3ynA5lU3Wg,AZ,Breakfast & Brunch,3.569230769230769
15654,XC06xxb7FFYsXcI2E38IIw,AZ,Steakhouses,4.242105263157895
15749,8ciT6qjI18x9EPtOb-gqYQ,AZ,French,4.0
15777,gHutuGMMMH-5Qv9DbemLFw,AZ,Delis,3.75
15801,ms7cmWkPiSBDTnz-1sv2kQ,AZ,Caribbean,3.836363636363637
15856,IsoLzudHC50oJLiEWpwV-w,AZ,Breakfast & Brunch,4.367741935483871
16011,JzOp695tclcNCNMuBl7oxA,AZ,American (New),4.265232974910393
16290,h301hAHfIGqVYIlBzs5EgA,AZ,Mediterranean,4.285714285714286
