,num_revs,state,category
114,2,QC,Diners
115,2,QC,Diners
116,1,QC,Diners
117,2,QC,Diners
118,4,QC,Diners
119,2,QC,Diners
120,1,QC,Diners
121,2,QC,Diners
122,4,QC,Diners
123,2,QC,Diners
124,2,QC,Diners
125,1,QC,Diners
126,2,QC,Diners
127,2,QC,Diners
128,2,QC,Diners
129,1,QC,Diners
130,2,QC,Diners
131,1,QC,Diners
132,2,QC,Diners
133,1,QC,Diners
134,3,QC,Diners
135,1,QC,Diners
136,3,QC,Diners
137,1,QC,Diners
138,1,QC,Diners
139,1,QC,Diners
140,1,QC,Diners
141,2,QC,Diners
142,2,QC,Diners
143,1,QC,Diners
144,2,QC,Diners
145,1,QC,Diners
146,2,QC,Diners
147,1,QC,Diners
148,1,QC,Diners
149,2,QC,Diners
150,1,QC,Diners
151,1,QC,Diners
152,1,QC,Diners
153,2,QC,Diners
154,1,QC,Diners
155,1,QC,Diners
156,1,QC,Diners
157,1,QC,Diners
158,2,QC,Diners
159,1,QC,Diners
160,1,QC,Diners
161,1,QC,Diners
162,1,QC,Diners
163,2,QC,Diners
164,1,QC,Diners
165,1,QC,Diners
166,2,QC,Diners
167,1,QC,Diners
168,1,QC,Diners
169,1,QC,Diners
170,1,QC,Diners
171,1,QC,Diners
172,1,QC,Diners
173,1,QC,Diners
174,1,QC,Diners
175,1,QC,Diners
176,1,QC,Diners
177,1,QC,Diners
178,1,QC,Diners
179,2,QC,Diners
180,1,QC,Diners
181,1,QC,Diners
182,1,QC,Diners
183,2,QC,Diners
184,1,QC,Diners
185,1,QC,Diners
186,1,QC,Diners
187,1,QC,Diners
188,1,QC,Diners
189,1,QC,Diners
190,1,QC,Diners
191,1,QC,Diners
192,1,QC,Diners
193,1,QC,Diners
194,1,QC,Diners
195,1,QC,Diners
196,12,QC,Canadian (New)
197,2,QC,Canadian (New)
198,2,QC,Canadian (New)
199,7,QC,Canadian (New)
200,5,QC,Canadian (New)
201,1,QC,Canadian (New)
202,5,QC,Canadian (New)
203,4,QC,Canadian (New)
204,9,QC,Canadian (New)
205,2,QC,Canadian (New)
206,4,QC,Canadian (New)
207,3,QC,Canadian (New)
208,10,QC,Canadian (New)
209,7,QC,Canadian (New)
210,2,QC,Canadian (New)
211,4,QC,Canadian (New)
212,4,QC,Canadian (New)
213,6,QC,Canadian (New)
214,4,QC,Canadian (New)
215,3,QC,Canadian (New)
216,1,QC,Canadian (New)
217,6,QC,Canadian (New)
218,6,QC,Canadian (New)
219,5,QC,Canadian (New)
220,4,QC,Canadian (New)
221,7,QC,Canadian (New)
222,5,QC,Canadian (New)
223,1,QC,Canadian (New)
224,3,QC,Canadian (New)
225,5,QC,Canadian (New)
226,4,QC,Canadian (New)
227,2,QC,Canadian (New)
228,4,QC,Canadian (New)
229,3,QC,Canadian (New)
230,6,QC,Canadian (New)
231,4,QC,Canadian (New)
232,3,QC,Canadian (New)
233,4,QC,Canadian (New)
234,6,QC,Canadian (New)
235,3,QC,Canadian (New)
236,4,QC,Canadian (New)
237,1,QC,Canadian (New)
238,5,QC,Canadian (New)
239,4,QC,Canadian (New)
240,1,QC,Canadian (New)
241,8,QC,Canadian (New)
242,3,QC,Canadian (New)
243,4,QC,Canadian (New)
244,5,QC,Canadian (New)
245,3,QC,Canadian (New)
246,4,QC,Canadian (New)
247,2,QC,Canadian (New)
248,2,QC,Canadian (New)
249,7,QC,Canadian (New)
250,2,QC,Canadian (New)
251,2,QC,Canadian (New)
252,2,QC,Canadian (New)
253,11,QC,Canadian (New)
254,7,QC,Canadian (New)
255,2,QC,Canadian (New)
256,2,QC,Canadian (New)
257,1,QC,Canadian (New)
258,9,QC,Canadian (New)
259,8,QC,Canadian (New)
260,1,QC,Canadian (New)
261,5,QC,Canadian (New)
262,2,QC,Canadian (New)
263,10,QC,Canadian (New)
264,5,QC,Canadian (New)
265,6,QC,Canadian (New)
266,3,QC,Canadian (New)
267,7,QC,Canadian (New)
268,5,QC,Canadian (New)
269,1,QC,Canadian (New)
270,4,QC,Canadian (New)
271,2,QC,Canadian (New)
272,4,QC,Canadian (New)
273,5,QC,Canadian (New)
274,1,QC,Canadian (New)
275,4,QC,Canadian (New)
276,2,QC,Canadian (New)
277,9,QC,Canadian (New)
278,9,QC,Canadian (New)
279,2,QC,Canadian (New)
280,4,QC,Canadian (New)
281,4,QC,Canadian (New)
282,7,QC,Canadian (New)
283,4,QC,Canadian (New)
284,4,QC,Canadian (New)
285,2,QC,Canadian (New)
286,3,QC,Canadian (New)
287,4,QC,Canadian (New)
288,1,QC,Canadian (New)
289,2,QC,Canadian (New)
290,3,QC,Canadian (New)
291,1,QC,Canadian (New)
292,5,QC,Canadian (New)
293,1,QC,Canadian (New)
294,2,QC,Canadian (New)
295,6,QC,Canadian (New)
296,4,QC,Canadian (New)
297,3,QC,Canadian (New)
298,3,QC,Canadian (New)
299,9,QC,Canadian (New)
300,6,QC,Canadian (New)
301,4,QC,Canadian (New)
302,6,QC,Canadian (New)
303,5,QC,Canadian (New)
304,4,QC,Canadian (New)
305,2,QC,Canadian (New)
306,3,QC,Canadian (New)
307,1,QC,Canadian (New)
308,4,QC,Canadian (New)
309,4,QC,Canadian (New)
310,5,QC,Canadian (New)
311,4,QC,Canadian (New)
312,5,QC,Canadian (New)
313,2,QC,Canadian (New)
314,5,QC,Canadian (New)
315,3,QC,Canadian (New)
316,3,QC,Canadian (New)
317,4,QC,Canadian (New)
318,6,QC,Canadian (New)
319,3,QC,Canadian (New)
320,4,QC,Canadian (New)
321,5,QC,Canadian (New)
322,2,QC,Canadian (New)
323,2,QC,Canadian (New)
324,4,QC,Canadian (New)
325,2,QC,Canadian (New)
326,5,QC,Canadian (New)
327,3,QC,Canadian (New)
328,4,QC,Canadian (New)
329,2,QC,Canadian (New)
330,2,QC,Canadian (New)
331,1,QC,Canadian (New)
332,1,QC,Canadian (New)
333,2,QC,Canadian (New)
334,2,QC,Canadian (New)
335,3,QC,Canadian (New)
336,2,QC,Canadian (New)
337,1,QC,Canadian (New)
338,2,QC,Canadian (New)
339,3,QC,Canadian (New)
340,2,QC,Canadian (New)
341,2,QC,Canadian (New)
342,4,QC,Canadian (New)
343,4,QC,Canadian (New)
344,4,QC,Canadian (New)
345,1,QC,Canadian (New)
346,9,QC,Canadian (New)
347,1,QC,Canadian (New)
348,10,QC,Canadian (New)
349,5,QC,Canadian (New)
350,4,QC,Canadian (New)
351,1,QC,Canadian (New)
352,5,QC,Canadian (New)
353,7,QC,Canadian (New)
354,4,QC,Canadian (New)
355,8,QC,Canadian (New)
356,5,QC,Canadian (New)
357,4,QC,Canadian (New)
358,6,QC,Canadian (New)
359,2,QC,Canadian (New)
360,1,QC,Canadian (New)
361,3,QC,Canadian (New)
362,1,QC,Canadian (New)
363,1,QC,Canadian (New)
364,2,QC,Canadian (New)
365,2,QC,Canadian (New)
366,1,QC,Canadian (New)
367,3,QC,Canadian (New)
368,1,QC,Canadian (New)
369,4,QC,Canadian (New)
370,2,QC,Canadian (New)
371,2,QC,Canadian (New)
372,4,QC,Canadian (New)
373,2,QC,Canadian (New)
374,2,QC,Canadian (New)
375,5,QC,Canadian (New)
376,2,QC,Canadian (New)
377,1,QC,Canadian (New)
378,2,QC,Canadian (New)
379,3,QC,Canadian (New)
380,1,QC,Canadian (New)
381,6,QC,Canadian (New)
382,2,QC,Canadian (New)
383,3,QC,Canadian (New)
384,2,QC,Canadian (New)
385,2,QC,Canadian (New)
386,2,QC,Canadian (New)
387,1,QC,Canadian (New)
388,2,QC,Canadian (New)
389,6,QC,Canadian (New)
390,3,QC,Canadian (New)
391,2,QC,Canadian (New)
392,1,QC,Canadian (New)
393,1,QC,Canadian (New)
394,1,QC,Canadian (New)
395,4,QC,Canadian (New)
396,2,QC,Canadian (New)
397,2,QC,Canadian (New)
398,1,QC,Canadian (New)
399,1,QC,Canadian (New)
400,3,QC,Canadian (New)
401,6,QC,Canadian (New)
402,1,QC,Canadian (New)
403,1,QC,Canadian (New)
404,3,QC,Canadian (New)
405,4,QC,Canadian (New)
406,4,QC,Canadian (New)
407,3,QC,Canadian (New)
408,2,QC,Canadian (New)
409,3,QC,Canadian (New)
410,3,QC,Canadian (New)
411,3,QC,Canadian (New)
412,3,QC,Canadian (New)
413,1,QC,Canadian (New)
414,1,QC,Canadian (New)
415,2,QC,Canadian (New)
416,1,QC,Canadian (New)
417,3,QC,Canadian (New)
418,3,QC,Canadian (New)
419,3,QC,Canadian (New)
420,3,QC,Canadian (New)
421,1,QC,Canadian (New)
422,1,QC,Canadian (New)
423,4,QC,Canadian (New)
424,1,QC,Canadian (New)
425,1,QC,Canadian (New)
426,3,QC,Canadian (New)
427,1,QC,Canadian (New)
428,1,QC,Canadian (New)
429,2,QC,Canadian (New)
430,2,QC,Canadian (New)
431,1,QC,Canadian (New)
432,1,QC,Canadian (New)
433,1,QC,Canadian (New)
434,3,QC,Canadian (New)
435,2,QC,Canadian (New)
436,2,QC,Canadian (New)
437,2,QC,Canadian (New)
438,1,QC,Canadian (New)
439,2,QC,Canadian (New)
440,1,QC,Canadian (New)
441,1,QC,Canadian (New)
442,1,QC,Canadian (New)
443,2,QC,Canadian (New)
444,1,QC,Canadian (New)
445,1,QC,Canadian (New)
446,2,QC,Canadian (New)
447,2,QC,Canadian (New)
448,3,QC,Canadian (New)
449,2,QC,Canadian (New)
450,1,QC,Canadian (New)
451,1,QC,Canadian (New)
452,2,QC,Canadian (New)
453,1,QC,Canadian (New)
454,2,QC,Canadian (New)
455,1,QC,Canadian (New)
456,1,QC,Canadian (New)
457,1,QC,Canadian (New)
458,1,QC,Canadian (New)
459,1,QC,Canadian (New)
460,2,QC,Canadian (New)
461,2,QC,Canadian (New)
462,1,QC,Canadian (New)
463,2,QC,Canadian (New)
464,1,QC,Canadian (New)
465,1,QC,Canadian (New)
466,1,QC,Canadian (New)
467,1,QC,Canadian (New)
468,3,QC,Canadian (New)
469,1,QC,Canadian (New)
470,1,QC,Canadian (New)
471,1,QC,Canadian (New)
472,1,QC,Canadian (New)
473,1,QC,Canadian (New)
474,2,QC,Canadian (New)
475,1,QC,Canadian (New)
476,1,QC,Canadian (New)
477,2,QC,Canadian (New)
478,1,QC,Canadian (New)
479,1,QC,Canadian (New)
480,1,QC,Canadian (New)
481,1,QC,Canadian (New)
482,1,QC,Fast Food
483,1,QC,Fast Food
484,1,QC,Fast Food
485,1,QC,Fast Food
486,1,QC,Fast Food
487,1,QC,Fast Food
488,2,QC,Fast Food
489,1,QC,Fast Food
490,1,QC,Fast Food
491,1,QC,Fast Food
492,1,QC,Fast Food
493,1,QC,Fast Food
494,1,QC,Fast Food
495,1,QC,Fast Food
496,1,QC,Fast Food
497,1,QC,Fast Food
498,1,QC,Fast Food
499,2,QC,Fast Food
500,1,QC,Fast Food
501,1,QC,Fast Food
502,2,QC,Fast Food
503,1,QC,Fast Food
504,2,QC,Fast Food
505,1,QC,Fast Food
506,2,QC,Fast Food
507,1,QC,Fast Food
508,1,QC,Fast Food
509,1,QC,Fast Food
510,2,QC,Fast Food
511,1,QC,Fast Food
512,2,QC,Fast Food
513,1,QC,Fast Food
514,3,QC,Fast Food
515,1,QC,Fast Food
516,2,QC,Fast Food
517,1,QC,Fast Food
518,2,QC,Fast Food
519,1,QC,Fast Food
520,2,QC,Fast Food
521,1,QC,Fast Food
522,2,QC,Fast Food
523,1,QC,Fast Food
524,1,QC,Fast Food
525,2,QC,Fast Food
526,1,QC,Fast Food
527,1,QC,Fast Food
528,1,QC,Fast Food
529,1,QC,Fast Food
530,1,QC,Fast Food
531,1,QC,Fast Food
532,1,QC,Fast Food
533,2,QC,Fast Food
534,1,QC,Fast Food
535,1,QC,Fast Food
536,1,QC,Fast Food
537,1,QC,Fast Food
538,1,QC,Fast Food
539,1,QC,Fast Food
540,1,QC,Fast Food
541,1,QC,Fast Food
542,1,QC,Fast Food
543,2,QC,Fast Food
544,1,QC,Fast Food
545,1,QC,Fast Food
546,1,QC,Fast Food
547,1,QC,Fast Food
548,2,QC,Fast Food
549,1,QC,Fast Food
550,2,QC,Fast Food
551,1,QC,Fast Food
552,1,QC,Fast Food
553,2,QC,Fast Food
554,1,QC,Fast Food
555,1,QC,Fast Food
556,1,QC,Fast Food
557,1,QC,Fast Food
558,1,QC,Fast Food
559,1,QC,Fast Food
560,1,QC,Fast Food
561,1,QC,Fast Food
562,1,QC,Fast Food
563,1,QC,Fast Food
564,1,QC,Fast Food
565,1,QC,Fast Food
566,1,QC,Fast Food
567,1,QC,Fast Food
568,1,QC,Fast Food
569,1,QC,Fast Food
570,2,QC,Bakeries
571,2,QC,Bakeries
572,1,QC,Bakeries
573,2,QC,Bakeries
574,1,QC,Bakeries
575,1,QC,Bakeries
576,4,QC,Bakeries
577,6,QC,Bakeries
578,2,QC,Bakeries
579,2,QC,Bakeries
580,1,QC,Bakeries
581,1,QC,Bakeries
582,4,QC,Bakeries
583,2,QC,Bakeries
584,2,QC,Bakeries
585,3,QC,Bakeries
586,2,QC,Bakeries
587,2,QC,Bakeries
588,2,QC,Bakeries
589,1,QC,Bakeries
590,1,QC,Bakeries
591,1,QC,Bakeries
592,3,QC,Bakeries
593,1,QC,Bakeries
594,2,QC,Bakeries
595,1,QC,Bakeries
596,1,QC,Bakeries
597,2,QC,Bakeries
598,2,QC,Bakeries
599,1,QC,Bakeries
600,1,QC,Bakeries
601,1,QC,Bakeries
602,1,QC,Bakeries
603,1,QC,Bakeries
604,2,QC,Bakeries
605,3,QC,Bakeries
606,2,QC,Bakeries
607,1,QC,Bakeries
608,1,QC,Bakeries
609,1,QC,Bakeries
610,2,QC,Bakeries
611,1,QC,Bakeries
612,1,QC,Bakeries
613,1,QC,Bakeries
614,3,QC,Bakeries
615,1,QC,Bakeries
616,1,QC,Bakeries
617,2,QC,Bakeries
618,1,QC,Bakeries
619,2,QC,Bakeries
620,1,QC,Bakeries
621,1,QC,Bakeries
622,1,QC,Bakeries
623,1,QC,Bakeries
624,4,QC,Bakeries
625,1,QC,Bakeries
626,3,QC,Bakeries
627,1,QC,Bakeries
628,1,QC,Bakeries
629,1,QC,Bakeries
630,2,QC,Bakeries
631,1,QC,Bakeries
632,1,QC,Bakeries
633,1,QC,Bakeries
634,1,QC,Bakeries
635,2,QC,Bakeries
636,1,QC,Bakeries
637,1,QC,Bakeries
638,2,QC,Bakeries
639,2,QC,Bakeries
640,1,QC,Bakeries
641,2,QC,Bakeries
642,1,QC,Bakeries
643,2,QC,Bakeries
644,1,QC,Bakeries
645,1,QC,Bakeries
646,2,QC,Bakeries
647,2,QC,Bakeries
648,1,QC,Bakeries
649,1,QC,Bakeries
650,1,QC,Bakeries
651,1,QC,Bakeries
652,1,QC,Bakeries
653,1,QC,Bakeries
654,1,QC,Bakeries
655,1,QC,Bakeries
656,1,QC,Bakeries
657,1,QC,Bakeries
658,1,QC,Bakeries
659,1,QC,Bakeries
660,1,QC,Bakeries
661,1,QC,Bakeries
662,1,QC,Bakeries
663,1,QC,Bakeries
664,1,QC,Bakeries
665,1,QC,Bakeries
666,1,QC,Bakeries
667,9,ON,Thai
668,12,ON,Thai
669,2,ON,Thai
670,9,ON,Thai
671,4,ON,Thai
672,8,ON,Thai
673,4,ON,Thai
674,4,ON,Thai
675,5,ON,Thai
676,2,ON,Thai
677,6,ON,Thai
678,12,ON,Thai
679,3,ON,Thai
680,14,ON,Thai
681,6,ON,Thai
682,11,ON,Thai
683,5,ON,Thai
684,9,ON,Thai
685,5,ON,Thai
686,8,ON,Thai
687,4,ON,Thai
688,8,ON,Thai
689,13,ON,Thai
690,9,ON,Thai
691,8,ON,Thai
692,16,ON,Thai
693,3,ON,Thai
694,8,ON,Thai
695,15,ON,Thai
696,4,ON,Thai
697,4,ON,Thai
698,10,ON,Thai
699,9,ON,Thai
700,5,ON,Thai
701,4,ON,Thai
702,5,ON,Thai
703,8,ON,Thai
704,4,ON,Thai
705,5,ON,Thai
706,14,ON,Thai
707,4,ON,Thai
708,3,ON,Thai
709,10,ON,Thai
710,11,ON,Thai
711,13,ON,Thai
712,1,ON,Thai
713,10,ON,Thai
714,5,ON,Thai
715,7,ON,Thai
716,11,ON,Thai
717,11,ON,Thai
718,12,ON,Thai
719,7,ON,Thai
720,14,ON,Thai
721,13,ON,Thai
722,9,ON,Thai
723,9,ON,Thai
724,14,ON,Thai
725,9,ON,Thai
726,7,ON,Thai
727,6,ON,Thai
728,10,ON,Thai
729,8,ON,Thai
730,15,ON,Thai
731,6,ON,Thai
732,5,ON,Thai
733,3,ON,Thai
734,6,ON,Thai
735,6,ON,Thai
736,4,ON,Thai
737,9,ON,Thai
738,7,ON,Thai
739,11,ON,Thai
740,7,ON,Thai
741,5,ON,Thai
742,8,ON,Thai
743,9,ON,Thai
744,4,ON,Thai
745,12,ON,Thai
746,11,ON,Thai
747,7,ON,Thai
748,11,ON,Thai
749,7,ON,Thai
750,1,ON,Thai
751,6,ON,Thai
752,9,ON,Thai
753,4,ON,Thai
754,6,ON,Thai
755,10,ON,Thai
756,6,ON,Thai
757,9,ON,Thai
758,6,ON,Thai
759,10,ON,Thai
760,8,ON,Thai
761,3,ON,Thai
762,11,ON,Thai
763,12,ON,Thai
764,9,ON,Thai
765,5,ON,Thai
766,3,ON,Thai
767,6,ON,Thai
768,9,ON,Thai
769,1,ON,Thai
770,6,ON,Thai
771,6,ON,Thai
772,2,ON,Thai
773,4,ON,Thai
774,3,ON,Thai
775,10,ON,Thai
776,3,ON,Thai
777,9,ON,Thai
778,4,ON,Thai
779,2,ON,Thai
780,7,ON,Thai
781,7,ON,Thai
782,11,ON,Thai
783,6,ON,Thai
784,12,ON,Thai
785,9,ON,Thai
786,7,ON,Thai
787,5,ON,Thai
788,11,ON,Thai
789,12,ON,Thai
790,3,ON,Thai
791,5,ON,Thai
792,7,ON,Thai
793,11,ON,Thai
794,5,ON,Thai
795,11,ON,Thai
796,10,ON,Thai
797,3,ON,Thai
798,8,ON,Thai
799,11,ON,Thai
800,6,ON,Thai
801,10,ON,Thai
802,5,ON,Thai
803,2,ON,Thai
804,2,ON,Thai
805,7,ON,Thai
806,6,ON,Thai
807,13,ON,Thai
808,1,ON,Thai
809,2,ON,Thai
810,6,ON,Thai
811,6,ON,Thai
812,13,ON,Thai
813,6,ON,Thai
814,3,ON,Thai
815,8,ON,Thai
816,3,ON,Thai
817,2,ON,Thai
818,11,ON,Thai
819,9,ON,Thai
820,2,ON,Thai
821,9,ON,Thai
822,5,ON,Thai
823,11,ON,Thai
824,8,ON,Thai
825,1,ON,Thai
826,12,ON,Thai
827,9,ON,Thai
828,4,ON,Thai
829,3,ON,Thai
830,10,ON,Thai
831,5,ON,Thai
832,4,ON,Thai
833,5,ON,Thai
834,4,ON,Thai
835,2,ON,Thai
836,3,ON,Thai
837,5,ON,Thai
838,5,ON,Thai
839,2,ON,Thai
840,3,ON,Thai
841,6,ON,Thai
842,9,ON,Thai
843,4,ON,Thai
844,6,ON,Thai
845,6,ON,Thai
846,6,ON,Thai
847,4,ON,Thai
848,6,ON,Thai
849,3,ON,Thai
850,3,ON,Thai
851,2,ON,Thai
852,4,ON,Thai
853,8,ON,Thai
854,1,ON,Thai
855,7,ON,Thai
856,1,ON,Thai
857,10,ON,Thai
858,5,ON,Thai
859,2,ON,Thai
860,3,ON,Thai
861,10,ON,Thai
862,4,ON,Thai
863,2,ON,Thai
864,13,ON,Thai
865,3,ON,Thai
866,2,ON,Thai
867,6,ON,Thai
868,2,ON,Thai
869,9,ON,Thai
870,3,ON,Thai
871,5,ON,Thai
872,7,ON,Thai
873,5,ON,Thai
874,3,ON,Thai
875,10,ON,Thai
876,8,ON,Thai
877,12,ON,Thai
878,4,ON,Thai
879,1,ON,Thai
880,12,ON,Thai
881,3,ON,Thai
882,3,ON,Thai
883,3,ON,Thai
884,3,ON,Thai
885,6,ON,Thai
886,6,ON,Thai
887,8,ON,Thai
888,2,ON,Thai
889,1,ON,Thai
890,2,ON,Thai
891,7,ON,Thai
892,8,ON,Thai
893,2,ON,Thai
894,1,ON,Thai
895,3,ON,Thai
896,7,ON,Thai
897,10,ON,Thai
898,9,ON,Thai
899,8,ON,Thai
900,5,ON,Thai
901,5,ON,Thai
902,7,ON,Thai
903,8,ON,Thai
904,2,ON,Thai
905,12,ON,Thai
906,3,ON,Thai
907,6,ON,Thai
908,6,ON,Thai
909,6,ON,Thai
910,8,ON,Thai
911,7,ON,Thai
912,3,ON,Thai
913,3,ON,Thai
914,4,ON,Thai
915,9,ON,Thai
916,2,ON,Thai
917,2,ON,Thai
918,6,ON,Thai
919,5,ON,Thai
920,7,ON,Thai
921,4,ON,Thai
922,3,ON,Thai
923,4,ON,Thai
924,2,ON,Thai
925,2,ON,Thai
926,2,ON,Thai
927,2,ON,Thai
928,1,ON,Thai
929,2,ON,Thai
930,1,ON,Thai
931,5,ON,Thai
932,3,ON,Thai
933,2,ON,Thai
934,1,ON,Thai
935,3,ON,Thai
936,2,ON,Thai
937,6,ON,Thai
938,1,ON,Thai
939,4,ON,Thai
940,1,ON,Thai
941,4,ON,Thai
942,4,ON,Thai
943,5,ON,Thai
944,2,ON,Thai
945,4,ON,Thai
946,2,ON,Thai
947,8,ON,Thai
948,2,ON,Thai
949,2,ON,Thai
950,2,ON,Thai
951,3,ON,Thai
952,3,ON,Thai
953,2,ON,Thai
954,2,ON,Thai
955,4,ON,Thai
956,8,ON,Thai
957,8,ON,Thai
958,6,ON,Thai
959,4,ON,Thai
960,3,ON,Thai
961,1,ON,Thai
962,2,ON,Thai
963,1,ON,Thai
964,3,ON,Thai
965,1,ON,Thai
966,8,ON,Thai
967,1,ON,Thai
968,1,ON,Thai
969,1,ON,Thai
970,3,ON,Thai
971,3,ON,Thai
972,2,ON,Thai
973,1,ON,Thai
974,2,ON,Thai
975,1,ON,Thai
976,3,ON,Thai
977,1,ON,Thai
978,2,ON,Thai
979,2,ON,Thai
980,2,ON,Thai
981,1,ON,Thai
982,1,ON,Thai
983,1,ON,Thai
984,2,ON,Thai
985,1,ON,Thai
986,1,ON,Thai
987,2,ON,Thai
988,2,ON,Thai
989,1,ON,Thai
990,1,ON,Thai
991,1,ON,Thai
992,1,ON,Thai
993,1,ON,Thai
994,1,ON,Thai
995,1,ON,Thai
996,2,ON,Thai
997,2,ON,Thai
998,1,ON,Thai
999,1,ON,Fast Food
1000,3,ON,Fast Food
1001,6,ON,Fast Food
1002,2,ON,Fast Food
1003,4,ON,Fast Food
1004,2,ON,Fast Food
1005,2,ON,Fast Food
1006,2,ON,Fast Food
1007,5,ON,Fast Food
1008,7,ON,Fast Food
1009,1,ON,Fast Food
1010,6,ON,Fast Food
1011,4,ON,Fast Food
1012,4,ON,Fast Food
1013,7,ON,Fast Food
1014,2,ON,Fast Food
1015,2,ON,Fast Food
1016,2,ON,Fast Food
1017,4,ON,Fast Food
1018,5,ON,Fast Food
1019,5,ON,Fast Food
1020,7,ON,Fast Food
1021,3,ON,Fast Food
1022,2,ON,Fast Food
1023,1,ON,Fast Food
1024,1,ON,Fast Food
1025,6,ON,Fast Food
1026,1,ON,Fast Food
1027,2,ON,Fast Food
1028,2,ON,Fast Food
1029,1,ON,Fast Food
1030,3,ON,Fast Food
1031,2,ON,Fast Food
1032,9,ON,Fast Food
1033,6,ON,Fast Food
1034,1,ON,Fast Food
1035,3,ON,Fast Food
1036,6,ON,Fast Food
1037,1,ON,Fast Food
1038,7,ON,Fast Food
1039,4,ON,Fast Food
1040,4,ON,Fast Food
1041,1,ON,Fast Food
1042,4,ON,Fast Food
1043,2,ON,Fast Food
1044,5,ON,Fast Food
1045,3,ON,Fast Food
1046,1,ON,Fast Food
1047,1,ON,Fast Food
1048,4,ON,Fast Food
1049,4,ON,Fast Food
1050,3,ON,Fast Food
1051,7,ON,Fast Food
1052,2,ON,Fast Food
1053,7,ON,Fast Food
1054,4,ON,Fast Food
1055,4,ON,Fast Food
1056,2,ON,Fast Food
1057,1,ON,Fast Food
1058,3,ON,Fast Food
1059,5,ON,Fast Food
1060,3,ON,Fast Food
1061,4,ON,Fast Food
1062,1,ON,Fast Food
1063,2,ON,Fast Food
1064,3,ON,Fast Food
1065,6,ON,Fast Food
1066,1,ON,Fast Food
1067,6,ON,Fast Food
1068,2,ON,Fast Food
1069,2,ON,Fast Food
1070,5,ON,Fast Food
1071,8,ON,Fast Food
1072,1,ON,Fast Food
1073,3,ON,Fast Food
1074,8,ON,Fast Food
1075,4,ON,Fast Food
1076,2,ON,Fast Food
1077,3,ON,Fast Food
1078,5,ON,Fast Food
1079,1,ON,Fast Food
1080,5,ON,Fast Food
1081,4,ON,Fast Food
1082,1,ON,Fast Food
1083,1,ON,Fast Food
1084,3,ON,Fast Food
1085,3,ON,Fast Food
1086,5,ON,Fast Food
1087,3,ON,Fast Food
1088,3,ON,Fast Food
1089,3,ON,Fast Food
1090,6,ON,Fast Food
1091,2,ON,Fast Food
1092,3,ON,Fast Food
1093,1,ON,Fast Food
1094,2,ON,Fast Food
1095,7,ON,Fast Food
1096,4,ON,Fast Food
1097,1,ON,Fast Food
1098,2,ON,Fast Food
1099,7,ON,Fast Food
1100,4,ON,Fast Food
1101,2,ON,Fast Food
1102,2,ON,Fast Food
1103,3,ON,Fast Food
